model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2030,26z-debug-highCCScost,MWh,8305320
USENSYS,BASN,BASN_batteries_1,Battery,2040,26z-debug-highCCScost,MWh,8802315
USENSYS,BASN,BASN_batteries_1,Battery,2050,26z-debug-highCCScost,MWh,8033084
USENSYS,BASN,BASN_battery_moderate_0,Battery,2030,26z-debug-highCCScost,MWh,455633
USENSYS,BASN,BASN_battery_moderate_0,Battery,2040,26z-debug-highCCScost,MWh,59950549
USENSYS,BASN,BASN_battery_moderate_0,Battery,2050,26z-debug-highCCScost,MWh,33374266
USENSYS,BASN,BASN_biomass_1,Biomass,2030,26z-debug-highCCScost,MWh,84754
USENSYS,BASN,BASN_biomass_1,Biomass,2050,26z-debug-highCCScost,MWh,43268
USENSYS,BASN,BASN_biomass_2,Biomass,2030,26z-debug-highCCScost,MWh,42229
USENSYS,BASN,BASN_biomass_2,Biomass,2050,26z-debug-highCCScost,MWh,26118
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2030,26z-debug-highCCScost,MWh,22478160
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2050,26z-debug-highCCScost,MWh,12947280
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2050,26z-debug-highCCScost,MWh,2426
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2050,26z-debug-highCCScost,MWh,7816
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2030,26z-debug-highCCScost,MWh,3882200
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2050,26z-debug-highCCScost,MWh,4564013
USENSYS,BASN,BASN_geothermal_1,Geothermal,2030,26z-debug-highCCScost,MWh,3793080
USENSYS,BASN,BASN_geothermal_1,Geothermal,2050,26z-debug-highCCScost,MWh,490560
USENSYS,BASN,BASN_hydrogen_ccavgcf_moderate_0,Hydrogen,2030,26z-debug-highCCScost,MWh,2668
USENSYS,BASN,BASN_hydrogen_ccavgcf_moderate_0,Hydrogen,2040,26z-debug-highCCScost,MWh,98909
USENSYS,BASN,BASN_hydrogen_ccavgcf_moderate_0,Hydrogen,2050,26z-debug-highCCScost,MWh,33929
USENSYS,BASN,BASN_hydrogen_ctavgcf_moderate_0,Hydrogen,2040,26z-debug-highCCScost,MWh,21015
USENSYS,BASN,BASN_hydrogen_ctavgcf_moderate_0,Hydrogen,2050,26z-debug-highCCScost,MWh,11575
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2030,26z-debug-highCCScost,MWh,21105694
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2040,26z-debug-highCCScost,MWh,21103992
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2050,26z-debug-highCCScost,MWh,21103462
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2030,26z-debug-highCCScost,MWh,12082999
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2040,26z-debug-highCCScost,MWh,12080836
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2050,26z-debug-highCCScost,MWh,12082606
USENSYS,BASN,BASN_landbasedwind_class3_moderate_2,Wind,2030,26z-debug-highCCScost,MWh,9971541
USENSYS,BASN,BASN_landbasedwind_class3_moderate_2,Wind,2040,26z-debug-highCCScost,MWh,93905494
USENSYS,BASN,BASN_landbasedwind_class3_moderate_2,Wind,2050,26z-debug-highCCScost,MWh,93903488
USENSYS,BASN,BASN_landbasedwind_class3_moderate_3,Wind,2040,26z-debug-highCCScost,MWh,2022675
USENSYS,BASN,BASN_landbasedwind_class3_moderate_3,Wind,2050,26z-debug-highCCScost,MWh,40601536
USENSYS,BASN,BASN_landbasedwind_class3_moderate_4,Wind,2040,26z-debug-highCCScost,MWh,-164
USENSYS,BASN,BASN_landbasedwind_class3_moderate_5,Wind,2040,26z-debug-highCCScost,MWh,-63
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,2030,26z-debug-highCCScost,MWh,6222217
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,2050,26z-debug-highCCScost,MWh,6407451
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,2030,26z-debug-highCCScost,MWh,8328
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,2050,26z-debug-highCCScost,MWh,189610
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,2030,26z-debug-highCCScost,MWh,34
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,2050,26z-debug-highCCScost,MWh,107238
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,2030,26z-debug-highCCScost,MWh,33
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,2050,26z-debug-highCCScost,MWh,16947
USENSYS,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,2030,26z-debug-highCCScost,MWh,3068
USENSYS,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,2050,26z-debug-highCCScost,MWh,51457
USENSYS,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,2030,26z-debug-highCCScost,MWh,1839
USENSYS,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,2050,26z-debug-highCCScost,MWh,4153
USENSYS,BASN,BASN_naturalgas_ccavgcf_moderate_0,Natural Gas,2030,26z-debug-highCCScost,MWh,15508
USENSYS,BASN,BASN_naturalgas_ccavgcf_moderate_0,Natural Gas,2040,26z-debug-highCCScost,MWh,8135252
USENSYS,BASN,BASN_naturalgas_ccavgcf_moderate_0,Natural Gas,2050,26z-debug-highCCScost,MWh,51582
USENSYS,BASN,BASN_naturalgas_ctavgcf_moderate_0,Natural Gas,2030,26z-debug-highCCScost,MWh,1576
USENSYS,BASN,BASN_naturalgas_ctavgcf_moderate_0,Natural Gas,2040,26z-debug-highCCScost,MWh,702186
USENSYS,BASN,BASN_naturalgas_ctavgcf_moderate_0,Natural Gas,2050,26z-debug-highCCScost,MWh,12782
USENSYS,BASN,BASN_onshore_wind_turbine_1,Wind,2030,26z-debug-highCCScost,MWh,4602536
USENSYS,BASN,BASN_onshore_wind_turbine_1,Wind,2050,26z-debug-highCCScost,MWh,1178896
USENSYS,BASN,BASN_small_hydroelectric_1,Hydro,2030,26z-debug-highCCScost,MWh,1550520
USENSYS,BASN,BASN_small_hydroelectric_1,Hydro,2050,26z-debug-highCCScost,MWh,1252680
USENSYS,BASN,BASN_solar_photovoltaic_1,Solar,2030,26z-debug-highCCScost,MWh,17113434
USENSYS,BASN,BASN_solar_photovoltaic_1,Solar,2050,26z-debug-highCCScost,MWh,9148243
USENSYS,BASN,BASN_utilitypv_class1_moderate_0,Solar,2030,26z-debug-highCCScost,MWh,5781255
USENSYS,BASN,BASN_utilitypv_class1_moderate_0,Solar,2040,26z-debug-highCCScost,MWh,76884517
USENSYS,BASN,BASN_utilitypv_class1_moderate_0,Solar,2050,26z-debug-highCCScost,MWh,76756663
USENSYS,BASN,BASN_utilitypv_class1_moderate_1,Solar,2030,26z-debug-highCCScost,MWh,-2
USENSYS,BASN,BASN_utilitypv_class1_moderate_1,Solar,2040,26z-debug-highCCScost,MWh,-1919
USENSYS,BASN,BASN_utilitypv_class1_moderate_1,Solar,2050,26z-debug-highCCScost,MWh,-2028
USENSYS,BASN,BASN_utilitypv_class1_moderate_3,Solar,2050,26z-debug-highCCScost,MWh,-1495
USENSYS,CANO,CANO_batteries_1,Battery,2030,26z-debug-highCCScost,MWh,38875966
USENSYS,CANO,CANO_batteries_1,Battery,2040,26z-debug-highCCScost,MWh,36901113
USENSYS,CANO,CANO_batteries_1,Battery,2050,26z-debug-highCCScost,MWh,23078611
