model,zone,fuel,planning_year,case,unit,value
USENSYS,MISC,east_north_central_coal,2030,26z-debug-highCCScost,MMBtu,-17233
USENSYS,MISE,east_north_central_coal,2030,26z-debug-highCCScost,MMBtu,-27464
USENSYS,MISW,east_north_central_coal,2030,26z-debug-highCCScost,MMBtu,-88904
USENSYS,PJMC,east_north_central_coal,2030,26z-debug-highCCScost,MMBtu,-17442
USENSYS,PJMW,east_north_central_coal,2030,26z-debug-highCCScost,MMBtu,-67595
USENSYS,MISC,east_north_central_distillate,2030,26z-debug-highCCScost,MMBtu,-33414
USENSYS,MISE,east_north_central_distillate,2030,26z-debug-highCCScost,MMBtu,-31278
USENSYS,MISW,east_north_central_distillate,2030,26z-debug-highCCScost,MMBtu,-32678
USENSYS,PJMC,east_north_central_distillate,2030,26z-debug-highCCScost,MMBtu,-29611
USENSYS,PJMW,east_north_central_distillate,2030,26z-debug-highCCScost,MMBtu,-26917
USENSYS,MISC,east_north_central_naturalgas,2030,26z-debug-highCCScost,MMBtu,73047630
USENSYS,MISE,east_north_central_naturalgas,2030,26z-debug-highCCScost,MMBtu,95088925
USENSYS,MISW,east_north_central_naturalgas,2030,26z-debug-highCCScost,MMBtu,143229575
USENSYS,PJMC,east_north_central_naturalgas,2030,26z-debug-highCCScost,MMBtu,99930012
USENSYS,PJMW,east_north_central_naturalgas,2030,26z-debug-highCCScost,MMBtu,431841846
USENSYS,MISC,east_north_central_naturalgas_ccs90,2030,26z-debug-highCCScost,MMBtu,260061
USENSYS,MISE,east_north_central_naturalgas_ccs90,2030,26z-debug-highCCScost,MMBtu,909346
USENSYS,MISW,east_north_central_naturalgas_ccs90,2030,26z-debug-highCCScost,MMBtu,199399
USENSYS,PJMC,east_north_central_naturalgas_ccs90,2030,26z-debug-highCCScost,MMBtu,186850
USENSYS,PJMW,east_north_central_naturalgas_ccs90,2030,26z-debug-highCCScost,MMBtu,1823963
USENSYS,MISC,east_north_central_uranium,2030,26z-debug-highCCScost,MMBtu,133460796
USENSYS,MISE,east_north_central_uranium,2030,26z-debug-highCCScost,MMBtu,75810806
USENSYS,MISW,east_north_central_uranium,2030,26z-debug-highCCScost,MMBtu,149815965
USENSYS,PJMC,east_north_central_uranium,2030,26z-debug-highCCScost,MMBtu,391050911
USENSYS,PJMW,east_north_central_uranium,2030,26z-debug-highCCScost,MMBtu,446241154
USENSYS,SRCE,east_south_central_coal,2030,26z-debug-highCCScost,MMBtu,-22881
USENSYS,SRCE,east_south_central_distillate,2030,26z-debug-highCCScost,MMBtu,-42611
USENSYS,SRCE,east_south_central_naturalgas,2030,26z-debug-highCCScost,MMBtu,114052056
USENSYS,SRCE,east_south_central_naturalgas_ccs90,2030,26z-debug-highCCScost,MMBtu,215944
USENSYS,SRCE,east_south_central_uranium,2030,26z-debug-highCCScost,MMBtu,538505482
USENSYS,BASN,hydrogen,2030,26z-debug-highCCScost,MMBtu,-720
USENSYS,CANO,hydrogen,2030,26z-debug-highCCScost,MMBtu,-5789
USENSYS,CASO,hydrogen,2030,26z-debug-highCCScost,MMBtu,-1270
USENSYS,FRCC,hydrogen,2030,26z-debug-highCCScost,MMBtu,13227
USENSYS,ISNE,hydrogen,2030,26z-debug-highCCScost,MMBtu,10202
USENSYS,MISC,hydrogen,2030,26z-debug-highCCScost,MMBtu,4738
USENSYS,MISE,hydrogen,2030,26z-debug-highCCScost,MMBtu,9906
USENSYS,MISS,hydrogen,2030,26z-debug-highCCScost,MMBtu,1537
USENSYS,MISW,hydrogen,2030,26z-debug-highCCScost,MMBtu,5072
USENSYS,NWPP,hydrogen,2030,26z-debug-highCCScost,MMBtu,-13579
USENSYS,NYCW,hydrogen,2030,26z-debug-highCCScost,MMBtu,7263
USENSYS,NYUP,hydrogen,2030,26z-debug-highCCScost,MMBtu,-258
USENSYS,PJMC,hydrogen,2030,26z-debug-highCCScost,MMBtu,2782
USENSYS,PJMD,hydrogen,2030,26z-debug-highCCScost,MMBtu,6705
USENSYS,PJME,hydrogen,2030,26z-debug-highCCScost,MMBtu,6837
USENSYS,PJMW,hydrogen,2030,26z-debug-highCCScost,MMBtu,9600
USENSYS,RMRG,hydrogen,2030,26z-debug-highCCScost,MMBtu,-3985
USENSYS,SPPC,hydrogen,2030,26z-debug-highCCScost,MMBtu,-662
USENSYS,SPPN,hydrogen,2030,26z-debug-highCCScost,MMBtu,-1338
USENSYS,SPPS,hydrogen,2030,26z-debug-highCCScost,MMBtu,-2520
USENSYS,SRCA,hydrogen,2030,26z-debug-highCCScost,MMBtu,12689
USENSYS,SRCE,hydrogen,2030,26z-debug-highCCScost,MMBtu,2403
USENSYS,SRSE,hydrogen,2030,26z-debug-highCCScost,MMBtu,7795
USENSYS,SRSG,hydrogen,2030,26z-debug-highCCScost,MMBtu,1785
USENSYS,TRE,hydrogen,2030,26z-debug-highCCScost,MMBtu,824
USENSYS,TRE_WEST,hydrogen,2030,26z-debug-highCCScost,MMBtu,-3783
USENSYS,PJME,middle_atlantic_coal,2030,26z-debug-highCCScost,MMBtu,-40500
USENSYS,NYCW,middle_atlantic_distillate,2030,26z-debug-highCCScost,MMBtu,-22009
USENSYS,NYUP,middle_atlantic_distillate,2030,26z-debug-highCCScost,MMBtu,-28011
USENSYS,PJME,middle_atlantic_distillate,2030,26z-debug-highCCScost,MMBtu,-51329
USENSYS,NYCW,middle_atlantic_naturalgas,2030,26z-debug-highCCScost,MMBtu,52609690
USENSYS,NYUP,middle_atlantic_naturalgas,2030,26z-debug-highCCScost,MMBtu,38599996
USENSYS,PJME,middle_atlantic_naturalgas,2030,26z-debug-highCCScost,MMBtu,614116170
USENSYS,NYUP,middle_atlantic_uranium,2030,26z-debug-highCCScost,MMBtu,240444785
USENSYS,PJME,middle_atlantic_uranium,2030,26z-debug-highCCScost,MMBtu,999286747
USENSYS,BASN,mountain_coal,2030,26z-debug-highCCScost,MMBtu,-32254
USENSYS,RMRG,mountain_coal,2030,26z-debug-highCCScost,MMBtu,-33735
USENSYS,SRSG,mountain_coal,2030,26z-debug-highCCScost,MMBtu,-29329
USENSYS,BASN,mountain_distillate,2030,26z-debug-highCCScost,MMBtu,-78783
USENSYS,RMRG,mountain_distillate,2030,26z-debug-highCCScost,MMBtu,-34648
USENSYS,BASN,mountain_naturalgas,2030,26z-debug-highCCScost,MMBtu,46506308
USENSYS,RMRG,mountain_naturalgas,2030,26z-debug-highCCScost,MMBtu,8251167
USENSYS,SRSG,mountain_naturalgas,2030,26z-debug-highCCScost,MMBtu,45415779
USENSYS,RMRG,mountain_naturalgas_ccs90,2030,26z-debug-highCCScost,MMBtu,90637
USENSYS,SRSG,mountain_naturalgas_ccs90,2030,26z-debug-highCCScost,MMBtu,73886
USENSYS,SRSG,mountain_uranium,2030,26z-debug-highCCScost,MMBtu,197997780
USENSYS,ISNE,new_england_distillate,2030,26z-debug-highCCScost,MMBtu,28929
USENSYS,ISNE,new_england_naturalgas,2030,26z-debug-highCCScost,MMBtu,141429889
USENSYS,ISNE,new_england_uranium,2030,26z-debug-highCCScost,MMBtu,230702534
USENSYS,BASN,None,2030,26z-debug-highCCScost,MMBtu,362234688
USENSYS,CANO,None,2030,26z-debug-highCCScost,MMBtu,692960230
USENSYS,CASO,None,2030,26z-debug-highCCScost,MMBtu,207513337
USENSYS,FRCC,None,2030,26z-debug-highCCScost,MMBtu,162848061
USENSYS,ISNE,None,2030,26z-debug-highCCScost,MMBtu,182857403
USENSYS,MISC,None,2030,26z-debug-highCCScost,MMBtu,199301027
USENSYS,MISE,None,2030,26z-debug-highCCScost,MMBtu,81800448
USENSYS,MISS,None,2030,26z-debug-highCCScost,MMBtu,101891547
USENSYS,MISW,None,2030,26z-debug-highCCScost,MMBtu,302871851
