model,zone,resource_name,tech_type,unit,planning_year,case,start_value,end_value
USENSYS,BASN,BASN_battery_moderate_0,Battery,MW,2030,26z-debug-highCCScost,0,24
USENSYS,BASN,BASN_hydrogen_ccavgcf_moderate_0,Hydrogen,MW,2030,26z-debug-highCCScost,0,3
USENSYS,BASN,BASN_hydrogen_ctavgcf_moderate_0,Hydrogen,MW,2030,26z-debug-highCCScost,0,4
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,MW,2030,26z-debug-highCCScost,0,5875
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,MW,2030,26z-debug-highCCScost,0,2855
USENSYS,BASN,BASN_landbasedwind_class3_moderate_2,Wind,MW,2030,26z-debug-highCCScost,0,3006
USENSYS,BASN,BASN_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2030,26z-debug-highCCScost,0,6
USENSYS,BASN,BASN_naturalgas_ctavgcf_moderate_0,Natural Gas,MW,2030,26z-debug-highCCScost,0,4
USENSYS,BASN,BASN_utilitypv_class1_moderate_0,Solar,MW,2030,26z-debug-highCCScost,0,2198
USENSYS,CANO,CANO_battery_moderate_0,Battery,MW,2030,26z-debug-highCCScost,0,24
USENSYS,CANO,CANO_hydrogen_ccavgcf_moderate_0,Hydrogen,MW,2030,26z-debug-highCCScost,0,2
USENSYS,CANO,CANO_hydrogen_ctavgcf_moderate_0,Hydrogen,MW,2030,26z-debug-highCCScost,0,3
USENSYS,CANO,CANO_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2030,26z-debug-highCCScost,0,4
USENSYS,CANO,CANO_naturalgas_ccccsavgcf_conservative_0,CCS,MW,2030,26z-debug-highCCScost,0,3
USENSYS,CANO,CANO_naturalgas_ctavgcf_moderate_0,Natural Gas,MW,2030,26z-debug-highCCScost,0,3
USENSYS,CANO,CANO_utilitypv_class1_moderate_1,Solar,MW,2030,26z-debug-highCCScost,0,4793
USENSYS,CASO,CASO_battery_moderate_0,Battery,MW,2030,26z-debug-highCCScost,0,24
USENSYS,CASO,CASO_hydrogen_ccavgcf_moderate_0,Hydrogen,MW,2030,26z-debug-highCCScost,0,3
USENSYS,CASO,CASO_hydrogen_ctavgcf_moderate_0,Hydrogen,MW,2030,26z-debug-highCCScost,0,3
USENSYS,CASO,CASO_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2030,26z-debug-highCCScost,0,5
USENSYS,CASO,CASO_naturalgas_ccccsavgcf_conservative_0,CCS,MW,2030,26z-debug-highCCScost,0,3
USENSYS,CASO,CASO_naturalgas_ctavgcf_moderate_0,Natural Gas,MW,2030,26z-debug-highCCScost,0,4
USENSYS,CASO,CASO_utilitypv_class1_moderate_1,Solar,MW,2030,26z-debug-highCCScost,0,13612
USENSYS,CASO,CASO_utilitypv_class1_moderate_5,Solar,MW,2030,26z-debug-highCCScost,0,3314
USENSYS,FRCC,FRCC_battery_moderate_0,Battery,MW,2030,26z-debug-highCCScost,0,23
USENSYS,FRCC,FRCC_hydrogen_ccavgcf_moderate_0,Hydrogen,MW,2030,26z-debug-highCCScost,0,4
USENSYS,FRCC,FRCC_hydrogen_ctavgcf_moderate_0,Hydrogen,MW,2030,26z-debug-highCCScost,0,4
USENSYS,FRCC,FRCC_landbasedwind_class3_moderate_0,Wind,MW,2030,26z-debug-highCCScost,0,5242
USENSYS,FRCC,FRCC_landbasedwind_class3_moderate_1,Wind,MW,2030,26z-debug-highCCScost,0,1734
USENSYS,FRCC,FRCC_landbasedwind_class3_moderate_2,Wind,MW,2030,26z-debug-highCCScost,0,9416
USENSYS,FRCC,FRCC_landbasedwind_class3_moderate_3,Wind,MW,2030,26z-debug-highCCScost,0,3589
USENSYS,FRCC,FRCC_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2030,26z-debug-highCCScost,0,11
USENSYS,FRCC,FRCC_naturalgas_ccccsavgcf_conservative_0,CCS,MW,2030,26z-debug-highCCScost,0,5534
USENSYS,FRCC,FRCC_naturalgas_ctavgcf_moderate_0,Natural Gas,MW,2030,26z-debug-highCCScost,0,4
USENSYS,FRCC,FRCC_utilitypv_class1_moderate_0,Solar,MW,2030,26z-debug-highCCScost,0,1086
USENSYS,FRCC,FRCC_utilitypv_class1_moderate_2,Solar,MW,2030,26z-debug-highCCScost,0,34979
USENSYS,ISNE,ISNE_battery_moderate_0,Battery,MW,2030,26z-debug-highCCScost,0,23
USENSYS,ISNE,ISNE_hydrogen_ccavgcf_moderate_0,Hydrogen,MW,2030,26z-debug-highCCScost,0,4
USENSYS,ISNE,ISNE_hydrogen_ctavgcf_moderate_0,Hydrogen,MW,2030,26z-debug-highCCScost,0,4
USENSYS,ISNE,ISNE_landbasedwind_class3_moderate_0,Wind,MW,2030,26z-debug-highCCScost,0,3242
USENSYS,ISNE,ISNE_landbasedwind_class3_moderate_1,Wind,MW,2030,26z-debug-highCCScost,0,1665
USENSYS,ISNE,ISNE_landbasedwind_class3_moderate_2,Wind,MW,2030,26z-debug-highCCScost,0,3972
USENSYS,ISNE,ISNE_landbasedwind_class3_moderate_3,Wind,MW,2030,26z-debug-highCCScost,0,3005
USENSYS,ISNE,ISNE_landbasedwind_class3_moderate_5,Wind,MW,2030,26z-debug-highCCScost,0,1003
USENSYS,ISNE,ISNE_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2030,26z-debug-highCCScost,0,18
USENSYS,ISNE,ISNE_naturalgas_ctavgcf_moderate_0,Natural Gas,MW,2030,26z-debug-highCCScost,0,5
USENSYS,ISNE,ISNE_utilitypv_class1_moderate_1,Solar,MW,2030,26z-debug-highCCScost,0,99
USENSYS,ISNE,ISNE_utilitypv_class1_moderate_2,Solar,MW,2030,26z-debug-highCCScost,0,3
USENSYS,ISNE,ISNE_utilitypv_class1_moderate_5,Solar,MW,2030,26z-debug-highCCScost,0,17423
USENSYS,MISC,MISC_battery_moderate_0,Battery,MW,2030,26z-debug-highCCScost,0,24
USENSYS,MISC,MISC_hydrogen_ccavgcf_moderate_0,Hydrogen,MW,2030,26z-debug-highCCScost,0,3
USENSYS,MISC,MISC_hydrogen_ctavgcf_moderate_0,Hydrogen,MW,2030,26z-debug-highCCScost,0,3
USENSYS,MISC,MISC_landbasedwind_class3_moderate_0,Wind,MW,2030,26z-debug-highCCScost,0,25593
USENSYS,MISC,MISC_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2030,26z-debug-highCCScost,0,9
USENSYS,MISC,MISC_naturalgas_ccccsavgcf_conservative_0,CCS,MW,2030,26z-debug-highCCScost,0,8
USENSYS,MISC,MISC_naturalgas_ctavgcf_moderate_0,Natural Gas,MW,2030,26z-debug-highCCScost,0,4
USENSYS,MISC,MISC_utilitypv_class1_moderate_3,Solar,MW,2030,26z-debug-highCCScost,0,5905
USENSYS,MISC,MISC_utilitypv_class1_moderate_5,Solar,MW,2030,26z-debug-highCCScost,0,10431
USENSYS,MISE,MISE_battery_moderate_0,Battery,MW,2030,26z-debug-highCCScost,0,24
USENSYS,MISE,MISE_hydrogen_ccavgcf_moderate_0,Hydrogen,MW,2030,26z-debug-highCCScost,0,3
USENSYS,MISE,MISE_hydrogen_ctavgcf_moderate_0,Hydrogen,MW,2030,26z-debug-highCCScost,0,3
USENSYS,MISE,MISE_landbasedwind_class3_moderate_0,Wind,MW,2030,26z-debug-highCCScost,0,1062
USENSYS,MISE,MISE_landbasedwind_class3_moderate_1,Wind,MW,2030,26z-debug-highCCScost,0,695
USENSYS,MISE,MISE_landbasedwind_class3_moderate_2,Wind,MW,2030,26z-debug-highCCScost,0,986
USENSYS,MISE,MISE_landbasedwind_class3_moderate_3,Wind,MW,2030,26z-debug-highCCScost,0,774
USENSYS,MISE,MISE_landbasedwind_class3_moderate_4,Wind,MW,2030,26z-debug-highCCScost,0,1082
USENSYS,MISE,MISE_landbasedwind_class3_moderate_5,Wind,MW,2030,26z-debug-highCCScost,0,671
USENSYS,MISE,MISE_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2030,26z-debug-highCCScost,0,15
USENSYS,MISE,MISE_naturalgas_ccccsavgcf_conservative_0,CCS,MW,2030,26z-debug-highCCScost,0,24
USENSYS,MISE,MISE_naturalgas_ctavgcf_moderate_0,Natural Gas,MW,2030,26z-debug-highCCScost,0,4
USENSYS,MISE,MISE_utilitypv_class1_moderate_1,Solar,MW,2030,26z-debug-highCCScost,0,6787
USENSYS,MISE,MISE_utilitypv_class1_moderate_3,Solar,MW,2030,26z-debug-highCCScost,0,18
USENSYS,MISE,MISE_utilitypv_class1_moderate_4,Solar,MW,2030,26z-debug-highCCScost,0,11600
USENSYS,MISE,MISE_utilitypv_class1_moderate_5,Solar,MW,2030,26z-debug-highCCScost,0,3556
USENSYS,MISS,MISS_battery_moderate_0,Battery,MW,2030,26z-debug-highCCScost,0,24
USENSYS,MISS,MISS_hydrogen_ccavgcf_moderate_0,Hydrogen,MW,2030,26z-debug-highCCScost,0,3
USENSYS,MISS,MISS_hydrogen_ctavgcf_moderate_0,Hydrogen,MW,2030,26z-debug-highCCScost,0,4
USENSYS,MISS,MISS_landbasedwind_class3_moderate_0,Wind,MW,2030,26z-debug-highCCScost,0,1795
USENSYS,MISS,MISS_landbasedwind_class3_moderate_1,Wind,MW,2030,26z-debug-highCCScost,0,1838
USENSYS,MISS,MISS_landbasedwind_class3_moderate_2,Wind,MW,2030,26z-debug-highCCScost,0,6387
USENSYS,MISS,MISS_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2030,26z-debug-highCCScost,0,7
USENSYS,MISS,MISS_naturalgas_ccccsavgcf_conservative_0,CCS,MW,2030,26z-debug-highCCScost,0,6
USENSYS,MISS,MISS_naturalgas_ctavgcf_moderate_0,Natural Gas,MW,2030,26z-debug-highCCScost,0,4
USENSYS,MISS,MISS_utilitypv_class1_moderate_0,Solar,MW,2030,26z-debug-highCCScost,0,3552
USENSYS,MISW,MISW_battery_moderate_0,Battery,MW,2030,26z-debug-highCCScost,0,25
USENSYS,MISW,MISW_hydrogen_ccavgcf_moderate_0,Hydrogen,MW,2030,26z-debug-highCCScost,0,3
USENSYS,MISW,MISW_hydrogen_ctavgcf_moderate_0,Hydrogen,MW,2030,26z-debug-highCCScost,0,3
