timepoint_id,timestamp,timeseries
1,2050010100,2050_2050-full
2,2050010101,2050_2050-full
3,2050010102,2050_2050-full
4,2050010103,2050_2050-full
5,2050010104,2050_2050-full
6,2050010105,2050_2050-full
7,2050010106,2050_2050-full
8,2050010107,2050_2050-full
9,2050010108,2050_2050-full
10,2050010109,2050_2050-full
11,2050010110,2050_2050-full
12,2050010111,2050_2050-full
13,2050010112,2050_2050-full
14,2050010113,2050_2050-full
15,2050010114,2050_2050-full
16,2050010115,2050_2050-full
17,2050010116,2050_2050-full
18,2050010117,2050_2050-full
19,2050010118,2050_2050-full
20,2050010119,2050_2050-full
21,2050010120,2050_2050-full
22,2050010121,2050_2050-full
23,2050010122,2050_2050-full
24,2050010123,2050_2050-full
25,2050010200,2050_2050-full
26,2050010201,2050_2050-full
27,2050010202,2050_2050-full
28,2050010203,2050_2050-full
29,2050010204,2050_2050-full
30,2050010205,2050_2050-full
31,2050010206,2050_2050-full
32,2050010207,2050_2050-full
33,2050010208,2050_2050-full
34,2050010209,2050_2050-full
35,2050010210,2050_2050-full
36,2050010211,2050_2050-full
37,2050010212,2050_2050-full
38,2050010213,2050_2050-full
39,2050010214,2050_2050-full
40,2050010215,2050_2050-full
41,2050010216,2050_2050-full
42,2050010217,2050_2050-full
43,2050010218,2050_2050-full
44,2050010219,2050_2050-full
45,2050010220,2050_2050-full
46,2050010221,2050_2050-full
47,2050010222,2050_2050-full
48,2050010223,2050_2050-full
49,2050010300,2050_2050-full
50,2050010301,2050_2050-full
51,2050010302,2050_2050-full
52,2050010303,2050_2050-full
53,2050010304,2050_2050-full
54,2050010305,2050_2050-full
55,2050010306,2050_2050-full
56,2050010307,2050_2050-full
57,2050010308,2050_2050-full
58,2050010309,2050_2050-full
59,2050010310,2050_2050-full
60,2050010311,2050_2050-full
61,2050010312,2050_2050-full
62,2050010313,2050_2050-full
63,2050010314,2050_2050-full
64,2050010315,2050_2050-full
65,2050010316,2050_2050-full
66,2050010317,2050_2050-full
67,2050010318,2050_2050-full
68,2050010319,2050_2050-full
69,2050010320,2050_2050-full
70,2050010321,2050_2050-full
71,2050010322,2050_2050-full
72,2050010323,2050_2050-full
73,2050010400,2050_2050-full
74,2050010401,2050_2050-full
75,2050010402,2050_2050-full
76,2050010403,2050_2050-full
77,2050010404,2050_2050-full
78,2050010405,2050_2050-full
79,2050010406,2050_2050-full
80,2050010407,2050_2050-full
81,2050010408,2050_2050-full
82,2050010409,2050_2050-full
83,2050010410,2050_2050-full
84,2050010411,2050_2050-full
85,2050010412,2050_2050-full
86,2050010413,2050_2050-full
87,2050010414,2050_2050-full
88,2050010415,2050_2050-full
89,2050010416,2050_2050-full
90,2050010417,2050_2050-full
91,2050010418,2050_2050-full
92,2050010419,2050_2050-full
93,2050010420,2050_2050-full
94,2050010421,2050_2050-full
95,2050010422,2050_2050-full
96,2050010423,2050_2050-full
97,2050010500,2050_2050-full
98,2050010501,2050_2050-full
99,2050010502,2050_2050-full
100,2050010503,2050_2050-full
101,2050010504,2050_2050-full
102,2050010505,2050_2050-full
103,2050010506,2050_2050-full
104,2050010507,2050_2050-full
105,2050010508,2050_2050-full
106,2050010509,2050_2050-full
107,2050010510,2050_2050-full
108,2050010511,2050_2050-full
109,2050010512,2050_2050-full
110,2050010513,2050_2050-full
111,2050010514,2050_2050-full
112,2050010515,2050_2050-full
113,2050010516,2050_2050-full
114,2050010517,2050_2050-full
115,2050010518,2050_2050-full
116,2050010519,2050_2050-full
117,2050010520,2050_2050-full
118,2050010521,2050_2050-full
119,2050010522,2050_2050-full
120,2050010523,2050_2050-full
121,2050010600,2050_2050-full
122,2050010601,2050_2050-full
123,2050010602,2050_2050-full
124,2050010603,2050_2050-full
125,2050010604,2050_2050-full
126,2050010605,2050_2050-full
127,2050010606,2050_2050-full
128,2050010607,2050_2050-full
129,2050010608,2050_2050-full
130,2050010609,2050_2050-full
131,2050010610,2050_2050-full
132,2050010611,2050_2050-full
133,2050010612,2050_2050-full
134,2050010613,2050_2050-full
135,2050010614,2050_2050-full
136,2050010615,2050_2050-full
137,2050010616,2050_2050-full
138,2050010617,2050_2050-full
139,2050010618,2050_2050-full
140,2050010619,2050_2050-full
141,2050010620,2050_2050-full
142,2050010621,2050_2050-full
143,2050010622,2050_2050-full
144,2050010623,2050_2050-full
145,2050010700,2050_2050-full
146,2050010701,2050_2050-full
147,2050010702,2050_2050-full
148,2050010703,2050_2050-full
149,2050010704,2050_2050-full
150,2050010705,2050_2050-full
151,2050010706,2050_2050-full
152,2050010707,2050_2050-full
153,2050010708,2050_2050-full
154,2050010709,2050_2050-full
155,2050010710,2050_2050-full
156,2050010711,2050_2050-full
157,2050010712,2050_2050-full
158,2050010713,2050_2050-full
159,2050010714,2050_2050-full
160,2050010715,2050_2050-full
161,2050010716,2050_2050-full
162,2050010717,2050_2050-full
163,2050010718,2050_2050-full
164,2050010719,2050_2050-full
165,2050010720,2050_2050-full
166,2050010721,2050_2050-full
167,2050010722,2050_2050-full
168,2050010723,2050_2050-full
