Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26
cTotal,2.477364822749815e11,7.32630524559747e9,5.503270278245968e9,6.378229358553312e9,1.5537523429604881e10,1.2312271379408915e10,9.60106316470598e9,5.567173056150347e9,4.839901253323417e9,1.3840405246605585e10,8.155396290356008e9,1.887399142359521e9,5.308102654001037e9,4.850812787871159e9,6.305401789943646e9,1.122410441687071e10,2.2827780562892464e10,7.350436647965104e9,4.358510420937473e9,3.512946089183479e9,1.1821331198151743e10,1.2746864992704868e10,1.1460198298690783e10,1.2984850234765968e10,6.42951522351545e9,1.580914588312113e10,4.410213597143284e9
cFix,1.9228442921010016e11,6.898494268900001e9,3.8461503231e9,5.091057205299999e9,1.04072025168e10,1.12272312071e10,8.1011636465e9,4.354641519200001e9,3.2679586602999997e9,1.24784762802e10,7.669481755099999e9,1.770506585e9,4.8653956722e9,3.6821872244e9,5.7462748922e9,8.333616797999999e9,1.4951311394899998e10,7.2949276842e9,4.2140688633999996e9,3.4843319051000004e9,1.1424371413699999e10,9.294824518900002e9,9.8895453673e9,9.6595558799e9,5.7435974742e9,1.43496475522e10,4.2384086019999995e9
cVar,8.176878453002978e9,3.861530301881425e7,2.5905684878079665e8,2.240147658841631e8,1.05991460148542e9,1.4199998493186274e8,3.763914688415255e8,3.1076311870048326e8,2.2598213977121988e8,3.064032110829098e8,5.747212892355784e7,1.3766886272714725e7,9.089660827006319e7,2.6203775448986018e8,1.0849161151239695e8,4.960807931142372e8,2.0669852827351842e9,4.9922600427108705e6,2.9127507774596266e7,3.2869751731458725e6,3.960121472127689e7,7.815185889794658e8,3.1591221845763713e8,6.418224285564694e8,1.1367015014202365e8,1.9034443042062822e8,1.7730170917836126e7
cFuel,2.6809344105933002e10,3.157036198653381e8,1.1923614421272237e9,9.201176691053891e8,3.444599137439425e9,8.308335120280049e8,9.416196659962251e8,7.523630682127084e8,1.128900659408026e9,8.667370844561254e8,2.8280321671527547e8,7.435819006686398e7,3.097810413863437e8,8.296127663706343e8,3.935455954670311e8,2.010506404697938e9,4.830075662215025e9,3.93574948858602e7,9.812539176083815e7,1.806333767623775e7,2.786801519064711e8,2.310143216433174e9,1.070295899825818e9,2.30780144864295e9,4.980133583462858e8,9.447393927443811e8,1.2020567815159008e8
cNSE,1.3307921449321736e8,6.491530297948397e6,13864.48452505442,14608.557270067924,13971.274408742045,13827.316677143888,13509.67896754821,13580.967744173799,13367.582340837776,13862.50742024113,1.0034859744164395e8,14254.381379544244,13172.897035104947,13535.65912548144,13698.986828122008,14094.815752523811,13566.184062425813,14630.734524396616,13431.93409059975,13318.181462623097,13328.190162659746,14360.847632964289,13889.159042615149,13592.102488144967,13583.251976099858,2.59239216287206e7,12115.429987583713
cStart,4.945421659144336e9,6.700052351536982e7,2.0568779975342423e8,1.4302510970649114e8,6.257932026056273e8,1.121928480323704e8,1.81874873689263e8,1.493917690694093e8,2.1704642626182902e8,1.8877480835913002e8,4.5290592175532125e7,2.8753226638562653e7,4.201615924759465e7,7.696150695153819e7,5.707599177738952e7,3.8388632624278194e8,9.79394656858195e8,1.1144578102009796e7,1.7175226067947526e7,7.250553052632334e6,7.86650896338337e7,3.603643075445944e8,1.844309239482841e8,3.756568855640643e8,7.422065757516311e7,2.984905861273977e8,3.3857030643869616e7
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cNetworkExp,2.5674756018486533e7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cUnmetPolicyPenalty,1.5361654876268694e10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cCO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
