Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26
cTotal,2.4938356034230334e11,7.092857432871386e9,6.2129000316076975e9,6.945412361295756e9,1.6170059645599625e10,1.0605649964366825e10,1.0716021770069633e10,5.184033808016324e9,5.409181344014665e9,1.345420034592932e10,7.920884339526695e9,4.4470804792038864e8,5.076126072536226e9,5.051546018128842e9,6.567099724723187e9,1.146130301380461e10,2.3222731074175083e10,8.38584999358238e9,4.1678609252991548e9,3.447110963729945e9,1.1960746325153173e10,1.3047621958992826e10,1.1443459937796726e10,1.2679323164799314e10,6.268726019202924e9,1.7923341135955067e10,4.989775079556678e9
cFix,1.944526977891099e11,6.78262705513e9,4.716381728339999e9,5.480573525039999e9,1.0180796702810001e10,9.056371485759998e9,9.19201474221e9,4.11968465025e9,3.9921928810899997e9,1.168372159078e10,7.647915030889999e9,2.9763096065000004e8,4.58948190021e9,3.8682493947399993e9,5.97391584264e9,8.3971137273e9,1.5217383537019999e10,8.32877417073e9,4.0328996951899996e9,3.35547113314e9,1.15864777805e10,9.62264048045e9,9.728717344189999e9,9.303514437619999e9,5.758295942240001e9,1.6683668812520002e10,4.856183237669999e9
cVar,8.428021129672656e9,2.7582910230949886e7,2.594905536471158e8,2.865684750095214e8,1.2120173041967566e9,1.6770679465516844e8,3.8214480996695966e8,2.596452302903343e8,2.0233653838016465e8,4.083621349402702e8,4.4619770465299904e7,1.5842470260477146e7,9.649677615454213e7,2.6095244229850322e8,1.1159797435467285e8,5.058632780294798e8,2.0650803825768344e9,4.846339298753063e6,2.8131026493451327e7,1.8350964321946617e7,3.3246731171776887e7,7.662741314919057e8,3.498717705694116e8,6.466282758511264e8,9.759349298410372e7,1.652857428924093e8,1.1484809138680415e7
cFuel,2.6910454168814735e10,2.141969108814735e8,1.0293636189582869e9,9.855803636137319e8,3.91055418598341e9,1.0277537441828995e9,9.26014330243844e8,6.537506981355879e8,9.693751353330859e8,1.0975417567495549e9,1.9572542679952884e8,8.927779756722747e7,3.3996307998417217e8,8.222003521406853e8,4.136203974693062e8,2.0682368622432783e9,4.828388158685745e9,3.92091437609695e7,9.23777389892327e7,6.140305373635607e7,2.330780243518412e8,2.283266709273942e9,1.1356293213114767e9,2.268150363384941e9,3.5812675726143456e8,7.878864079669292e8,7.978382980549099e7
cNSE,1.974288817200213e8,4331.745175615719,4124.5378989758165,4878.832179571633,4017.6210413468366,1.9732188205991516e8,4279.64539239791,4144.917817629825,4207.577981557493,4512.670117563786,4900.25980009402,4477.377805514528,3956.227157637912,4133.345242341723,4258.147688311247,4839.576122227246,4422.402389528204,4109.172792567073,4007.6221133862714,3877.275714251512,4126.676964086648,4269.666658037455,4469.906052504365,4258.490368339158,4377.306738069818,4487.0335816788665,3531.6253142538376
cStart,5.859928529339529e9,6.844622488378727e7,2.0766000612439632e8,1.9268511880032578e8,8.666874349884163e8,1.5649605770884225e8,2.1584360800343782e8,1.5094908442258307e8,2.4527258163343352e8,2.6457035078937742e8,3.261921111206675e7,4.1952342064878546e7,5.01803599603532e7,1.001396956044117e8,6.796125211151958e7,4.9008430665572834e8,1.1118745734901161e9,1.3016230619867928e7,1.444845700435914e7,1.188193525592788e7,1.0793966245259047e8,3.754363681103182e8,2.292370318197839e8,4.610258294528808e8,5.4705449410646506e7,2.864956855421493e8,4.231967131719195e7
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cNetworkExp,1.6622759253168337e7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cUnmetPolicyPenalty,1.3518407084413397e10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cCO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
