WATER_NODES,TIMEPOINTS,wnode_tp_inflow,wnode_tp_consumption
BASN_conventional_hydroelectric_1_inlet,1,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,2,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,3,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,4,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,5,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,6,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,7,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,8,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,9,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,10,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,11,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,12,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,13,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,14,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,15,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,16,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,17,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,18,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,19,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,20,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,21,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,22,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,23,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,24,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,25,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,26,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,27,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,28,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,29,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,30,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,31,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,32,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,33,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,34,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,35,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,36,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,37,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,38,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,39,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,40,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,41,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,42,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,43,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,44,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,45,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,46,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,47,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,48,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,49,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,50,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,51,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,52,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,53,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,54,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,55,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,56,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,57,289.922124287633,0
BASN_conventional_hydroelectric_1_inlet,58,289.922124287633,0
