GENERATION_PROJECT,gen_tech,gen_energy_source,gen_load_zone,gen_max_age,gen_is_variable,gen_is_baseload,gen_full_load_heat_rate,gen_variable_om,gen_connect_cost_per_mw,gen_dbid,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_min_build_capacity,gen_is_cogen,gen_storage_efficiency,gen_store_to_release_ratio,gen_can_provide_cap_reserves,gen_self_discharge_rate,gen_discharge_efficiency,gen_land_use_rate,gen_ccs_capture_efficiency,gen_ccs_energy_load,gen_storage_energy_to_power_ratio,gen_type,gen_capacity_limit_mw
NWPP_small_hydroelectric_1,Small Hydroelectric,Water,NWPP,100,FALSE,TRUE,.,0,0,NWPP_small_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,670.7
NWPP_solar_photovoltaic_1,Solar Photovoltaic,Solar,NWPP,30,TRUE,FALSE,.,0,0,NWPP_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Solar,1015.9
NYCW_biomass_1,Biomass,Waste_biomass,NYCW,50,FALSE,FALSE,9.21,3.957,0,NYCW_biomass_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Biomass,1.264
NYCW_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,NYCW,60,FALSE,FALSE,8.191,3.918,0,NYCW_natural_gas_fired_combined_cycle_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,4184.2
NYCW_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,NYCW,50,FALSE,FALSE,10.154,5.279,0,NYCW_natural_gas_fired_combustion_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,2029.8
NYCW_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,NYCW,60,FALSE,FALSE,8.612,4.43,0,NYCW_natural_gas_internal_combustion_engine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,37.1
NYCW_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,NYCW,50,FALSE,FALSE,12.124,1.056,0,NYCW_natural_gas_steam_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,15
NYCW_petroleum_liquids_1,Petroleum Liquids,Distillate,NYCW,40,FALSE,FALSE,9.738,5.009,0,NYCW_petroleum_liquids_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Petroleum,49.8
NYCW_solar_photovoltaic_1,Solar Photovoltaic,Solar,NYCW,30,TRUE,FALSE,.,0,0,NYCW_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Solar,26.9
NYUP_biomass_1,Biomass,Waste_biomass,NYUP,50,FALSE,FALSE,10.636,4.57,0,NYUP_biomass_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Biomass,38.9
NYUP_conventional_hydroelectric_1,Conventional Hydroelectric,Water,NYUP,100,FALSE,FALSE,.,0,0,NYUP_conventional_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,3438.8
NYUP_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,Electricity,NYUP,100,FALSE,FALSE,.,0,0,NYUP_hydroelectric_pumped_storage_1,0,0,0,FALSE,0.749956,1,1,.,.,.,.,.,.,Hydro,1405.1
NYUP_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,NYUP,60,FALSE,FALSE,7.751,3.843,0,NYUP_natural_gas_fired_combined_cycle_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,6816.6
NYUP_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,NYUP,50,FALSE,FALSE,8.78,5.279,0,NYUP_natural_gas_fired_combustion_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,47.5
NYUP_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,NYUP,60,FALSE,FALSE,8.268,4.253,0,NYUP_natural_gas_internal_combustion_engine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,18.5
NYUP_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,NYUP,50,FALSE,FALSE,9.21,1.056,0,NYUP_natural_gas_steam_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,24.2
NYUP_nuclear_1,Nuclear,Uranium,NYUP,80,FALSE,FALSE,10.446,2.841,0,NYUP_nuclear_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Nuclear,2155.6
NYUP_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,NYUP,30,TRUE,FALSE,.,0,0,NYUP_onshore_wind_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Wind,1402.9
NYUP_petroleum_liquids_1,Petroleum Liquids,Distillate,NYUP,40,FALSE,FALSE,9.353,4.811,0,NYUP_petroleum_liquids_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Petroleum,32.4
NYUP_small_hydroelectric_1,Small Hydroelectric,Water,NYUP,100,FALSE,TRUE,.,0,0,NYUP_small_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,483.8
NYUP_solar_photovoltaic_1,Solar Photovoltaic,Solar,NYUP,30,TRUE,FALSE,.,0,0,NYUP_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Solar,1138.6
PJMC_biomass_1,Biomass,Waste_biomass,PJMC,50,FALSE,FALSE,10.986,4.72,0,PJMC_biomass_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Biomass,12.6
PJMC_conventional_hydroelectric_1,Conventional Hydroelectric,Water,PJMC,100,FALSE,FALSE,.,0,0,PJMC_conventional_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,10.4
PJMC_conventional_steam_coal_1,Conventional Steam Coal,Coal,PJMC,65,FALSE,FALSE,11.373,1.879,0,PJMC_conventional_steam_coal_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Coal,42.4
PJMC_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,PJMC,60,FALSE,FALSE,7.137,3.609,0,PJMC_natural_gas_fired_combined_cycle_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,5034.2
PJMC_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,PJMC,50,FALSE,FALSE,11.046,5.279,0,PJMC_natural_gas_fired_combustion_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,6322.3
PJMC_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,PJMC,60,FALSE,FALSE,8.433,4.338,0,PJMC_natural_gas_internal_combustion_engine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,104.6
PJMC_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,PJMC,50,FALSE,FALSE,9.21,1.056,0,PJMC_natural_gas_steam_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,1.8
PJMC_nuclear_1,Nuclear,Uranium,PJMC,80,FALSE,FALSE,10.446,2.841,0,PJMC_nuclear_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Nuclear,6516
PJMC_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,PJMC,30,TRUE,FALSE,.,0,0,PJMC_onshore_wind_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Wind,461.1
PJMC_petroleum_liquids_1,Petroleum Liquids,Distillate,PJMC,40,FALSE,FALSE,10.112,5.201,0,PJMC_petroleum_liquids_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Petroleum,34.1
PJMC_small_hydroelectric_1,Small Hydroelectric,Water,PJMC,100,FALSE,TRUE,.,0,0,PJMC_small_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,22
PJMC_solar_photovoltaic_1,Solar Photovoltaic,Solar,PJMC,30,TRUE,FALSE,.,0,0,PJMC_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Solar,253
PJMD_biomass_1,Biomass,Waste_biomass,PJMD,50,FALSE,FALSE,13.609,5.847,0,PJMD_biomass_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Biomass,218.1
PJMD_conventional_hydroelectric_1,Conventional Hydroelectric,Water,PJMD,100,FALSE,FALSE,.,0,0,PJMD_conventional_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,613.1
PJMD_conventional_steam_coal_1,Conventional Steam Coal,Coal,PJMD,65,FALSE,FALSE,10.075,1.879,0,PJMD_conventional_steam_coal_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Coal,1038.9
PJMD_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,Electricity,PJMD,100,FALSE,FALSE,.,0,0,PJMD_hydroelectric_pumped_storage_1,0,0,0,FALSE,0.749956,1,1,.,.,.,.,.,.,Hydro,3003
PJMD_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,PJMD,60,FALSE,FALSE,7.122,3.645,0,PJMD_natural_gas_fired_combined_cycle_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,7486.4
PJMD_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,PJMD,50,FALSE,FALSE,10.78,5.279,0,PJMD_natural_gas_fired_combustion_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,2610
PJMD_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,PJMD,60,FALSE,FALSE,8.16,4.198,0,PJMD_natural_gas_internal_combustion_engine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,2.3
PJMD_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,PJMD,50,FALSE,FALSE,9.21,1.056,0,PJMD_natural_gas_steam_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,2.4
PJMD_nuclear_1,Nuclear,Uranium,PJMD,80,FALSE,FALSE,10.446,2.841,0,PJMD_nuclear_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Nuclear,3708
PJMD_petroleum_liquids_1,Petroleum Liquids,Distillate,PJMD,40,FALSE,FALSE,18.673,9.605,0,PJMD_petroleum_liquids_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Petroleum,1.2
PJMD_small_hydroelectric_1,Small Hydroelectric,Water,PJMD,100,FALSE,TRUE,.,0,0,PJMD_small_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,10.9
PJMD_solar_photovoltaic_1,Solar Photovoltaic,Solar,PJMD,30,TRUE,FALSE,.,0,0,PJMD_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Solar,2448.6
PJME_biomass_1,Biomass,Waste_biomass,PJME,50,FALSE,FALSE,11.104,4.771,0,PJME_biomass_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Biomass,72.2
PJME_conventional_hydroelectric_1,Conventional Hydroelectric,Water,PJME,100,FALSE,FALSE,.,0,0,PJME_conventional_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,579.1
PJME_conventional_steam_coal_1,Conventional Steam Coal,Coal,PJME,65,FALSE,FALSE,13.521,1.879,0,PJME_conventional_steam_coal_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Coal,1811
PJME_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,Electricity,PJME,100,FALSE,FALSE,.,0,0,PJME_hydroelectric_pumped_storage_1,0,0,0,FALSE,0.749956,1,1,.,.,.,.,.,.,Hydro,1972
PJME_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,PJME,60,FALSE,FALSE,7.374,3.663,0,PJME_natural_gas_fired_combined_cycle_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,28121.7
PJME_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,PJME,50,FALSE,FALSE,11.457,5.279,0,PJME_natural_gas_fired_combustion_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,2739.4
PJME_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,PJME,60,FALSE,FALSE,9.344,4.807,0,PJME_natural_gas_internal_combustion_engine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,219.7
PJME_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,PJME,50,FALSE,FALSE,9.689,1.056,0,PJME_natural_gas_steam_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,31
PJME_nuclear_1,Nuclear,Uranium,PJME,80,FALSE,FALSE,10.446,2.841,0,PJME_nuclear_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Nuclear,12762.7
PJME_petroleum_liquids_1,Petroleum Liquids,Distillate,PJME,40,FALSE,FALSE,9.712,4.996,0,PJME_petroleum_liquids_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Petroleum,78.2
PJME_small_hydroelectric_1,Small Hydroelectric,Water,PJME,100,FALSE,TRUE,.,0,0,PJME_small_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,100.5
PJME_solar_photovoltaic_1,Solar Photovoltaic,Solar,PJME,30,TRUE,FALSE,.,0,0,PJME_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Solar,786.1
PJMW_biomass_1,Biomass,Waste_biomass,PJMW,50,FALSE,FALSE,11.118,4.777,0,PJMW_biomass_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Biomass,51.5
PJMW_conventional_hydroelectric_1,Conventional Hydroelectric,Water,PJMW,100,FALSE,FALSE,.,0,0,PJMW_conventional_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,626
PJMW_conventional_steam_coal_1,Conventional Steam Coal,Coal,PJMW,65,FALSE,FALSE,10.789,1.879,0,PJMW_conventional_steam_coal_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Coal,2227
PJMW_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,Electricity,PJMW,100,FALSE,FALSE,.,0,0,PJMW_hydroelectric_pumped_storage_1,0,0,0,FALSE,0.749956,1,1,.,.,.,.,.,.,Hydro,238
PJMW_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,PJMW,60,FALSE,FALSE,7.011,3.651,0,PJMW_natural_gas_fired_combined_cycle_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,17972.5
PJMW_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,PJMW,50,FALSE,FALSE,11.802,5.279,0,PJMW_natural_gas_fired_combustion_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,8735.2
PJMW_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,PJMW,60,FALSE,FALSE,9.488,4.881,0,PJMW_natural_gas_internal_combustion_engine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,66.4
PJMW_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,PJMW,50,FALSE,FALSE,9.314,1.056,0,PJMW_natural_gas_steam_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,33.7
PJMW_nuclear_1,Nuclear,Uranium,PJMW,80,FALSE,FALSE,10.446,2.841,0,PJMW_nuclear_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Nuclear,6326
PJMW_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,PJMW,30,TRUE,FALSE,.,0,0,PJMW_onshore_wind_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Wind,806.9
PJMW_petroleum_liquids_1,Petroleum Liquids,Distillate,PJMW,40,FALSE,FALSE,9.351,4.81,0,PJMW_petroleum_liquids_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Petroleum,33.4
PJMW_small_hydroelectric_1,Small Hydroelectric,Water,PJMW,100,FALSE,TRUE,.,0,0,PJMW_small_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,244.6
PJMW_solar_photovoltaic_1,Solar Photovoltaic,Solar,PJMW,30,TRUE,FALSE,.,0,0,PJMW_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Solar,3782.5
RMRG_biomass_1,Biomass,Waste_biomass,RMRG,50,FALSE,FALSE,13.63,5.856,0,RMRG_biomass_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Biomass,15.7
RMRG_conventional_hydroelectric_1,Conventional Hydroelectric,Water,RMRG,100,FALSE,FALSE,.,0,0,RMRG_conventional_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,579.7
RMRG_conventional_steam_coal_1,Conventional Steam Coal,Coal,RMRG,65,FALSE,FALSE,10.712,1.879,0,RMRG_conventional_steam_coal_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Coal,1531
RMRG_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,Electricity,RMRG,100,FALSE,FALSE,.,0,0,RMRG_hydroelectric_pumped_storage_1,0,0,0,FALSE,0.749956,1,1,.,.,.,.,.,.,Hydro,580.8
RMRG_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,RMRG,60,FALSE,FALSE,8.26,4.029,0,RMRG_natural_gas_fired_combined_cycle_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,3477.5
RMRG_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,RMRG,50,FALSE,FALSE,12.152,5.279,0,RMRG_natural_gas_fired_combustion_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,2555.3
RMRG_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,RMRG,60,FALSE,FALSE,8.804,4.529,0,RMRG_natural_gas_internal_combustion_engine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,243.4
RMRG_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,RMRG,30,TRUE,FALSE,.,0,0,RMRG_onshore_wind_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Wind,4287
RMRG_small_hydroelectric_1,Small Hydroelectric,Water,RMRG,100,FALSE,TRUE,.,0,0,RMRG_small_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,197.6
RMRG_solar_photovoltaic_1,Solar Photovoltaic,Solar,RMRG,30,TRUE,FALSE,.,0,0,RMRG_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Solar,1539.3
SPPC_biomass_1,Biomass,Waste_biomass,SPPC,50,FALSE,FALSE,12.385,5.321,0,SPPC_biomass_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Biomass,3.5
SPPC_conventional_hydroelectric_1,Conventional Hydroelectric,Water,SPPC,100,FALSE,FALSE,.,0,0,SPPC_conventional_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,52
SPPC_conventional_steam_coal_1,Conventional Steam Coal,Coal,SPPC,65,FALSE,FALSE,9.568,1.879,0,SPPC_conventional_steam_coal_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Coal,1152
SPPC_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,SPPC,60,FALSE,FALSE,7.789,4.194,0,SPPC_natural_gas_fired_combined_cycle_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,1782
SPPC_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,SPPC,50,FALSE,FALSE,12.677,5.279,0,SPPC_natural_gas_fired_combustion_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,2398
SPPC_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,SPPC,60,FALSE,FALSE,11.207,5.765,0,SPPC_natural_gas_internal_combustion_engine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,307.8
SPPC_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,SPPC,50,FALSE,FALSE,9.21,1.056,0,SPPC_natural_gas_steam_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,5.7
SPPC_nuclear_1,Nuclear,Uranium,SPPC,80,FALSE,FALSE,10.446,2.841,0,SPPC_nuclear_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Nuclear,1255
SPPC_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,SPPC,30,TRUE,FALSE,.,0,0,SPPC_onshore_wind_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Wind,1765.1
SPPC_petroleum_liquids_1,Petroleum Liquids,Distillate,SPPC,40,FALSE,FALSE,11.099,5.71,0,SPPC_petroleum_liquids_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Petroleum,35.7
SPPC_solar_photovoltaic_1,Solar Photovoltaic,Solar,SPPC,30,TRUE,FALSE,.,0,0,SPPC_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Solar,28.5
SPPN_biomass_1,Biomass,Waste_biomass,SPPN,50,FALSE,FALSE,9.489,4.077,0,SPPN_biomass_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Biomass,11.2
SPPN_conventional_hydroelectric_1,Conventional Hydroelectric,Water,SPPN,100,FALSE,FALSE,.,0,0,SPPN_conventional_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,2395
SPPN_conventional_steam_coal_1,Conventional Steam Coal,Coal,SPPN,65,FALSE,FALSE,11.976,1.879,0,SPPN_conventional_steam_coal_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Coal,1446.9
SPPN_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,SPPN,60,FALSE,FALSE,7.985,4.551,0,SPPN_natural_gas_fired_combined_cycle_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,644.6
SPPN_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,SPPN,50,FALSE,FALSE,10.771,5.279,0,SPPN_natural_gas_fired_combustion_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,2121.6
SPPN_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,SPPN,60,FALSE,FALSE,8.514,4.38,0,SPPN_natural_gas_internal_combustion_engine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,327.4
SPPN_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,SPPN,50,FALSE,FALSE,9.21,1.056,0,SPPN_natural_gas_steam_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,7.5
SPPN_nuclear_1,Nuclear,Uranium,SPPN,80,FALSE,FALSE,10.446,2.841,0,SPPN_nuclear_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Nuclear,770
SPPN_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,SPPN,30,TRUE,FALSE,.,0,0,SPPN_onshore_wind_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Wind,2542.1
SPPN_petroleum_liquids_1,Petroleum Liquids,Distillate,SPPN,40,FALSE,FALSE,10.846,5.579,0,SPPN_petroleum_liquids_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Petroleum,10
SPPN_small_hydroelectric_1,Small Hydroelectric,Water,SPPN,100,FALSE,TRUE,.,0,0,SPPN_small_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,0.066
SPPN_solar_photovoltaic_1,Solar Photovoltaic,Solar,SPPN,30,TRUE,FALSE,.,0,0,SPPN_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Solar,93.9
SPPS_biomass_1,Biomass,Waste_biomass,SPPS,50,FALSE,FALSE,11.572,4.972,0,SPPS_biomass_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Biomass,1.4
SPPS_conventional_hydroelectric_1,Conventional Hydroelectric,Water,SPPS,100,FALSE,FALSE,.,0,0,SPPS_conventional_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,1809.8
SPPS_conventional_steam_coal_1,Conventional Steam Coal,Coal,SPPS,65,FALSE,FALSE,10.677,1.879,0,SPPS_conventional_steam_coal_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Coal,970
SPPS_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,Electricity,SPPS,100,FALSE,FALSE,.,0,0,SPPS_hydroelectric_pumped_storage_1,0,0,0,FALSE,0.749956,1,1,.,.,.,.,.,.,Hydro,474
SPPS_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,SPPS,60,FALSE,FALSE,7.458,3.794,0,SPPS_natural_gas_fired_combined_cycle_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,8942.2
SPPS_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,SPPS,50,FALSE,FALSE,11.924,5.279,0,SPPS_natural_gas_fired_combustion_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,3356.4
SPPS_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,SPPS,60,FALSE,FALSE,9.428,4.85,0,SPPS_natural_gas_internal_combustion_engine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Naturalgas,420.6
SPPS_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,SPPS,30,TRUE,FALSE,.,0,0,SPPS_onshore_wind_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Wind,5506.8
SPPS_petroleum_liquids_1,Petroleum Liquids,Distillate,SPPS,40,FALSE,FALSE,10.121,5.206,0,SPPS_petroleum_liquids_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Petroleum,5.5
SPPS_small_hydroelectric_1,Small Hydroelectric,Water,SPPS,100,FALSE,TRUE,.,0,0,SPPS_small_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,69.7
SPPS_solar_photovoltaic_1,Solar Photovoltaic,Solar,SPPS,30,TRUE,FALSE,.,0,0,SPPS_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Solar,64
SRCA_biomass_1,Biomass,Waste_biomass,SRCA,50,FALSE,FALSE,14.148,6.079,0,SRCA_biomass_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Biomass,192.5
SRCA_conventional_hydroelectric_1,Conventional Hydroelectric,Water,SRCA,100,FALSE,FALSE,.,0,0,SRCA_conventional_hydroelectric_1,0,0,0,FALSE,.,.,1,.,.,.,.,.,.,Hydro,1030.9
