timepoint_id,timestamp,timeseries
1,2050_p42_0,2050_p42
2,2050_p42_1,2050_p42
3,2050_p42_2,2050_p42
4,2050_p42_3,2050_p42
5,2050_p42_4,2050_p42
6,2050_p42_5,2050_p42
7,2050_p42_6,2050_p42
8,2050_p42_7,2050_p42
9,2050_p42_8,2050_p42
10,2050_p42_9,2050_p42
11,2050_p42_10,2050_p42
12,2050_p42_11,2050_p42
13,2050_p42_12,2050_p42
14,2050_p42_13,2050_p42
15,2050_p42_14,2050_p42
16,2050_p42_15,2050_p42
17,2050_p42_16,2050_p42
18,2050_p42_17,2050_p42
19,2050_p42_18,2050_p42
20,2050_p42_19,2050_p42
21,2050_p42_20,2050_p42
22,2050_p42_21,2050_p42
23,2050_p42_22,2050_p42
24,2050_p42_23,2050_p42
25,2050_p42_24,2050_p42
26,2050_p42_25,2050_p42
27,2050_p42_26,2050_p42
28,2050_p42_27,2050_p42
29,2050_p42_28,2050_p42
30,2050_p42_29,2050_p42
31,2050_p42_30,2050_p42
32,2050_p42_31,2050_p42
33,2050_p42_32,2050_p42
34,2050_p42_33,2050_p42
35,2050_p42_34,2050_p42
36,2050_p42_35,2050_p42
37,2050_p42_36,2050_p42
38,2050_p42_37,2050_p42
39,2050_p42_38,2050_p42
40,2050_p42_39,2050_p42
41,2050_p42_40,2050_p42
42,2050_p42_41,2050_p42
43,2050_p42_42,2050_p42
44,2050_p42_43,2050_p42
45,2050_p42_44,2050_p42
46,2050_p42_45,2050_p42
47,2050_p42_46,2050_p42
48,2050_p42_47,2050_p42
49,2050_p42_48,2050_p42
50,2050_p42_49,2050_p42
51,2050_p42_50,2050_p42
52,2050_p42_51,2050_p42
53,2050_p42_52,2050_p42
54,2050_p42_53,2050_p42
55,2050_p42_54,2050_p42
56,2050_p42_55,2050_p42
57,2050_p42_56,2050_p42
58,2050_p42_57,2050_p42
59,2050_p42_58,2050_p42
60,2050_p42_59,2050_p42
61,2050_p42_60,2050_p42
