load_zone,fuel,period,fuel_cost
SRCA,Uranium,2050,0.7356175205631619
SRCA,Hydrogen,2050,16.0
SRCA,Waste_biomass,2050,1.0
SPPC,Coal,2050,1.5141833211056572
SPPC,Naturalgas,2050,3.8082858589511748
SPPC,Distillate,2050,17.938161087574265
SPPC,Uranium,2050,0.7356175205631619
SPPC,Hydrogen,2050,16.0
SPPC,Waste_biomass,2050,1.0
SPPN,Coal,2050,1.5141833211056572
SPPN,Naturalgas,2050,3.8082858589511748
SPPN,Distillate,2050,17.938161087574265
SPPN,Uranium,2050,0.7356175205631619
SPPN,Hydrogen,2050,16.0
SPPN,Waste_biomass,2050,1.0
MISW,Coal,2050,1.791829442779643
MISW,Naturalgas,2050,3.0452628543012135
MISW,Distillate,2050,17.88410084990958
MISW,Uranium,2050,0.7356175205631619
MISW,Hydrogen,2050,16.0
MISW,Waste_biomass,2050,1.0
MISE,Coal,2050,1.791829442779643
MISE,Naturalgas,2050,3.0452628543012135
MISE,Distillate,2050,17.88410084990958
MISE,Uranium,2050,0.7356175205631619
MISE,Hydrogen,2050,16.0
MISE,Waste_biomass,2050,1.0
MISC,Coal,2050,1.791829442779643
MISC,Naturalgas,2050,3.0452628543012135
MISC,Distillate,2050,17.88410084990958
MISC,Uranium,2050,0.7356175205631619
MISC,Hydrogen,2050,16.0
MISC,Waste_biomass,2050,1.0
PJMC,Coal,2050,1.791829442779643
PJMC,Naturalgas,2050,3.0452628543012135
PJMC,Distillate,2050,17.88410084990958
PJMC,Uranium,2050,0.7356175205631619
PJMC,Hydrogen,2050,16.0
PJMC,Waste_biomass,2050,1.0
PJMW,Coal,2050,1.791829442779643
PJMW,Naturalgas,2050,3.0452628543012135
PJMW,Distillate,2050,17.88410084990958
PJMW,Uranium,2050,0.7356175205631619
PJMW,Hydrogen,2050,16.0
PJMW,Waste_biomass,2050,1.0
PJME,Coal,2050,1.6324663570136912
PJME,Naturalgas,2050,2.8229186365280285
PJME,Distillate,2050,23.7922353397055
PJME,Uranium,2050,0.7356175205631619
PJME,Hydrogen,2050,16.0
PJME,Waste_biomass,2050,1.0
NYCW,Coal,2050,1.6324663570136912
NYCW,Naturalgas,2050,2.8229186365280285
NYCW,Distillate,2050,23.7922353397055
NYCW,Uranium,2050,0.7356175205631619
NYCW,Hydrogen,2050,16.0
NYCW,Waste_biomass,2050,1.0
NYUP,Coal,2050,1.6324663570136912
NYUP,Naturalgas,2050,2.8229186365280285
NYUP,Distillate,2050,23.7922353397055
NYUP,Uranium,2050,0.7356175205631619
NYUP,Hydrogen,2050,16.0
NYUP,Waste_biomass,2050,1.0
ISNE,Coal,2050,0.0
ISNE,Naturalgas,2050,3.4411251529320586
ISNE,Distillate,2050,19.946412955308702
ISNE,Uranium,2050,0.7356175205631619
ISNE,Hydrogen,2050,16.0
ISNE,Waste_biomass,2050,1.0
