load_zone,fuel,period,fuel_cost
BASN,Coal,2050,1.306366598295014
BASN,Naturalgas,2050,4.397809885300955
BASN,Distillate,2050,23.099672118315674
BASN,Uranium,2050,0.7356175205631619
BASN,Hydrogen,2050,16.0
BASN,Waste_biomass,2050,1.0
RMRG,Coal,2050,1.306366598295014
RMRG,Naturalgas,2050,4.397809885300955
RMRG,Distillate,2050,23.099672118315674
RMRG,Uranium,2050,0.7356175205631619
RMRG,Hydrogen,2050,16.0
RMRG,Waste_biomass,2050,1.0
SRSG,Coal,2050,1.306366598295014
SRSG,Naturalgas,2050,4.397809885300955
SRSG,Distillate,2050,23.099672118315674
SRSG,Uranium,2050,0.7356175205631619
SRSG,Hydrogen,2050,16.0
SRSG,Waste_biomass,2050,1.0
CANO,Coal,2050,1.7788397036941355
CANO,Naturalgas,2050,4.194119314905708
CANO,Distillate,2050,22.078258369930246
CANO,Uranium,2050,0.7356175205631619
CANO,Hydrogen,2050,16.0
CANO,Waste_biomass,2050,1.0
CASO,Coal,2050,1.7788397036941355
CASO,Naturalgas,2050,4.194119314905708
CASO,Distillate,2050,22.078258369930246
CASO,Uranium,2050,0.7356175205631619
CASO,Hydrogen,2050,16.0
CASO,Waste_biomass,2050,1.0
NWPP,Coal,2050,1.7788397036941355
NWPP,Naturalgas,2050,4.194119314905708
NWPP,Distillate,2050,22.078258369930246
NWPP,Uranium,2050,0.7356175205631619
NWPP,Hydrogen,2050,16.0
NWPP,Waste_biomass,2050,1.0
TRE,Coal,2050,1.694043451046241
TRE,Naturalgas,2050,3.4870572523895627
TRE,Distillate,2050,19.3773477680186
TRE,Uranium,2050,0.7356175205631619
TRE,Hydrogen,2050,16.0
TRE,Waste_biomass,2050,1.0
TRE_WEST,Coal,2050,1.694043451046241
TRE_WEST,Naturalgas,2050,3.4870572523895627
TRE_WEST,Distillate,2050,19.3773477680186
TRE_WEST,Uranium,2050,0.7356175205631619
TRE_WEST,Hydrogen,2050,16.0
TRE_WEST,Waste_biomass,2050,1.0
SPPS,Coal,2050,1.694043451046241
SPPS,Naturalgas,2050,3.4870572523895627
SPPS,Distillate,2050,19.3773477680186
SPPS,Uranium,2050,0.7356175205631619
SPPS,Hydrogen,2050,16.0
SPPS,Waste_biomass,2050,1.0
MISS,Coal,2050,1.694043451046241
MISS,Naturalgas,2050,3.4870572523895627
MISS,Distillate,2050,19.3773477680186
MISS,Uranium,2050,0.7356175205631619
MISS,Hydrogen,2050,16.0
MISS,Waste_biomass,2050,1.0
SRCE,Coal,2050,1.6910825546370443
SRCE,Naturalgas,2050,3.678760967966933
SRCE,Distillate,2050,19.368751617153187
SRCE,Uranium,2050,0.7356175205631619
SRCE,Hydrogen,2050,16.0
SRCE,Waste_biomass,2050,1.0
FRCC,Coal,2050,2.2165461544820455
FRCC,Naturalgas,2050,3.984535605528287
FRCC,Distillate,2050,22.06307183673469
FRCC,Uranium,2050,0.7356175205631619
FRCC,Hydrogen,2050,16.0
FRCC,Waste_biomass,2050,1.0
SRSE,Coal,2050,2.2165461544820455
SRSE,Naturalgas,2050,3.984535605528287
SRSE,Distillate,2050,22.06307183673469
SRSE,Uranium,2050,0.7356175205631619
SRSE,Hydrogen,2050,16.0
SRSE,Waste_biomass,2050,1.0
PJMD,Coal,2050,2.2165461544820455
PJMD,Naturalgas,2050,3.984535605528287
PJMD,Distillate,2050,22.06307183673469
PJMD,Uranium,2050,0.7356175205631619
PJMD,Hydrogen,2050,16.0
PJMD,Waste_biomass,2050,1.0
SRCA,Coal,2050,2.2165461544820455
SRCA,Naturalgas,2050,3.984535605528287
SRCA,Distillate,2050,22.06307183673469
