GENERATION_PROJECT,build_year,build_gen_predetermined,gen_predetermined_storage_energy_mwh
ISNE_natural_gas_steam_turbine_1,2002,3.0,.
ISNE_natural_gas_steam_turbine_1,2013,0.6,.
ISNE_natural_gas_steam_turbine_1,2007,3.0,.
ISNE_natural_gas_steam_turbine_1,2003,3.0,.
ISNE_natural_gas_steam_turbine_1,2021,0.6,.
ISNE_nuclear_1,1975,863.3,.
ISNE_nuclear_1,1986,1233.4,.
ISNE_nuclear_1,1990,1251.4,.
ISNE_onshore_wind_turbine_1,2021,19.8,.
ISNE_onshore_wind_turbine_1,2022,20.0,.
ISNE_petroleum_liquids_1,2019,17.9,.
ISNE_petroleum_liquids_1,2012,145.2,.
ISNE_petroleum_liquids_1,2018,12.5,.
ISNE_petroleum_liquids_1,2011,197.0,.
ISNE_petroleum_liquids_1,2017,4.0,.
ISNE_petroleum_liquids_1,2014,15.0,.
ISNE_petroleum_liquids_1,2015,0.2,.
ISNE_petroleum_liquids_1,2013,0.4,.
ISNE_petroleum_liquids_1,2016,0.2,.
ISNE_small_hydroelectric_1,1967,1.2,.
ISNE_small_hydroelectric_1,1983,26.7,.
ISNE_small_hydroelectric_1,1984,18.4,.
ISNE_small_hydroelectric_1,1990,40.1,.
ISNE_small_hydroelectric_1,2011,1.4,.
ISNE_small_hydroelectric_1,1956,1.6,.
ISNE_small_hydroelectric_1,1982,20.8,.
ISNE_small_hydroelectric_1,1985,61.6,.
ISNE_small_hydroelectric_1,1974,25.1,.
ISNE_small_hydroelectric_1,1964,0.4,.
ISNE_small_hydroelectric_1,1981,30.3,.
ISNE_small_hydroelectric_1,1951,6.4,.
ISNE_small_hydroelectric_1,2008,3.4,.
ISNE_small_hydroelectric_1,1979,1.3,.
ISNE_small_hydroelectric_1,1988,52.6,.
ISNE_small_hydroelectric_1,1953,5.0,.
ISNE_small_hydroelectric_1,1954,2.9,.
ISNE_small_hydroelectric_1,2012,0.1,.
ISNE_small_hydroelectric_1,1986,36.5,.
ISNE_small_hydroelectric_1,1989,50.8,.
ISNE_small_hydroelectric_1,1980,2.2,.
ISNE_small_hydroelectric_1,1961,2.2,.
ISNE_small_hydroelectric_1,1987,24.2,.
ISNE_small_hydroelectric_1,1966,0.9,.
ISNE_small_hydroelectric_1,1970,6.2,.
ISNE_small_hydroelectric_1,2006,0.5,.
ISNE_small_hydroelectric_1,2001,2.0,.
ISNE_small_hydroelectric_1,1969,2.0,.
ISNE_small_hydroelectric_1,2004,0.9,.
ISNE_small_hydroelectric_1,1995,3.2,.
ISNE_small_hydroelectric_1,1993,7.5,.
ISNE_small_hydroelectric_1,2009,2.7,.
ISNE_small_hydroelectric_1,2016,2.4,.
ISNE_small_hydroelectric_1,2013,6.3,.
ISNE_solar_photovoltaic_1,2024,222.3,.
ISNE_solar_photovoltaic_1,2023,167.3,.
ISNE_solar_photovoltaic_1,2022,207.2,.
ISNE_solar_photovoltaic_1,2021,463.0,.
ISNE_solar_photovoltaic_1,2025,100.0,.
MISC_biomass_1,2013,1.0,.
MISC_biomass_1,2012,4.3,.
MISC_biomass_1,2001,60.0,.
MISC_biomass_1,2017,6.4,.
MISC_biomass_1,2014,12.5,.
MISC_biomass_1,2011,3.0,.
MISC_biomass_1,2015,3.0,.
MISC_biomass_1,2021,1.3,.
MISC_conventional_hydroelectric_1,1967,50.8,.
MISC_conventional_hydroelectric_1,1953,62.0,.
MISC_conventional_hydroelectric_1,2016,87.9,.
MISC_conventional_hydroelectric_1,2017,75.9,.
MISC_conventional_steam_coal_1,2009,196.0,.
MISC_conventional_steam_coal_1,1986,534.6,.
MISC_conventional_steam_coal_1,1987,124.0,.
MISC_conventional_steam_coal_1,1994,31.0,.
MISC_conventional_steam_coal_1,1997,75.0,.
MISC_conventional_steam_coal_1,2005,105.0,.
MISC_conventional_steam_coal_1,2012,1630.0,.
MISC_conventional_steam_coal_1,1998,2.8,.
MISC_hydroelectric_pumped_storage_1,1963,440.0,6820
MISC_hydroelectric_pumped_storage_1,1984,31.0,480.5
MISC_natural_gas_fired_combined_cycle_1,1958,105.0,.
MISC_natural_gas_fired_combined_cycle_1,2001,581.0,.
MISC_natural_gas_fired_combined_cycle_1,2018,644.0,.
MISC_natural_gas_fired_combined_cycle_1,2003,439.6,.
MISC_natural_gas_fired_combined_cycle_1,1950,89.0,.
MISC_natural_gas_fired_combined_cycle_1,1999,284.6,.
MISC_natural_gas_fired_combined_cycle_1,2011,463.0,.
MISC_natural_gas_fired_combined_cycle_1,2000,486.0,.
MISC_natural_gas_fired_combined_cycle_1,2002,1588.9,.
MISC_natural_gas_fired_combined_cycle_1,2007,503.0,.
MISC_natural_gas_fired_combined_cycle_1,2004,50.0,.
MISC_natural_gas_fired_combustion_turbine_1,2002,1274.0,.
MISC_natural_gas_fired_combustion_turbine_1,2005,809.0,.
MISC_natural_gas_fired_combustion_turbine_1,2012,7.0,.
MISC_natural_gas_fired_combustion_turbine_1,2003,773.9,.
MISC_natural_gas_fired_combustion_turbine_1,2025,496.6,.
MISC_natural_gas_fired_combustion_turbine_1,2001,1892.0,.
MISC_natural_gas_fired_combustion_turbine_1,2016,45.0,.
MISC_natural_gas_fired_combustion_turbine_1,2007,13.0,.
MISC_natural_gas_fired_combustion_turbine_1,2015,27.6,.
MISC_natural_gas_fired_combustion_turbine_1,2017,98.5,.
MISC_natural_gas_fired_combustion_turbine_1,2021,68.4,.
MISC_natural_gas_fired_combustion_turbine_1,2022,17.2,.
MISC_natural_gas_internal_combustion_engine_1,1994,4.8,.
MISC_natural_gas_internal_combustion_engine_1,2006,8.3,.
MISC_natural_gas_internal_combustion_engine_1,1992,3.0,.
MISC_natural_gas_internal_combustion_engine_1,2001,2.0,.
MISC_natural_gas_internal_combustion_engine_1,1991,1.6,.
MISC_natural_gas_internal_combustion_engine_1,1993,0.8,.
MISC_natural_gas_internal_combustion_engine_1,2022,4.7,.
MISC_natural_gas_internal_combustion_engine_1,2011,2.0,.
MISC_natural_gas_internal_combustion_engine_1,2013,2.5,.
MISC_natural_gas_internal_combustion_engine_1,1999,3.2,.
MISC_natural_gas_internal_combustion_engine_1,2017,1.0,.
MISC_natural_gas_steam_turbine_1,2009,3.4,.
MISC_natural_gas_steam_turbine_1,1938,5.0,.
MISC_natural_gas_steam_turbine_1,2017,4.2,.
MISC_natural_gas_steam_turbine_1,2023,8.0,.
MISC_natural_gas_steam_turbine_1,2004,27.3,.
MISC_nuclear_1,1987,1078.0,.
MISC_nuclear_1,1984,1295.0,.
MISC_onshore_wind_turbine_1,2021,921.4,.
MISC_onshore_wind_turbine_1,2023,471.0,.
MISC_onshore_wind_turbine_1,2024,54.4,.
MISC_onshore_wind_turbine_1,2022,121.3,.
MISC_petroleum_liquids_1,2014,2.5,.
MISC_petroleum_liquids_1,2019,4.8,.
MISC_petroleum_liquids_1,2013,6.3,.
MISC_petroleum_liquids_1,2012,10.9,.
MISC_petroleum_liquids_1,2011,11.8,.
MISC_solar_photovoltaic_1,2021,545.5,.
MISC_solar_photovoltaic_1,2022,236.7,.
MISC_solar_photovoltaic_1,2024,1223.3,.
MISC_solar_photovoltaic_1,2025,1200.0,.
MISC_solar_photovoltaic_1,2023,448.1,.
MISE_biomass_1,2012,29.6,.
MISE_biomass_1,2011,6.4,.
MISE_biomass_1,2006,1.5,.
MISE_biomass_1,2009,1.5,.
MISE_biomass_1,2014,6.2,.
MISE_biomass_1,2018,2.4,.
MISE_biomass_1,2021,1.6,.
MISE_conventional_steam_coal_1,1990,61.4,.
MISE_hydroelectric_pumped_storage_1,1973,2047.0,31728.5
MISE_natural_gas_fired_combined_cycle_1,1990,1413.0,.
MISE_natural_gas_fired_combined_cycle_1,1989,618.0,.
MISE_natural_gas_fired_combined_cycle_1,1998,13.4,.
MISE_natural_gas_fired_combined_cycle_1,1975,11.5,.
MISE_natural_gas_fired_combined_cycle_1,1992,5.0,.
MISE_natural_gas_fired_combined_cycle_1,1986,11.5,.
MISE_natural_gas_fired_combined_cycle_1,2022,1385.1,.
MISE_natural_gas_fired_combined_cycle_1,1995,156.0,.
MISE_natural_gas_fired_combined_cycle_1,2002,1135.0,.
MISE_natural_gas_fired_combined_cycle_1,2004,1174.0,.
MISE_natural_gas_fired_combined_cycle_1,1999,0.9,.
MISE_natural_gas_fired_combined_cycle_1,1997,11.2,.
MISE_natural_gas_fired_combined_cycle_1,2013,100.2,.
MISE_natural_gas_fired_combined_cycle_1,2017,149.1,.
MISE_natural_gas_fired_combined_cycle_1,2019,33.7,.
MISE_natural_gas_fired_combined_cycle_1,2025,500.0,.
MISE_natural_gas_fired_combustion_turbine_1,2001,868.6,.
MISE_natural_gas_fired_combustion_turbine_1,2002,1593.9,.
MISE_natural_gas_fired_combustion_turbine_1,2006,14.3,.
MISE_natural_gas_fired_combustion_turbine_1,2016,451.6,.
MISE_natural_gas_fired_combustion_turbine_1,2013,3.7,.
MISE_natural_gas_fired_combustion_turbine_1,2018,6.8,.
MISE_natural_gas_fired_combustion_turbine_1,2022,57.1,.
MISE_natural_gas_internal_combustion_engine_1,1993,15.0,.
MISE_natural_gas_internal_combustion_engine_1,2022,27.0,.
MISE_natural_gas_internal_combustion_engine_1,2006,10.5,.
MISE_natural_gas_internal_combustion_engine_1,2002,2.0,.
MISE_natural_gas_internal_combustion_engine_1,1999,0.8,.
MISE_natural_gas_internal_combustion_engine_1,2021,5.0,.
MISE_natural_gas_internal_combustion_engine_1,2015,12.9,.
MISE_natural_gas_steam_turbine_1,2006,25.0,.
MISE_natural_gas_steam_turbine_1,1993,21.0,.
MISE_natural_gas_steam_turbine_1,1974,15.0,.
MISE_natural_gas_steam_turbine_1,1966,12.5,.
MISE_natural_gas_steam_turbine_1,1965,12.5,.
MISE_natural_gas_steam_turbine_1,2017,2.2,.
MISE_onshore_wind_turbine_1,2021,533.5,.
MISE_onshore_wind_turbine_1,2023,537.1,.
MISE_small_hydroelectric_1,1984,2.5,.
MISE_small_hydroelectric_1,1986,1.6,.
MISE_small_hydroelectric_1,1988,1.6,.
MISE_small_hydroelectric_1,1990,7.0,.
MISE_small_hydroelectric_1,2005,0.2,.
MISE_solar_photovoltaic_1,2021,120.8,.
MISE_solar_photovoltaic_1,2022,354.0,.
MISE_solar_photovoltaic_1,2023,212.5,.
MISE_solar_photovoltaic_1,2025,250.0,.
MISE_solar_photovoltaic_1,2024,40.0,.
MISS_biomass_1,2009,1.3,.
MISS_biomass_1,2017,0.8,.
MISS_biomass_1,2008,62.0,.
MISS_biomass_1,2014,46.5,.
MISS_conventional_hydroelectric_1,1955,75.0,.
MISS_conventional_hydroelectric_1,1965,52.0,.
MISS_conventional_hydroelectric_1,1969,80.0,.
MISS_conventional_hydroelectric_1,1988,42.4,.
MISS_conventional_hydroelectric_1,1999,35.0,.
MISS_conventional_hydroelectric_1,1990,192.0,.
MISS_conventional_hydroelectric_1,2024,45.0,.
MISS_natural_gas_fired_combined_cycle_1,2000,566.1,.
MISS_natural_gas_fired_combined_cycle_1,1961,121.1,.
MISS_natural_gas_fired_combined_cycle_1,1966,243.1,.
MISS_natural_gas_fired_combined_cycle_1,2014,957.3,.
MISS_natural_gas_fired_combined_cycle_1,1971,23.0,.
MISS_natural_gas_fired_combined_cycle_1,1965,15.0,.
MISS_natural_gas_fired_combined_cycle_1,1996,122.8,.
MISS_natural_gas_fired_combined_cycle_1,2012,167.0,.
MISS_natural_gas_fired_combined_cycle_1,1970,118.0,.
MISS_natural_gas_fired_combined_cycle_1,2023,924.0,.
MISS_natural_gas_fired_combined_cycle_1,2001,1784.6,.
MISS_natural_gas_fired_combined_cycle_1,1997,136.0,.
MISS_natural_gas_fired_combined_cycle_1,2002,5421.6,.
MISS_natural_gas_fired_combined_cycle_1,2011,185.6,.
MISS_natural_gas_fired_combined_cycle_1,2003,4164.0,.
MISS_natural_gas_fired_combined_cycle_1,2004,933.0,.
MISS_natural_gas_fired_combined_cycle_1,2024,97.8,.
MISS_natural_gas_fired_combined_cycle_1,2005,473.8,.
MISS_natural_gas_fired_combined_cycle_1,2006,227.5,.
MISS_natural_gas_fired_combined_cycle_1,2016,66.0,.
MISS_natural_gas_fired_combined_cycle_1,2021,1000.0,.
MISS_natural_gas_fired_combined_cycle_1,2019,1000.0,.
MISS_natural_gas_fired_combined_cycle_1,2026,1217.2,.
MISS_natural_gas_fired_combustion_turbine_1,2011,50.0,.
MISS_natural_gas_fired_combustion_turbine_1,2001,987.6,.
MISS_natural_gas_fired_combustion_turbine_1,2006,262.2,.
MISS_natural_gas_fired_combustion_turbine_1,2003,273.5,.
MISS_natural_gas_fired_combustion_turbine_1,2004,276.5,.
MISS_natural_gas_fired_combustion_turbine_1,2005,509.4,.
MISS_natural_gas_fired_combustion_turbine_1,2016,39.0,.
MISS_natural_gas_fired_combustion_turbine_1,2019,48.0,.
MISS_natural_gas_fired_combustion_turbine_1,2012,32.8,.
MISS_natural_gas_fired_combustion_turbine_1,2002,704.4,.
MISS_natural_gas_fired_combustion_turbine_1,2007,49.0,.
MISS_natural_gas_fired_combustion_turbine_1,2018,8.2,.
MISS_natural_gas_internal_combustion_engine_1,2016,60.2,.
MISS_natural_gas_internal_combustion_engine_1,2011,17.0,.
MISS_natural_gas_internal_combustion_engine_1,2021,4.4,.
MISS_natural_gas_internal_combustion_engine_1,2019,1.2,.
MISS_natural_gas_steam_turbine_1,2005,7.2,.
MISS_natural_gas_steam_turbine_1,2003,2.3,.
MISS_natural_gas_steam_turbine_1,2006,20.5,.
MISS_nuclear_1,1985,2605.0,.
MISS_nuclear_1,1986,967.0,.
MISS_nuclear_1,1974,852.0,.
MISS_nuclear_1,1980,1002.0,.
MISS_small_hydroelectric_1,1993,17.0,.
MISS_small_hydroelectric_1,1989,8.0,.
MISS_small_hydroelectric_1,2025,8.8,.
MISS_small_hydroelectric_1,2024,2.8,.
MISS_solar_photovoltaic_1,2022,250.0,.
MISS_solar_photovoltaic_1,2023,899.0,.
MISS_solar_photovoltaic_1,2021,4.2,.
MISS_solar_photovoltaic_1,2024,681.0,.
MISW_biomass_1,2015,42.8,.
MISW_biomass_1,2011,32.5,.
MISW_biomass_1,2001,15.0,.
MISW_biomass_1,1997,41.5,.
MISW_biomass_1,1976,17.5,.
MISW_biomass_1,2014,4.8,.
MISW_biomass_1,2013,69.4,.
MISW_biomass_1,2003,25.3,.
MISW_biomass_1,2009,20.3,.
MISW_biomass_1,2012,4.0,.
MISW_biomass_1,2008,0.3,.
MISW_conventional_hydroelectric_1,1963,1.2,.
MISW_conventional_hydroelectric_1,2024,4.0,.
MISW_conventional_hydroelectric_1,1971,0.3,.
MISW_conventional_hydroelectric_1,1984,6.2,.
MISW_conventional_hydroelectric_1,1977,0.6,.
MISW_conventional_hydroelectric_1,2021,55.0,.
MISW_conventional_steam_coal_1,1997,3.2,.
MISW_conventional_steam_coal_1,2007,818.9,.
MISW_conventional_steam_coal_1,2000,123.8,.
MISW_conventional_steam_coal_1,1969,25.1,.
MISW_conventional_steam_coal_1,1996,6.4,.
MISW_conventional_steam_coal_1,1985,19.5,.
MISW_conventional_steam_coal_1,1965,10.0,.
MISW_conventional_steam_coal_1,2008,558.5,.
MISW_conventional_steam_coal_1,1987,26.2,.
MISW_conventional_steam_coal_1,2009,180.0,.
MISW_conventional_steam_coal_1,1988,131.9,.
MISW_conventional_steam_coal_1,1995,31.0,.
MISW_conventional_steam_coal_1,1990,20.8,.
MISW_conventional_steam_coal_1,2010,637.8,.
MISW_conventional_steam_coal_1,2011,636.0,.
MISW_natural_gas_fired_combined_cycle_1,2002,234.0,.
MISW_natural_gas_fired_combined_cycle_1,1954,117.0,.
MISW_natural_gas_fired_combined_cycle_1,2008,1285.0,.
MISW_natural_gas_fired_combined_cycle_1,1987,158.0,.
MISW_natural_gas_fired_combined_cycle_1,2009,342.0,.
MISW_natural_gas_fired_combined_cycle_1,2005,1435.2,.
MISW_natural_gas_fired_combined_cycle_1,1994,51.0,.
MISW_natural_gas_fired_combined_cycle_1,2004,1385.6,.
MISW_natural_gas_fired_combined_cycle_1,2003,370.0,.
MISW_natural_gas_fired_combined_cycle_1,1997,538.0,.
MISW_natural_gas_fired_combined_cycle_1,2006,710.1,.
MISW_natural_gas_fired_combined_cycle_1,2019,259.9,.
MISW_natural_gas_fired_combined_cycle_1,2007,108.0,.
MISW_natural_gas_fired_combined_cycle_1,2017,694.8,.
MISW_natural_gas_fired_combustion_turbine_1,2004,149.0,.
MISW_natural_gas_fired_combustion_turbine_1,2018,228.0,.
MISW_natural_gas_fired_combustion_turbine_1,2007,190.0,.
MISW_natural_gas_fired_combustion_turbine_1,2009,200.0,.
MISW_natural_gas_fired_combustion_turbine_1,2003,197.1,.
MISW_natural_gas_fired_combustion_turbine_1,2014,101.0,.
MISW_natural_gas_fired_combustion_turbine_1,2023,101.0,.
MISW_natural_gas_fired_combustion_turbine_1,2002,178.5,.
MISW_natural_gas_fired_combustion_turbine_1,2001,1543.1,.
MISW_natural_gas_fired_combustion_turbine_1,2005,869.0,.
MISW_natural_gas_fired_combustion_turbine_1,2016,41.0,.
MISW_natural_gas_fired_combustion_turbine_1,2013,4.6,.
MISW_natural_gas_fired_combustion_turbine_1,2008,362.0,.
MISW_natural_gas_fired_combustion_turbine_1,2011,60.2,.
MISW_natural_gas_fired_combustion_turbine_1,2006,3.0,.
MISW_natural_gas_fired_combustion_turbine_1,2017,22.0,.
MISW_natural_gas_internal_combustion_engine_1,2003,2.4,.
MISW_natural_gas_internal_combustion_engine_1,2004,6.0,.
MISW_natural_gas_internal_combustion_engine_1,2021,55.2,.
MISW_natural_gas_internal_combustion_engine_1,2014,34.0,.
MISW_natural_gas_internal_combustion_engine_1,2013,9.3,.
MISW_natural_gas_internal_combustion_engine_1,2019,209.7,.
MISW_natural_gas_internal_combustion_engine_1,2001,9.7,.
MISW_natural_gas_internal_combustion_engine_1,2016,18.2,.
MISW_natural_gas_internal_combustion_engine_1,1998,1.0,.
MISW_natural_gas_internal_combustion_engine_1,2010,2.8,.
MISW_natural_gas_internal_combustion_engine_1,2018,85.3,.
MISW_natural_gas_internal_combustion_engine_1,2017,96.6,.
MISW_natural_gas_internal_combustion_engine_1,2000,3.0,.
MISW_natural_gas_internal_combustion_engine_1,2023,131.6,.
MISW_natural_gas_steam_turbine_1,2005,16.1,.
MISW_natural_gas_steam_turbine_1,2022,15.8,.
MISW_natural_gas_steam_turbine_1,2002,7.0,.
MISW_natural_gas_steam_turbine_1,2014,93.1,.
MISW_natural_gas_steam_turbine_1,2019,4.9,.
MISW_natural_gas_steam_turbine_1,2018,10.0,.
MISW_nuclear_1,1971,646.0,.
MISW_nuclear_1,1974,1092.0,.
MISW_nuclear_1,1972,605.0,.
MISW_onshore_wind_turbine_1,2021,945.5,.
MISW_onshore_wind_turbine_1,2022,1348.1,.
MISW_onshore_wind_turbine_1,2025,252.0,.
MISW_onshore_wind_turbine_1,2023,927.0,.
MISW_petroleum_liquids_1,2018,4.2,.
MISW_petroleum_liquids_1,2021,26.8,.
MISW_petroleum_liquids_1,2012,27.5,.
MISW_petroleum_liquids_1,2013,46.1,.
MISW_petroleum_liquids_1,2022,19.1,.
MISW_petroleum_liquids_1,2011,24.4,.
MISW_petroleum_liquids_1,2016,2.3,.
MISW_petroleum_liquids_1,2023,1.8,.
MISW_petroleum_liquids_1,2015,11.2,.
MISW_petroleum_liquids_1,2014,1.9,.
MISW_petroleum_liquids_1,2019,0.6,.
MISW_small_hydroelectric_1,1963,15.9,.
MISW_small_hydroelectric_1,1953,12.4,.
MISW_small_hydroelectric_1,1954,5.7,.
MISW_small_hydroelectric_1,1988,52.8,.
MISW_small_hydroelectric_1,1986,4.1,.
MISW_small_hydroelectric_1,1951,37.2,.
MISW_small_hydroelectric_1,1952,5.2,.
MISW_small_hydroelectric_1,1979,1.3,.
MISW_small_hydroelectric_1,1955,4.3,.
MISW_small_hydroelectric_1,1984,5.0,.
MISW_small_hydroelectric_1,2013,0.5,.
MISW_small_hydroelectric_1,1993,1.0,.
MISW_small_hydroelectric_1,1983,0.3,.
MISW_small_hydroelectric_1,1971,2.9,.
MISW_small_hydroelectric_1,1973,0.2,.
MISW_small_hydroelectric_1,1958,2.4,.
MISW_small_hydroelectric_1,1967,0.4,.
MISW_small_hydroelectric_1,1980,2.6,.
MISW_small_hydroelectric_1,2014,8.0,.
MISW_small_hydroelectric_1,1985,9.3,.
MISW_small_hydroelectric_1,1966,0.4,.
MISW_small_hydroelectric_1,1968,0.4,.
MISW_small_hydroelectric_1,1978,1.0,.
MISW_small_hydroelectric_1,1992,4.0,.
MISW_small_hydroelectric_1,2011,9.6,.
MISW_small_hydroelectric_1,2016,9.2,.
MISW_solar_photovoltaic_1,2021,477.5,.
MISW_solar_photovoltaic_1,2022,389.9,.
MISW_solar_photovoltaic_1,2023,842.4,.
MISW_solar_photovoltaic_1,2024,183.5,.
NWPP_biomass_1,2009,69.0,.
NWPP_biomass_1,1985,22.5,.
NWPP_biomass_1,2012,12.6,.
NWPP_biomass_1,2003,18.0,.
NWPP_biomass_1,2007,52.6,.
NWPP_biomass_1,2014,6.4,.
NWPP_biomass_1,2011,23.0,.
NWPP_biomass_1,2022,12.0,.
NWPP_biomass_1,2013,8.5,.
NWPP_biomass_1,2015,1.6,.
NWPP_biomass_1,2006,6.3,.
NWPP_biomass_1,2023,1.6,.
NWPP_conventional_hydroelectric_1,1953,911.6,.
NWPP_conventional_hydroelectric_1,1952,556.0,.
NWPP_conventional_hydroelectric_1,1980,808.5,.
NWPP_conventional_hydroelectric_1,1975,1675.0,.
NWPP_conventional_hydroelectric_1,1974,479.8,.
NWPP_conventional_hydroelectric_1,1955,894.8,.
NWPP_conventional_hydroelectric_1,1958,1337.4,.
NWPP_conventional_hydroelectric_1,2021,11.7,.
NWPP_conventional_hydroelectric_1,2022,11.7,.
NWPP_conventional_hydroelectric_1,1954,517.5,.
NWPP_conventional_hydroelectric_1,2013,232.6,.
NWPP_conventional_hydroelectric_1,1959,1096.3,.
NWPP_conventional_hydroelectric_1,1960,981.8,.
NWPP_conventional_hydroelectric_1,1977,476.2,.
NWPP_conventional_hydroelectric_1,1966,278.1,.
NWPP_conventional_hydroelectric_1,1967,1752.5,.
NWPP_conventional_hydroelectric_1,1961,1144.2,.
NWPP_conventional_hydroelectric_1,2023,18.0,.
NWPP_conventional_hydroelectric_1,1957,732.1,.
NWPP_conventional_hydroelectric_1,1964,353.0,.
NWPP_conventional_hydroelectric_1,1963,223.0,.
NWPP_conventional_hydroelectric_1,1982,345.9,.
NWPP_conventional_hydroelectric_1,1981,212.6,.
NWPP_conventional_hydroelectric_1,1968,929.3,.
NWPP_conventional_hydroelectric_1,1969,1162.6,.
NWPP_conventional_hydroelectric_1,1970,760.3,.
NWPP_conventional_hydroelectric_1,1971,540.0,.
NWPP_conventional_hydroelectric_1,1956,625.6,.
NWPP_conventional_hydroelectric_1,1994,90.0,.
NWPP_conventional_hydroelectric_1,1973,947.8,.
NWPP_conventional_hydroelectric_1,2014,122.0,.
NWPP_conventional_hydroelectric_1,2012,244.0,.
NWPP_conventional_hydroelectric_1,2017,122.0,.
NWPP_conventional_hydroelectric_1,2016,122.0,.
NWPP_conventional_hydroelectric_1,2011,122.0,.
NWPP_conventional_hydroelectric_1,2018,122.0,.
NWPP_conventional_hydroelectric_1,2015,122.0,.
NWPP_conventional_hydroelectric_1,1983,41.0,.
NWPP_conventional_hydroelectric_1,1978,2163.0,.
NWPP_conventional_hydroelectric_1,1979,1758.0,.
NWPP_conventional_hydroelectric_1,1962,238.0,.
NWPP_conventional_hydroelectric_1,1976,1677.0,.
NWPP_conventional_hydroelectric_1,1951,482.0,.
NWPP_conventional_hydroelectric_1,1984,209.0,.
NWPP_conventional_hydroelectric_1,1985,324.0,.
NWPP_conventional_hydroelectric_1,1986,232.0,.
NWPP_conventional_hydroelectric_1,1990,36.0,.
NWPP_conventional_hydroelectric_1,1989,2.1,.
NWPP_conventional_steam_coal_1,1986,740.0,.
NWPP_conventional_steam_coal_1,1990,40.5,.
NWPP_conventional_steam_coal_1,2006,107.0,.
NWPP_conventional_steam_coal_1,2011,1.5,.
NWPP_hydroelectric_pumped_storage_1,1983,160.5,2487.75
NWPP_hydroelectric_pumped_storage_1,1984,53.5,829.25
NWPP_hydroelectric_pumped_storage_1,1973,100.0,1550
NWPP_natural_gas_fired_combined_cycle_1,1995,270.9,.
NWPP_natural_gas_fired_combined_cycle_1,1997,248.0,.
NWPP_natural_gas_fired_combined_cycle_1,1993,319.8,.
NWPP_natural_gas_fired_combined_cycle_1,2003,831.0,.
NWPP_natural_gas_fired_combined_cycle_1,2008,1028.0,.
NWPP_natural_gas_fired_combined_cycle_1,1994,286.0,.
NWPP_natural_gas_fired_combined_cycle_1,1996,486.0,.
NWPP_natural_gas_fired_combined_cycle_1,2012,10.5,.
NWPP_natural_gas_fired_combined_cycle_1,2001,840.0,.
NWPP_natural_gas_fired_combined_cycle_1,2002,913.0,.
NWPP_natural_gas_fired_combined_cycle_1,2004,304.6,.
NWPP_natural_gas_fired_combined_cycle_1,2007,406.4,.
NWPP_natural_gas_fired_combined_cycle_1,2010,6.5,.
NWPP_natural_gas_fired_combined_cycle_1,2016,470.5,.
NWPP_natural_gas_fired_combustion_turbine_1,2002,123.2,.
NWPP_natural_gas_fired_combustion_turbine_1,2001,144.0,.
NWPP_natural_gas_fired_combustion_turbine_1,2011,144.3,.
NWPP_natural_gas_internal_combustion_engine_1,2002,24.6,.
NWPP_natural_gas_internal_combustion_engine_1,2006,54.0,.
NWPP_natural_gas_internal_combustion_engine_1,2005,2.0,.
NWPP_natural_gas_internal_combustion_engine_1,2014,205.7,.
NWPP_natural_gas_internal_combustion_engine_1,2015,18.7,.
NWPP_onshore_wind_turbine_1,2024,80.0,.
NWPP_onshore_wind_turbine_1,2021,239.8,.
NWPP_onshore_wind_turbine_1,2022,209.3,.
NWPP_onshore_wind_turbine_1,2025,220.0,.
NWPP_small_hydroelectric_1,1962,48.8,.
NWPP_small_hydroelectric_1,1995,16.8,.
NWPP_small_hydroelectric_1,1985,22.8,.
NWPP_small_hydroelectric_1,2019,3.4,.
NWPP_small_hydroelectric_1,1953,17.9,.
NWPP_small_hydroelectric_1,1957,2.8,.
NWPP_small_hydroelectric_1,1952,45.9,.
NWPP_small_hydroelectric_1,1951,18.0,.
NWPP_small_hydroelectric_1,1954,21.0,.
NWPP_small_hydroelectric_1,1964,52.0,.
NWPP_small_hydroelectric_1,1955,21.0,.
NWPP_small_hydroelectric_1,2013,8.1,.
NWPP_small_hydroelectric_1,2006,14.2,.
NWPP_small_hydroelectric_1,1982,63.8,.
NWPP_small_hydroelectric_1,1960,17.2,.
NWPP_small_hydroelectric_1,1956,12.0,.
NWPP_small_hydroelectric_1,1958,12.9,.
NWPP_small_hydroelectric_1,1968,20.0,.
NWPP_small_hydroelectric_1,1990,28.1,.
NWPP_small_hydroelectric_1,1994,27.2,.
NWPP_small_hydroelectric_1,1991,5.0,.
NWPP_small_hydroelectric_1,1997,9.0,.
NWPP_small_hydroelectric_1,1992,15.0,.
NWPP_small_hydroelectric_1,2015,5.6,.
NWPP_small_hydroelectric_1,1987,33.0,.
NWPP_small_hydroelectric_1,1989,39.9,.
NWPP_small_hydroelectric_1,1986,11.7,.
NWPP_small_hydroelectric_1,1993,6.4,.
NWPP_small_hydroelectric_1,1984,14.8,.
NWPP_small_hydroelectric_1,1988,3.0,.
NWPP_small_hydroelectric_1,2004,7.5,.
NWPP_small_hydroelectric_1,1983,2.2,.
NWPP_small_hydroelectric_1,2010,1.1,.
NWPP_small_hydroelectric_1,2011,20.9,.
NWPP_small_hydroelectric_1,2012,1.1,.
NWPP_small_hydroelectric_1,2014,7.5,.
