GENERATION_PROJECT,build_year,build_gen_predetermined,gen_predetermined_storage_energy_mwh
NWPP_small_hydroelectric_1,2018,13.1,.
NWPP_solar_photovoltaic_1,2022,230.1,.
NWPP_solar_photovoltaic_1,2021,155.1,.
NWPP_solar_photovoltaic_1,2023,527.8,.
NWPP_solar_photovoltaic_1,2024,102.9,.
NYCW_natural_gas_fired_combined_cycle_1,2003,246.9,.
NYCW_natural_gas_fired_combined_cycle_1,1994,261.9,.
NYCW_natural_gas_fired_combined_cycle_1,1992,815.6,.
NYCW_natural_gas_fired_combined_cycle_1,2002,163.9,.
NYCW_natural_gas_fired_combined_cycle_1,2005,742.1,.
NYCW_natural_gas_fired_combined_cycle_1,1995,25.6,.
NYCW_natural_gas_fired_combined_cycle_1,2010,11.0,.
NYCW_natural_gas_fired_combined_cycle_1,1996,296.0,.
NYCW_natural_gas_fired_combined_cycle_1,2006,644.0,.
NYCW_natural_gas_fired_combined_cycle_1,2009,365.2,.
NYCW_natural_gas_fired_combined_cycle_1,2011,612.0,.
NYCW_natural_gas_fired_combustion_turbine_1,2005,392.4,.
NYCW_natural_gas_fired_combustion_turbine_1,2002,397.7,.
NYCW_natural_gas_fired_combustion_turbine_1,2004,109.0,.
NYCW_natural_gas_fired_combustion_turbine_1,2001,458.5,.
NYCW_natural_gas_fired_combustion_turbine_1,2011,25.2,.
NYCW_natural_gas_fired_combustion_turbine_1,2012,497.3,.
NYCW_natural_gas_fired_combustion_turbine_1,2018,129.9,.
NYCW_natural_gas_fired_combustion_turbine_1,2010,4.6,.
NYCW_natural_gas_fired_combustion_turbine_1,2009,7.7,.
NYCW_natural_gas_fired_combustion_turbine_1,2016,7.5,.
NYCW_natural_gas_internal_combustion_engine_1,2008,0.5,.
NYCW_natural_gas_internal_combustion_engine_1,1991,2.1,.
NYCW_natural_gas_internal_combustion_engine_1,1995,1.5,.
NYCW_natural_gas_internal_combustion_engine_1,1994,5.2,.
NYCW_natural_gas_internal_combustion_engine_1,2023,2.6,.
NYCW_natural_gas_internal_combustion_engine_1,2010,6.0,.
NYCW_natural_gas_internal_combustion_engine_1,2007,14.6,.
NYCW_natural_gas_internal_combustion_engine_1,2004,2.6,.
NYCW_natural_gas_internal_combustion_engine_1,2013,1.8,.
NYCW_natural_gas_internal_combustion_engine_1,2002,0.2,.
NYCW_petroleum_liquids_1,2011,11.1,.
NYCW_petroleum_liquids_1,2023,2.5,.
NYCW_petroleum_liquids_1,2016,10.4,.
NYCW_petroleum_liquids_1,2017,4.5,.
NYCW_petroleum_liquids_1,2014,1.4,.
NYCW_petroleum_liquids_1,2019,1.9,.
NYCW_petroleum_liquids_1,2022,0.4,.
NYCW_petroleum_liquids_1,2012,7.7,.
NYCW_petroleum_liquids_1,2015,1.1,.
NYCW_petroleum_liquids_1,2018,8.8,.
NYCW_solar_photovoltaic_1,2021,3.0,.
NYCW_solar_photovoltaic_1,2022,23.9,.
NYUP_biomass_1,2012,6.4,.
NYUP_biomass_1,2013,6.4,.
NYUP_biomass_1,2016,1.6,.
NYUP_biomass_1,2011,4.4,.
NYUP_biomass_1,2024,20.1,.
NYUP_conventional_hydroelectric_1,2009,8.0,.
NYUP_conventional_hydroelectric_1,1952,37.5,.
NYUP_conventional_hydroelectric_1,2013,2.5,.
NYUP_conventional_hydroelectric_1,1960,8.5,.
NYUP_conventional_hydroelectric_1,1961,1685.7,.
NYUP_conventional_hydroelectric_1,1962,749.2,.
NYUP_conventional_hydroelectric_1,1959,354.2,.
NYUP_conventional_hydroelectric_1,1958,455.4,.
NYUP_conventional_hydroelectric_1,1987,0.3,.
NYUP_conventional_hydroelectric_1,1984,0.3,.
NYUP_conventional_hydroelectric_1,1999,32.6,.
NYUP_conventional_hydroelectric_1,1986,55.0,.
NYUP_conventional_hydroelectric_1,1985,4.6,.
NYUP_conventional_hydroelectric_1,1995,44.0,.
NYUP_conventional_hydroelectric_1,1994,1.0,.
NYUP_hydroelectric_pumped_storage_1,1973,1165.1,18059.05
NYUP_hydroelectric_pumped_storage_1,1961,60.0,930
NYUP_hydroelectric_pumped_storage_1,1962,180.0,2790
NYUP_natural_gas_fired_combined_cycle_1,2005,924.7,.
NYUP_natural_gas_fired_combined_cycle_1,1994,2088.0,.
NYUP_natural_gas_fired_combined_cycle_1,1992,561.7,.
NYUP_natural_gas_fired_combined_cycle_1,1997,1.4,.
NYUP_natural_gas_fired_combined_cycle_1,1990,2.2,.
NYUP_natural_gas_fired_combined_cycle_1,1991,209.5,.
NYUP_natural_gas_fired_combined_cycle_1,1998,1.5,.
NYUP_natural_gas_fired_combined_cycle_1,1995,226.7,.
NYUP_natural_gas_fired_combined_cycle_1,2009,29.0,.
NYUP_natural_gas_fired_combined_cycle_1,1993,167.9,.
NYUP_natural_gas_fired_combined_cycle_1,2004,921.5,.
NYUP_natural_gas_fired_combined_cycle_1,2003,265.7,.
NYUP_natural_gas_fired_combined_cycle_1,2010,675.7,.
NYUP_natural_gas_fired_combined_cycle_1,2018,741.1,.
NYUP_natural_gas_fired_combustion_turbine_1,2001,47.0,.
NYUP_natural_gas_fired_combustion_turbine_1,2015,0.5,.
NYUP_natural_gas_internal_combustion_engine_1,1996,1.6,.
NYUP_natural_gas_internal_combustion_engine_1,2000,0.7,.
NYUP_natural_gas_internal_combustion_engine_1,2004,10.2,.
NYUP_natural_gas_internal_combustion_engine_1,2005,1.4,.
NYUP_natural_gas_internal_combustion_engine_1,2012,0.2,.
NYUP_natural_gas_internal_combustion_engine_1,2010,0.8,.
NYUP_natural_gas_internal_combustion_engine_1,2009,3.6,.
NYUP_natural_gas_steam_turbine_1,2005,24.2,.
NYUP_nuclear_1,1987,1301.1,.
NYUP_nuclear_1,1976,854.5,.
NYUP_onshore_wind_turbine_1,2021,203.7,.
NYUP_onshore_wind_turbine_1,2023,556.5,.
NYUP_onshore_wind_turbine_1,2024,12.0,.
NYUP_onshore_wind_turbine_1,2026,290.7,.
NYUP_onshore_wind_turbine_1,2025,340.0,.
NYUP_petroleum_liquids_1,2017,6.5,.
NYUP_petroleum_liquids_1,2012,2.7,.
NYUP_petroleum_liquids_1,2019,1.5,.
NYUP_petroleum_liquids_1,2013,1.6,.
NYUP_petroleum_liquids_1,2018,0.1,.
NYUP_petroleum_liquids_1,2016,5.5,.
NYUP_petroleum_liquids_1,2015,11.2,.
NYUP_petroleum_liquids_1,2022,2.3,.
NYUP_petroleum_liquids_1,2021,1.0,.
NYUP_small_hydroelectric_1,1982,5.4,.
NYUP_small_hydroelectric_1,1986,15.7,.
NYUP_small_hydroelectric_1,1983,30.0,.
NYUP_small_hydroelectric_1,1991,28.4,.
NYUP_small_hydroelectric_1,1953,27.0,.
NYUP_small_hydroelectric_1,1956,48.8,.
NYUP_small_hydroelectric_1,1985,26.4,.
NYUP_small_hydroelectric_1,1966,15.8,.
NYUP_small_hydroelectric_1,1957,43.0,.
NYUP_small_hydroelectric_1,1955,24.0,.
NYUP_small_hydroelectric_1,2003,6.4,.
NYUP_small_hydroelectric_1,2008,0.8,.
NYUP_small_hydroelectric_1,1959,19.1,.
NYUP_small_hydroelectric_1,1994,14.0,.
NYUP_small_hydroelectric_1,1954,20.0,.
NYUP_small_hydroelectric_1,2013,0.8,.
NYUP_small_hydroelectric_1,2019,1.2,.
NYUP_small_hydroelectric_1,1952,3.0,.
NYUP_small_hydroelectric_1,1984,26.0,.
NYUP_small_hydroelectric_1,1987,55.4,.
NYUP_small_hydroelectric_1,1990,20.5,.
NYUP_small_hydroelectric_1,1988,16.4,.
NYUP_small_hydroelectric_1,1989,2.2,.
NYUP_small_hydroelectric_1,1981,1.8,.
NYUP_small_hydroelectric_1,1958,0.7,.
NYUP_small_hydroelectric_1,1992,3.0,.
NYUP_small_hydroelectric_1,1980,5.9,.
NYUP_small_hydroelectric_1,1993,3.4,.
NYUP_small_hydroelectric_1,1979,1.0,.
NYUP_small_hydroelectric_1,1963,1.2,.
NYUP_small_hydroelectric_1,1974,1.2,.
NYUP_small_hydroelectric_1,1971,0.9,.
NYUP_small_hydroelectric_1,1965,2.8,.
NYUP_small_hydroelectric_1,2002,1.6,.
NYUP_small_hydroelectric_1,2012,6.0,.
NYUP_small_hydroelectric_1,2011,4.0,.
NYUP_solar_photovoltaic_1,2021,296.0,.
NYUP_solar_photovoltaic_1,2022,236.0,.
NYUP_solar_photovoltaic_1,2023,331.6,.
NYUP_solar_photovoltaic_1,2024,95.0,.
NYUP_solar_photovoltaic_1,2025,180.0,.
PJMC_biomass_1,2011,9.6,.
PJMC_biomass_1,2010,3.0,.
PJMC_conventional_hydroelectric_1,2025,10.4,.
PJMC_natural_gas_fired_combined_cycle_1,2002,1260.0,.
PJMC_natural_gas_fired_combined_cycle_1,2015,612.0,.
PJMC_natural_gas_fired_combined_cycle_1,2001,601.2,.
PJMC_natural_gas_fired_combined_cycle_1,1998,133.0,.
PJMC_natural_gas_fired_combined_cycle_1,2000,62.0,.
PJMC_natural_gas_fired_combined_cycle_1,2022,1116.0,.
PJMC_natural_gas_fired_combined_cycle_1,2023,1250.0,.
PJMC_natural_gas_fired_combustion_turbine_1,2002,2858.8,.
PJMC_natural_gas_fired_combustion_turbine_1,2001,2935.2,.
PJMC_natural_gas_fired_combustion_turbine_1,2003,189.5,.
PJMC_natural_gas_fired_combustion_turbine_1,2005,17.7,.
PJMC_natural_gas_fired_combustion_turbine_1,2023,314.0,.
PJMC_natural_gas_fired_combustion_turbine_1,2016,7.1,.
PJMC_natural_gas_internal_combustion_engine_1,1993,14.2,.
PJMC_natural_gas_internal_combustion_engine_1,2000,9.0,.
PJMC_natural_gas_internal_combustion_engine_1,2002,16.5,.
PJMC_natural_gas_internal_combustion_engine_1,1992,18.9,.
PJMC_natural_gas_internal_combustion_engine_1,1995,4.0,.
PJMC_natural_gas_internal_combustion_engine_1,1996,9.4,.
PJMC_natural_gas_internal_combustion_engine_1,2005,29.0,.
PJMC_natural_gas_internal_combustion_engine_1,1998,1.6,.
PJMC_natural_gas_internal_combustion_engine_1,2015,0.3,.
PJMC_natural_gas_internal_combustion_engine_1,2003,1.7,.
PJMC_nuclear_1,1972,1819.0,.
PJMC_nuclear_1,1988,2384.0,.
PJMC_nuclear_1,1984,2313.0,.
PJMC_onshore_wind_turbine_1,2021,93.0,.
PJMC_onshore_wind_turbine_1,2023,368.1,.
PJMC_petroleum_liquids_1,2011,23.3,.
PJMC_petroleum_liquids_1,2014,5.4,.
PJMC_petroleum_liquids_1,2016,5.4,.
PJMC_small_hydroelectric_1,1996,6.8,.
PJMC_small_hydroelectric_1,1988,2.0,.
PJMC_small_hydroelectric_1,1999,6.0,.
PJMC_small_hydroelectric_1,2001,6.0,.
PJMC_small_hydroelectric_1,1991,1.2,.
PJMC_solar_photovoltaic_1,2022,19.4,.
PJMC_solar_photovoltaic_1,2021,67.9,.
PJMC_solar_photovoltaic_1,2023,130.7,.
PJMC_solar_photovoltaic_1,2024,35.0,.
PJMD_biomass_1,2013,131.5,.
PJMD_biomass_1,1980,32.5,.
PJMD_biomass_1,1989,32.5,.
PJMD_biomass_1,1951,10.5,.
PJMD_biomass_1,2011,3.3,.
PJMD_biomass_1,2012,7.8,.
PJMD_conventional_hydroelectric_1,1963,220.0,.
PJMD_conventional_hydroelectric_1,1955,95.0,.
PJMD_conventional_hydroelectric_1,1952,60.6,.
PJMD_conventional_hydroelectric_1,1953,234.0,.
PJMD_conventional_hydroelectric_1,2008,2.0,.
PJMD_conventional_hydroelectric_1,1983,1.5,.
PJMD_conventional_steam_coal_1,1995,443.0,.
PJMD_conventional_steam_coal_1,1996,438.0,.
PJMD_conventional_steam_coal_1,2013,82.4,.
PJMD_conventional_steam_coal_1,1980,32.5,.
PJMD_conventional_steam_coal_1,1989,32.5,.
PJMD_conventional_steam_coal_1,1951,10.5,.
PJMD_hydroelectric_pumped_storage_1,1985,3003.0,46546.5
PJMD_natural_gas_fired_combined_cycle_1,1992,612.0,.
PJMD_natural_gas_fired_combined_cycle_1,2003,615.0,.
PJMD_natural_gas_fired_combined_cycle_1,1991,376.0,.
PJMD_natural_gas_fired_combined_cycle_1,1994,268.0,.
PJMD_natural_gas_fired_combined_cycle_1,2004,1015.2,.
PJMD_natural_gas_fired_combined_cycle_1,2011,654.0,.
PJMD_natural_gas_fired_combined_cycle_1,2016,1466.2,.
PJMD_natural_gas_fired_combined_cycle_1,2017,770.0,.
PJMD_natural_gas_fired_combined_cycle_1,2018,1710.0,.
PJMD_natural_gas_fired_combustion_turbine_1,2004,576.0,.
PJMD_natural_gas_fired_combustion_turbine_1,2003,555.0,.
PJMD_natural_gas_fired_combustion_turbine_1,2001,554.0,.
PJMD_natural_gas_fired_combustion_turbine_1,2008,366.0,.
PJMD_natural_gas_fired_combustion_turbine_1,2009,183.0,.
PJMD_natural_gas_fired_combustion_turbine_1,2018,376.0,.
PJMD_natural_gas_internal_combustion_engine_1,2016,0.3,.
PJMD_natural_gas_internal_combustion_engine_1,2023,2.0,.
PJMD_natural_gas_steam_turbine_1,2021,2.4,.
PJMD_nuclear_1,1972,875.0,.
PJMD_nuclear_1,1973,875.0,.
PJMD_nuclear_1,1978,982.0,.
PJMD_nuclear_1,1980,976.0,.
PJMD_small_hydroelectric_1,1987,1.0,.
PJMD_small_hydroelectric_1,1993,2.9,.
PJMD_small_hydroelectric_1,1986,2.5,.
PJMD_small_hydroelectric_1,1990,4.5,.
PJMD_solar_photovoltaic_1,2022,627.1,.
PJMD_solar_photovoltaic_1,2021,776.8,.
PJMD_solar_photovoltaic_1,2023,824.7,.
PJMD_solar_photovoltaic_1,2024,130.0,.
PJMD_solar_photovoltaic_1,2026,90.0,.
PJME_biomass_1,2014,2.0,.
PJME_biomass_1,2022,1.3,.
PJME_biomass_1,2013,19.0,.
PJME_biomass_1,2012,20.6,.
PJME_biomass_1,2011,12.3,.
PJME_biomass_1,2015,12.0,.
PJME_biomass_1,2009,1.4,.
PJME_biomass_1,2021,2.0,.
PJME_biomass_1,2016,1.6,.
PJME_conventional_hydroelectric_1,1964,260.0,.
PJME_conventional_hydroelectric_1,2011,2.4,.
PJME_conventional_hydroelectric_1,2013,129.2,.
PJME_conventional_hydroelectric_1,1985,112.5,.
PJME_conventional_hydroelectric_1,1986,75.0,.
PJME_conventional_steam_coal_1,1991,638.0,.
PJME_conventional_steam_coal_1,2004,521.0,.
PJME_conventional_steam_coal_1,1988,80.0,.
PJME_conventional_steam_coal_1,1990,176.0,.
PJME_conventional_steam_coal_1,1994,31.2,.
PJME_conventional_steam_coal_1,1989,36.1,.
PJME_conventional_steam_coal_1,1962,8.7,.
PJME_conventional_steam_coal_1,1948,9.0,.
PJME_conventional_steam_coal_1,1987,30.0,.
PJME_conventional_steam_coal_1,1992,83.0,.
PJME_conventional_steam_coal_1,1995,112.0,.
PJME_conventional_steam_coal_1,1993,86.0,.
PJME_hydroelectric_pumped_storage_1,1967,802.0,12431
PJME_hydroelectric_pumped_storage_1,1968,268.0,4154
PJME_hydroelectric_pumped_storage_1,1965,420.0,6510
PJME_hydroelectric_pumped_storage_1,1970,482.0,7471
PJME_natural_gas_fired_combined_cycle_1,2002,3159.8,.
PJME_natural_gas_fired_combined_cycle_1,1959,234.8,.
PJME_natural_gas_fired_combined_cycle_1,1995,450.0,.
PJME_natural_gas_fired_combined_cycle_1,2006,1300.0,.
PJME_natural_gas_fired_combined_cycle_1,2018,7075.1,.
PJME_natural_gas_fired_combined_cycle_1,2011,643.8,.
PJME_natural_gas_fired_combined_cycle_1,1993,359.9,.
PJME_natural_gas_fired_combined_cycle_1,1991,634.4,.
PJME_natural_gas_fired_combined_cycle_1,1989,252.0,.
PJME_natural_gas_fired_combined_cycle_1,2001,1208.7,.
PJME_natural_gas_fired_combined_cycle_1,1985,15.0,.
PJME_natural_gas_fired_combined_cycle_1,2016,1727.0,.
PJME_natural_gas_fired_combined_cycle_1,1990,180.0,.
PJME_natural_gas_fired_combined_cycle_1,1998,5.5,.
PJME_natural_gas_fired_combined_cycle_1,1994,251.0,.
PJME_natural_gas_fired_combined_cycle_1,1996,288.8,.
PJME_natural_gas_fired_combined_cycle_1,2004,2855.0,.
PJME_natural_gas_fired_combined_cycle_1,2019,2438.1,.
PJME_natural_gas_fired_combined_cycle_1,2003,1617.0,.
PJME_natural_gas_fired_combined_cycle_1,2017,781.1,.
PJME_natural_gas_fired_combined_cycle_1,2014,797.7,.
PJME_natural_gas_fired_combined_cycle_1,2015,1847.0,.
PJME_natural_gas_fired_combustion_turbine_1,2015,182.5,.
PJME_natural_gas_fired_combustion_turbine_1,2012,405.7,.
PJME_natural_gas_fired_combustion_turbine_1,2001,582.5,.
PJME_natural_gas_fired_combustion_turbine_1,2009,106.6,.
PJME_natural_gas_fired_combustion_turbine_1,2003,1155.3,.
PJME_natural_gas_fired_combustion_turbine_1,2002,144.2,.
PJME_natural_gas_fired_combustion_turbine_1,2004,20.6,.
PJME_natural_gas_fired_combustion_turbine_1,2013,69.8,.
PJME_natural_gas_fired_combustion_turbine_1,2018,35.9,.
PJME_natural_gas_fired_combustion_turbine_1,2008,4.6,.
PJME_natural_gas_fired_combustion_turbine_1,2010,12.4,.
PJME_natural_gas_fired_combustion_turbine_1,2021,5.5,.
PJME_natural_gas_fired_combustion_turbine_1,2016,11.7,.
PJME_natural_gas_fired_combustion_turbine_1,2014,1.0,.
PJME_natural_gas_fired_combustion_turbine_1,2022,1.1,.
PJME_natural_gas_internal_combustion_engine_1,2016,23.6,.
PJME_natural_gas_internal_combustion_engine_1,2017,48.1,.
PJME_natural_gas_internal_combustion_engine_1,2022,2.0,.
PJME_natural_gas_internal_combustion_engine_1,2023,5.3,.
PJME_natural_gas_internal_combustion_engine_1,2024,2.0,.
PJME_natural_gas_internal_combustion_engine_1,1999,1.0,.
PJME_natural_gas_internal_combustion_engine_1,2004,11.9,.
PJME_natural_gas_internal_combustion_engine_1,2007,1.6,.
PJME_natural_gas_internal_combustion_engine_1,1996,5.6,.
PJME_natural_gas_internal_combustion_engine_1,2003,11.6,.
PJME_natural_gas_internal_combustion_engine_1,2019,46.2,.
PJME_natural_gas_internal_combustion_engine_1,2015,25.0,.
PJME_natural_gas_internal_combustion_engine_1,1993,16.0,.
PJME_natural_gas_internal_combustion_engine_1,2009,3.0,.
PJME_natural_gas_internal_combustion_engine_1,2013,3.8,.
PJME_natural_gas_internal_combustion_engine_1,2018,7.4,.
PJME_natural_gas_internal_combustion_engine_1,2011,1.1,.
PJME_natural_gas_internal_combustion_engine_1,2021,4.5,.
PJME_natural_gas_steam_turbine_1,2004,10.8,.
PJME_natural_gas_steam_turbine_1,2017,5.1,.
PJME_natural_gas_steam_turbine_1,2001,10.0,.
PJME_natural_gas_steam_turbine_1,2003,5.1,.
PJME_nuclear_1,1977,2023.8,.
PJME_nuclear_1,1981,1138.9,.
PJME_nuclear_1,1974,2658.0,.
PJME_nuclear_1,1975,890.0,.
PJME_nuclear_1,1983,1247.0,.
PJME_nuclear_1,1985,1247.0,.
PJME_nuclear_1,1986,2363.0,.
PJME_nuclear_1,1990,1195.0,.
PJME_petroleum_liquids_1,2021,8.4,.
PJME_petroleum_liquids_1,2018,7.8,.
PJME_petroleum_liquids_1,2012,14.0,.
PJME_petroleum_liquids_1,2014,4.6,.
PJME_petroleum_liquids_1,2011,3.9,.
PJME_petroleum_liquids_1,2022,15.2,.
PJME_petroleum_liquids_1,2023,24.3,.
PJME_small_hydroelectric_1,1988,31.7,.
PJME_small_hydroelectric_1,1985,12.7,.
PJME_small_hydroelectric_1,1990,31.4,.
PJME_small_hydroelectric_1,1989,18.0,.
PJME_small_hydroelectric_1,2013,6.7,.
PJME_solar_photovoltaic_1,2021,109.7,.
PJME_solar_photovoltaic_1,2022,186.5,.
PJME_solar_photovoltaic_1,2023,358.0,.
PJME_solar_photovoltaic_1,2025,50.0,.
PJME_solar_photovoltaic_1,2024,81.9,.
PJMW_biomass_1,2016,1.5,.
PJMW_biomass_1,2011,11.6,.
PJMW_biomass_1,2014,2.6,.
PJMW_biomass_1,2013,25.4,.
PJMW_biomass_1,2012,1.0,.
PJMW_biomass_1,2019,0.8,.
PJMW_biomass_1,2015,0.9,.
PJMW_biomass_1,2017,7.7,.
PJMW_conventional_hydroelectric_1,1964,50.0,.
PJMW_conventional_hydroelectric_1,1965,174.0,.
PJMW_conventional_hydroelectric_1,1966,174.0,.
PJMW_conventional_hydroelectric_1,2021,0.6,.
PJMW_conventional_hydroelectric_1,1953,15.6,.
PJMW_conventional_hydroelectric_1,1982,70.6,.
PJMW_conventional_hydroelectric_1,1988,5.2,.
PJMW_conventional_hydroelectric_1,1999,42.0,.
PJMW_conventional_hydroelectric_1,2001,50.0,.
PJMW_conventional_hydroelectric_1,2016,44.0,.
PJMW_conventional_steam_coal_1,1949,7.0,.
PJMW_conventional_steam_coal_1,1990,17.5,.
PJMW_conventional_steam_coal_1,1965,15.5,.
PJMW_conventional_steam_coal_1,1953,7.0,.
PJMW_conventional_steam_coal_1,2005,268.0,.
PJMW_conventional_steam_coal_1,2009,268.0,.
PJMW_conventional_steam_coal_1,1992,80.0,.
PJMW_conventional_steam_coal_1,1999,180.0,.
PJMW_conventional_steam_coal_1,1991,50.0,.
PJMW_conventional_steam_coal_1,2011,710.0,.
PJMW_conventional_steam_coal_1,2012,624.0,.
PJMW_hydroelectric_pumped_storage_1,1965,66.0,1023
PJMW_hydroelectric_pumped_storage_1,1980,106.0,1643
PJMW_hydroelectric_pumped_storage_1,1966,66.0,1023
PJMW_natural_gas_fired_combined_cycle_1,2012,1310.1,.
PJMW_natural_gas_fired_combined_cycle_1,2002,686.0,.
PJMW_natural_gas_fired_combined_cycle_1,2022,1097.1,.
PJMW_natural_gas_fired_combined_cycle_1,2004,1334.5,.
PJMW_natural_gas_fired_combined_cycle_1,2003,3641.9,.
PJMW_natural_gas_fired_combined_cycle_1,2014,1472.2,.
PJMW_natural_gas_fired_combined_cycle_1,2001,28.6,.
PJMW_natural_gas_fired_combined_cycle_1,2018,2192.2,.
PJMW_natural_gas_fired_combined_cycle_1,2021,2611.1,.
PJMW_natural_gas_fired_combined_cycle_1,2017,1723.8,.
PJMW_natural_gas_fired_combined_cycle_1,2023,1875.0,.
PJMW_natural_gas_fired_combustion_turbine_1,2010,200.0,.
PJMW_natural_gas_fired_combustion_turbine_1,2001,3155.6,.
PJMW_natural_gas_fired_combustion_turbine_1,2005,177.1,.
PJMW_natural_gas_fired_combustion_turbine_1,2002,4065.9,.
PJMW_natural_gas_fired_combustion_turbine_1,2004,97.7,.
PJMW_natural_gas_fired_combustion_turbine_1,2019,9.4,.
PJMW_natural_gas_fired_combustion_turbine_1,2003,999.5,.
PJMW_natural_gas_fired_combustion_turbine_1,2021,6.1,.
PJMW_natural_gas_fired_combustion_turbine_1,2011,8.9,.
PJMW_natural_gas_fired_combustion_turbine_1,2015,15.0,.
PJMW_natural_gas_internal_combustion_engine_1,2001,9.1,.
PJMW_natural_gas_internal_combustion_engine_1,1996,2.1,.
PJMW_natural_gas_internal_combustion_engine_1,2003,23.2,.
PJMW_natural_gas_internal_combustion_engine_1,2007,10.0,.
PJMW_natural_gas_internal_combustion_engine_1,2021,22.0,.
PJMW_natural_gas_steam_turbine_1,2015,2.5,.
PJMW_natural_gas_steam_turbine_1,2010,1.2,.
PJMW_natural_gas_steam_turbine_1,2017,24.3,.
PJMW_natural_gas_steam_turbine_1,2021,2.1,.
PJMW_natural_gas_steam_turbine_1,2008,3.6,.
PJMW_nuclear_1,1975,1084.0,.
PJMW_nuclear_1,1978,1194.0,.
PJMW_nuclear_1,1987,2201.0,.
PJMW_nuclear_1,1976,939.0,.
PJMW_nuclear_1,1977,908.0,.
PJMW_onshore_wind_turbine_1,2021,449.8,.
PJMW_onshore_wind_turbine_1,2022,115.0,.
PJMW_onshore_wind_turbine_1,2023,92.1,.
PJMW_onshore_wind_turbine_1,2025,150.0,.
PJMW_petroleum_liquids_1,2022,2.5,.
PJMW_petroleum_liquids_1,2016,7.8,.
PJMW_petroleum_liquids_1,2017,1.5,.
PJMW_petroleum_liquids_1,2018,9.0,.
PJMW_petroleum_liquids_1,2019,1.8,.
PJMW_petroleum_liquids_1,2023,10.8,.
PJMW_small_hydroelectric_1,1989,4.8,.
PJMW_small_hydroelectric_1,1996,2.4,.
PJMW_small_hydroelectric_1,1983,14.4,.
PJMW_small_hydroelectric_1,1954,2.6,.
PJMW_small_hydroelectric_1,1987,10.0,.
PJMW_small_hydroelectric_1,1982,13.8,.
PJMW_small_hydroelectric_1,1991,0.9,.
PJMW_small_hydroelectric_1,1986,0.8,.
PJMW_small_hydroelectric_1,2004,2.1,.
PJMW_small_hydroelectric_1,1988,31.8,.
PJMW_small_hydroelectric_1,1994,2.0,.
PJMW_small_hydroelectric_1,1981,2.0,.
PJMW_small_hydroelectric_1,2023,50.1,.
PJMW_small_hydroelectric_1,2024,74.4,.
PJMW_small_hydroelectric_1,2022,2.5,.
PJMW_small_hydroelectric_1,2025,30.0,.
PJMW_solar_photovoltaic_1,2021,735.5,.
PJMW_solar_photovoltaic_1,2022,64.6,.
PJMW_solar_photovoltaic_1,2024,1632.5,.
PJMW_solar_photovoltaic_1,2023,1199.9,.
PJMW_solar_photovoltaic_1,2025,150.0,.
RMRG_biomass_1,2013,12.6,.
RMRG_biomass_1,2011,3.1,.
RMRG_conventional_hydroelectric_1,1967,86.4,.
RMRG_conventional_hydroelectric_1,1970,86.6,.
RMRG_conventional_hydroelectric_1,1971,86.6,.
RMRG_conventional_hydroelectric_1,1954,124.2,.
RMRG_conventional_hydroelectric_1,1961,33.4,.
RMRG_conventional_hydroelectric_1,1960,33.4,.
RMRG_conventional_hydroelectric_1,1958,17.5,.
RMRG_conventional_hydroelectric_1,1959,19.0,.
RMRG_conventional_hydroelectric_1,1951,12.2,.
RMRG_conventional_hydroelectric_1,1978,35.0,.
RMRG_conventional_hydroelectric_1,1955,41.4,.
RMRG_conventional_hydroelectric_1,2007,4.0,.
RMRG_conventional_steam_coal_1,2010,869.0,.
RMRG_conventional_steam_coal_1,1995,80.0,.
RMRG_conventional_steam_coal_1,2003,86.0,.
RMRG_conventional_steam_coal_1,2008,91.0,.
RMRG_conventional_steam_coal_1,2011,405.0,.
RMRG_hydroelectric_pumped_storage_1,1967,342.3,5305.65
RMRG_hydroelectric_pumped_storage_1,1954,8.5,131.75
RMRG_hydroelectric_pumped_storage_1,1981,115.0,1782.5
RMRG_hydroelectric_pumped_storage_1,1984,115.0,1782.5
RMRG_natural_gas_fired_combined_cycle_1,2015,600.0,.
RMRG_natural_gas_fired_combined_cycle_1,2001,139.0,.
RMRG_natural_gas_fired_combined_cycle_1,1999,199.0,.
RMRG_natural_gas_fired_combined_cycle_1,1996,134.0,.
RMRG_natural_gas_fired_combined_cycle_1,1998,304.0,.
RMRG_natural_gas_fired_combined_cycle_1,1994,474.9,.
RMRG_natural_gas_fired_combined_cycle_1,2002,138.6,.
RMRG_natural_gas_fired_combined_cycle_1,1992,33.0,.
RMRG_natural_gas_fired_combined_cycle_1,2000,78.0,.
RMRG_natural_gas_fired_combined_cycle_1,2003,480.0,.
RMRG_natural_gas_fired_combined_cycle_1,2004,615.0,.
RMRG_natural_gas_fired_combined_cycle_1,2012,188.0,.
RMRG_natural_gas_fired_combined_cycle_1,2014,94.0,.
RMRG_natural_gas_fired_combustion_turbine_1,2023,163.8,.
RMRG_natural_gas_fired_combustion_turbine_1,2009,318.0,.
RMRG_natural_gas_fired_combustion_turbine_1,2002,581.0,.
RMRG_natural_gas_fired_combustion_turbine_1,2004,65.0,.
RMRG_natural_gas_fired_combustion_turbine_1,2008,128.0,.
RMRG_natural_gas_fired_combustion_turbine_1,2001,329.9,.
