timepoint_id,tp_to_hts
765,2050_p11
766,2050_p11
767,2050_p11
768,2050_p11
769,2050_p11
770,2050_p11
771,2050_p11
772,2050_p11
773,2050_p11
774,2050_p11
775,2050_p11
776,2050_p11
777,2050_p11
778,2050_p11
779,2050_p11
780,2050_p11
781,2050_p11
782,2050_p11
783,2050_p11
784,2050_p11
785,2050_p11
786,2050_p11
787,2050_p11
788,2050_p11
789,2050_p11
790,2050_p11
791,2050_p11
792,2050_p11
793,2050_p11
794,2050_p11
795,2050_p11
796,2050_p11
797,2050_p11
798,2050_p11
799,2050_p11
800,2050_p11
801,2050_p11
802,2050_p11
803,2050_p11
804,2050_p11
805,2050_p11
806,2050_p11
807,2050_p11
808,2050_p11
809,2050_p11
810,2050_p11
811,2050_p11
812,2050_p11
813,2050_p11
814,2050_p11
815,2050_p11
816,2050_p11
817,2050_p11
818,2050_p11
819,2050_p11
820,2050_p11
821,2050_p11
822,2050_p11
823,2050_p11
824,2050_p11
825,2050_p11
826,2050_p11
827,2050_p11
828,2050_p11
829,2050_p11
830,2050_p11
831,2050_p11
832,2050_p11
833,2050_p11
834,2050_p11
835,2050_p11
836,2050_p11
837,2050_p11
838,2050_p11
839,2050_p11
840,2050_p11
841,2050_p22
842,2050_p22
843,2050_p22
844,2050_p22
845,2050_p22
846,2050_p22
847,2050_p22
848,2050_p22
849,2050_p22
850,2050_p22
851,2050_p22
852,2050_p22
853,2050_p22
854,2050_p22
855,2050_p22
856,2050_p22
857,2050_p22
858,2050_p22
859,2050_p22
860,2050_p22
861,2050_p22
862,2050_p22
863,2050_p22
864,2050_p22
865,2050_p22
866,2050_p22
867,2050_p22
868,2050_p22
869,2050_p22
870,2050_p22
871,2050_p22
872,2050_p22
873,2050_p22
874,2050_p22
875,2050_p22
876,2050_p22
877,2050_p22
878,2050_p22
879,2050_p22
880,2050_p22
881,2050_p22
882,2050_p22
883,2050_p22
884,2050_p22
885,2050_p22
886,2050_p22
887,2050_p22
888,2050_p22
889,2050_p22
890,2050_p22
891,2050_p22
892,2050_p22
893,2050_p22
894,2050_p22
895,2050_p22
896,2050_p22
897,2050_p22
898,2050_p22
899,2050_p22
900,2050_p22
901,2050_p22
902,2050_p22
903,2050_p22
904,2050_p22
905,2050_p22
906,2050_p22
907,2050_p22
908,2050_p22
909,2050_p22
910,2050_p22
911,2050_p22
912,2050_p22
913,2050_p22
914,2050_p22
915,2050_p22
916,2050_p22
917,2050_p22
918,2050_p22
919,2050_p22
920,2050_p22
921,2050_p22
922,2050_p22
923,2050_p22
924,2050_p22
925,2050_p22
926,2050_p22
927,2050_p22
928,2050_p22
929,2050_p22
930,2050_p22
931,2050_p22
932,2050_p22
933,2050_p22
934,2050_p22
935,2050_p22
936,2050_p22
937,2050_p22
938,2050_p22
939,2050_p22
940,2050_p22
941,2050_p22
942,2050_p22
943,2050_p22
944,2050_p22
945,2050_p22
946,2050_p22
947,2050_p22
948,2050_p22
949,2050_p22
950,2050_p22
951,2050_p22
952,2050_p22
953,2050_p22
954,2050_p22
955,2050_p22
956,2050_p22
957,2050_p22
958,2050_p22
959,2050_p22
960,2050_p22
961,2050_p22
962,2050_p22
963,2050_p22
964,2050_p22
965,2050_p22
966,2050_p22
967,2050_p22
968,2050_p22
969,2050_p22
970,2050_p22
971,2050_p22
972,2050_p22
973,2050_p22
974,2050_p22
975,2050_p22
976,2050_p22
977,2050_p22
978,2050_p22
979,2050_p22
980,2050_p22
981,2050_p22
982,2050_p22
983,2050_p22
984,2050_p22
985,2050_p22
986,2050_p22
987,2050_p22
988,2050_p22
989,2050_p22
990,2050_p22
991,2050_p22
992,2050_p22
993,2050_p22
994,2050_p22
995,2050_p22
996,2050_p22
997,2050_p22
998,2050_p22
999,2050_p22
1000,2050_p22
1001,2050_p22
1002,2050_p22
1003,2050_p22
1004,2050_p22
1005,2050_p22
1006,2050_p22
1007,2050_p22
1008,2050_p22
1009,2050_p4
1010,2050_p4
1011,2050_p4
1012,2050_p4
1013,2050_p4
1014,2050_p4
1015,2050_p4
1016,2050_p4
1017,2050_p4
1018,2050_p4
1019,2050_p4
1020,2050_p4
1021,2050_p4
1022,2050_p4
1023,2050_p4
1024,2050_p4
1025,2050_p4
1026,2050_p4
1027,2050_p4
1028,2050_p4
1029,2050_p4
1030,2050_p4
1031,2050_p4
1032,2050_p4
1033,2050_p4
1034,2050_p4
1035,2050_p4
1036,2050_p4
1037,2050_p4
1038,2050_p4
1039,2050_p4
1040,2050_p4
1041,2050_p4
1042,2050_p4
1043,2050_p4
1044,2050_p4
1045,2050_p4
1046,2050_p4
1047,2050_p4
1048,2050_p4
1049,2050_p4
1050,2050_p4
1051,2050_p4
1052,2050_p4
1053,2050_p4
1054,2050_p4
1055,2050_p4
1056,2050_p4
1057,2050_p4
1058,2050_p4
1059,2050_p4
1060,2050_p4
1061,2050_p4
1062,2050_p4
1063,2050_p4
1064,2050_p4
1065,2050_p4
1066,2050_p4
1067,2050_p4
1068,2050_p4
1069,2050_p4
1070,2050_p4
1071,2050_p4
1072,2050_p4
1073,2050_p4
1074,2050_p4
1075,2050_p4
1076,2050_p4
1077,2050_p4
1078,2050_p4
1079,2050_p4
1080,2050_p4
1081,2050_p4
1082,2050_p4
1083,2050_p4
1084,2050_p4
1085,2050_p4
1086,2050_p4
1087,2050_p4
1088,2050_p4
1089,2050_p4
1090,2050_p4
1091,2050_p4
1092,2050_p4
1093,2050_p4
1094,2050_p4
1095,2050_p4
1096,2050_p4
1097,2050_p4
1098,2050_p4
1099,2050_p4
1100,2050_p4
1101,2050_p4
1102,2050_p4
1103,2050_p4
1104,2050_p4
1105,2050_p4
1106,2050_p4
1107,2050_p4
1108,2050_p4
1109,2050_p4
1110,2050_p4
1111,2050_p4
1112,2050_p4
1113,2050_p4
1114,2050_p4
1115,2050_p4
1116,2050_p4
1117,2050_p4
1118,2050_p4
1119,2050_p4
1120,2050_p4
1121,2050_p4
1122,2050_p4
1123,2050_p4
1124,2050_p4
1125,2050_p4
1126,2050_p4
1127,2050_p4
1128,2050_p4
1129,2050_p4
1130,2050_p4
1131,2050_p4
1132,2050_p4
1133,2050_p4
1134,2050_p4
1135,2050_p4
1136,2050_p4
1137,2050_p4
1138,2050_p4
1139,2050_p4
1140,2050_p4
1141,2050_p4
1142,2050_p4
1143,2050_p4
1144,2050_p4
1145,2050_p4
1146,2050_p4
1147,2050_p4
1148,2050_p4
1149,2050_p4
1150,2050_p4
1151,2050_p4
1152,2050_p4
1153,2050_p4
1154,2050_p4
1155,2050_p4
1156,2050_p4
1157,2050_p4
1158,2050_p4
1159,2050_p4
1160,2050_p4
1161,2050_p4
1162,2050_p4
1163,2050_p4
1164,2050_p4
1165,2050_p4
1166,2050_p4
1167,2050_p4
1168,2050_p4
1169,2050_p4
1170,2050_p4
1171,2050_p4
1172,2050_p4
1173,2050_p4
1174,2050_p4
1175,2050_p4
1176,2050_p4
1177,2050_p16
1178,2050_p16
1179,2050_p16
1180,2050_p16
1181,2050_p16
1182,2050_p16
1183,2050_p16
1184,2050_p16
1185,2050_p16
1186,2050_p16
1187,2050_p16
1188,2050_p16
1189,2050_p16
1190,2050_p16
1191,2050_p16
1192,2050_p16
1193,2050_p16
1194,2050_p16
1195,2050_p16
1196,2050_p16
1197,2050_p16
1198,2050_p16
1199,2050_p16
1200,2050_p16
1201,2050_p16
1202,2050_p16
1203,2050_p16
1204,2050_p16
1205,2050_p16
1206,2050_p16
1207,2050_p16
1208,2050_p16
1209,2050_p16
1210,2050_p16
1211,2050_p16
1212,2050_p16
1213,2050_p16
1214,2050_p16
1215,2050_p16
1216,2050_p16
1217,2050_p16
1218,2050_p16
1219,2050_p16
1220,2050_p16
1221,2050_p16
1222,2050_p16
1223,2050_p16
1224,2050_p16
1225,2050_p16
1226,2050_p16
1227,2050_p16
1228,2050_p16
1229,2050_p16
1230,2050_p16
1231,2050_p16
1232,2050_p16
1233,2050_p16
1234,2050_p16
1235,2050_p16
1236,2050_p16
1237,2050_p16
1238,2050_p16
1239,2050_p16
1240,2050_p16
1241,2050_p16
1242,2050_p16
1243,2050_p16
1244,2050_p16
1245,2050_p16
1246,2050_p16
1247,2050_p16
1248,2050_p16
1249,2050_p16
1250,2050_p16
1251,2050_p16
1252,2050_p16
1253,2050_p16
1254,2050_p16
1255,2050_p16
1256,2050_p16
1257,2050_p16
1258,2050_p16
1259,2050_p16
1260,2050_p16
1261,2050_p16
1262,2050_p16
1263,2050_p16
1264,2050_p16
1265,2050_p16
1266,2050_p16
1267,2050_p16
1268,2050_p16
1269,2050_p16
1270,2050_p16
1271,2050_p16
1272,2050_p16
1273,2050_p16
1274,2050_p16
1275,2050_p16
1276,2050_p16
1277,2050_p16
1278,2050_p16
1279,2050_p16
1280,2050_p16
1281,2050_p16
1282,2050_p16
1283,2050_p16
1284,2050_p16
1285,2050_p16
1286,2050_p16
1287,2050_p16
1288,2050_p16
1289,2050_p16
1290,2050_p16
1291,2050_p16
1292,2050_p16
1293,2050_p16
1294,2050_p16
1295,2050_p16
1296,2050_p16
1297,2050_p16
1298,2050_p16
1299,2050_p16
1300,2050_p16
1301,2050_p16
1302,2050_p16
1303,2050_p16
1304,2050_p16
1305,2050_p16
1306,2050_p16
1307,2050_p16
1308,2050_p16
1309,2050_p16
1310,2050_p16
1311,2050_p16
1312,2050_p16
1313,2050_p16
1314,2050_p16
1315,2050_p16
1316,2050_p16
1317,2050_p16
1318,2050_p16
1319,2050_p16
1320,2050_p16
1321,2050_p16
1322,2050_p16
1323,2050_p16
1324,2050_p16
1325,2050_p16
1326,2050_p16
1327,2050_p16
1328,2050_p16
1329,2050_p16
1330,2050_p16
1331,2050_p16
1332,2050_p16
1333,2050_p16
1334,2050_p16
1335,2050_p16
1336,2050_p16
1337,2050_p16
1338,2050_p16
1339,2050_p16
1340,2050_p16
1341,2050_p16
1342,2050_p16
1343,2050_p16
1344,2050_p16
1345,2050_p8
1346,2050_p8
1347,2050_p8
1348,2050_p8
1349,2050_p8
1350,2050_p8
1351,2050_p8
1352,2050_p8
1353,2050_p8
1354,2050_p8
1355,2050_p8
1356,2050_p8
1357,2050_p8
1358,2050_p8
1359,2050_p8
1360,2050_p8
1361,2050_p8
1362,2050_p8
1363,2050_p8
1364,2050_p8
1365,2050_p8
1366,2050_p8
1367,2050_p8
1368,2050_p8
1369,2050_p8
1370,2050_p8
1371,2050_p8
1372,2050_p8
1373,2050_p8
1374,2050_p8
1375,2050_p8
1376,2050_p8
1377,2050_p8
1378,2050_p8
1379,2050_p8
1380,2050_p8
1381,2050_p8
1382,2050_p8
1383,2050_p8
1384,2050_p8
1385,2050_p8
1386,2050_p8
1387,2050_p8
1388,2050_p8
1389,2050_p8
1390,2050_p8
1391,2050_p8
1392,2050_p8
1393,2050_p8
1394,2050_p8
1395,2050_p8
1396,2050_p8
1397,2050_p8
1398,2050_p8
1399,2050_p8
1400,2050_p8
1401,2050_p8
1402,2050_p8
1403,2050_p8
1404,2050_p8
1405,2050_p8
1406,2050_p8
1407,2050_p8
1408,2050_p8
1409,2050_p8
1410,2050_p8
1411,2050_p8
1412,2050_p8
1413,2050_p8
1414,2050_p8
1415,2050_p8
1416,2050_p8
1417,2050_p8
1418,2050_p8
1419,2050_p8
1420,2050_p8
1421,2050_p8
1422,2050_p8
1423,2050_p8
1424,2050_p8
1425,2050_p8
1426,2050_p8
1427,2050_p8
1428,2050_p8
1429,2050_p8
1430,2050_p8
1431,2050_p8
1432,2050_p8
1433,2050_p8
1434,2050_p8
1435,2050_p8
1436,2050_p8
1437,2050_p8
1438,2050_p8
1439,2050_p8
1440,2050_p8
1441,2050_p8
1442,2050_p8
1443,2050_p8
1444,2050_p8
1445,2050_p8
1446,2050_p8
1447,2050_p8
1448,2050_p8
1449,2050_p8
1450,2050_p8
1451,2050_p8
1452,2050_p8
1453,2050_p8
1454,2050_p8
1455,2050_p8
1456,2050_p8
1457,2050_p8
1458,2050_p8
1459,2050_p8
1460,2050_p8
1461,2050_p8
1462,2050_p8
1463,2050_p8
1464,2050_p8
1465,2050_p8
1466,2050_p8
1467,2050_p8
1468,2050_p8
1469,2050_p8
1470,2050_p8
1471,2050_p8
1472,2050_p8
1473,2050_p8
1474,2050_p8
1475,2050_p8
1476,2050_p8
1477,2050_p8
1478,2050_p8
1479,2050_p8
1480,2050_p8
1481,2050_p8
1482,2050_p8
1483,2050_p8
1484,2050_p8
1485,2050_p8
1486,2050_p8
1487,2050_p8
1488,2050_p8
1489,2050_p8
1490,2050_p8
1491,2050_p8
1492,2050_p8
1493,2050_p8
1494,2050_p8
1495,2050_p8
1496,2050_p8
1497,2050_p8
1498,2050_p8
1499,2050_p8
1500,2050_p8
1501,2050_p8
1502,2050_p8
1503,2050_p8
1504,2050_p8
1505,2050_p8
1506,2050_p8
1507,2050_p8
1508,2050_p8
1509,2050_p8
1510,2050_p8
1511,2050_p8
1512,2050_p8
1513,2050_p27
1514,2050_p27
1515,2050_p27
1516,2050_p27
1517,2050_p27
1518,2050_p27
1519,2050_p27
1520,2050_p27
1521,2050_p27
1522,2050_p27
1523,2050_p27
1524,2050_p27
1525,2050_p27
1526,2050_p27
1527,2050_p27
1528,2050_p27
1529,2050_p27
1530,2050_p27
1531,2050_p27
1532,2050_p27
1533,2050_p27
1534,2050_p27
1535,2050_p27
1536,2050_p27
1537,2050_p27
1538,2050_p27
1539,2050_p27
1540,2050_p27
1541,2050_p27
1542,2050_p27
1543,2050_p27
1544,2050_p27
1545,2050_p27
1546,2050_p27
1547,2050_p27
1548,2050_p27
1549,2050_p27
1550,2050_p27
1551,2050_p27
1552,2050_p27
1553,2050_p27
1554,2050_p27
1555,2050_p27
1556,2050_p27
1557,2050_p27
1558,2050_p27
1559,2050_p27
1560,2050_p27
1561,2050_p27
1562,2050_p27
1563,2050_p27
1564,2050_p27
1565,2050_p27
1566,2050_p27
1567,2050_p27
1568,2050_p27
1569,2050_p27
1570,2050_p27
1571,2050_p27
1572,2050_p27
1573,2050_p27
1574,2050_p27
1575,2050_p27
1576,2050_p27
1577,2050_p27
1578,2050_p27
1579,2050_p27
1580,2050_p27
1581,2050_p27
1582,2050_p27
1583,2050_p27
1584,2050_p27
1585,2050_p27
1586,2050_p27
1587,2050_p27
1588,2050_p27
1589,2050_p27
1590,2050_p27
1591,2050_p27
1592,2050_p27
1593,2050_p27
1594,2050_p27
1595,2050_p27
1596,2050_p27
1597,2050_p27
1598,2050_p27
1599,2050_p27
1600,2050_p27
1601,2050_p27
1602,2050_p27
1603,2050_p27
1604,2050_p27
1605,2050_p27
1606,2050_p27
1607,2050_p27
1608,2050_p27
1609,2050_p27
1610,2050_p27
1611,2050_p27
1612,2050_p27
1613,2050_p27
1614,2050_p27
1615,2050_p27
1616,2050_p27
1617,2050_p27
1618,2050_p27
1619,2050_p27
1620,2050_p27
1621,2050_p27
1622,2050_p27
1623,2050_p27
1624,2050_p27
1625,2050_p27
1626,2050_p27
1627,2050_p27
1628,2050_p27
1629,2050_p27
1630,2050_p27
1631,2050_p27
1632,2050_p27
1633,2050_p27
1634,2050_p27
1635,2050_p27
1636,2050_p27
1637,2050_p27
1638,2050_p27
1639,2050_p27
1640,2050_p27
1641,2050_p27
1642,2050_p27
1643,2050_p27
1644,2050_p27
1645,2050_p27
1646,2050_p27
1647,2050_p27
1648,2050_p27
1649,2050_p27
1650,2050_p27
1651,2050_p27
1652,2050_p27
1653,2050_p27
1654,2050_p27
1655,2050_p27
1656,2050_p27
