timepoint_id,timestamp,timeseries
780,2030_p11_107,2030_p11
781,2030_p11_108,2030_p11
782,2030_p11_109,2030_p11
783,2030_p11_110,2030_p11
784,2030_p11_111,2030_p11
785,2030_p11_112,2030_p11
786,2030_p11_113,2030_p11
787,2030_p11_114,2030_p11
788,2030_p11_115,2030_p11
789,2030_p11_116,2030_p11
790,2030_p11_117,2030_p11
791,2030_p11_118,2030_p11
792,2030_p11_119,2030_p11
793,2030_p11_120,2030_p11
794,2030_p11_121,2030_p11
795,2030_p11_122,2030_p11
796,2030_p11_123,2030_p11
797,2030_p11_124,2030_p11
798,2030_p11_125,2030_p11
799,2030_p11_126,2030_p11
800,2030_p11_127,2030_p11
801,2030_p11_128,2030_p11
802,2030_p11_129,2030_p11
803,2030_p11_130,2030_p11
804,2030_p11_131,2030_p11
805,2030_p11_132,2030_p11
806,2030_p11_133,2030_p11
807,2030_p11_134,2030_p11
808,2030_p11_135,2030_p11
809,2030_p11_136,2030_p11
810,2030_p11_137,2030_p11
811,2030_p11_138,2030_p11
812,2030_p11_139,2030_p11
813,2030_p11_140,2030_p11
814,2030_p11_141,2030_p11
815,2030_p11_142,2030_p11
816,2030_p11_143,2030_p11
817,2030_p11_144,2030_p11
818,2030_p11_145,2030_p11
819,2030_p11_146,2030_p11
820,2030_p11_147,2030_p11
821,2030_p11_148,2030_p11
822,2030_p11_149,2030_p11
823,2030_p11_150,2030_p11
824,2030_p11_151,2030_p11
825,2030_p11_152,2030_p11
826,2030_p11_153,2030_p11
827,2030_p11_154,2030_p11
828,2030_p11_155,2030_p11
829,2030_p11_156,2030_p11
830,2030_p11_157,2030_p11
831,2030_p11_158,2030_p11
832,2030_p11_159,2030_p11
833,2030_p11_160,2030_p11
834,2030_p11_161,2030_p11
835,2030_p11_162,2030_p11
836,2030_p11_163,2030_p11
837,2030_p11_164,2030_p11
838,2030_p11_165,2030_p11
839,2030_p11_166,2030_p11
840,2030_p11_167,2030_p11
841,2030_p16_0,2030_p16
842,2030_p16_1,2030_p16
843,2030_p16_2,2030_p16
844,2030_p16_3,2030_p16
845,2030_p16_4,2030_p16
846,2030_p16_5,2030_p16
847,2030_p16_6,2030_p16
848,2030_p16_7,2030_p16
849,2030_p16_8,2030_p16
850,2030_p16_9,2030_p16
851,2030_p16_10,2030_p16
852,2030_p16_11,2030_p16
853,2030_p16_12,2030_p16
854,2030_p16_13,2030_p16
855,2030_p16_14,2030_p16
856,2030_p16_15,2030_p16
857,2030_p16_16,2030_p16
858,2030_p16_17,2030_p16
859,2030_p16_18,2030_p16
860,2030_p16_19,2030_p16
861,2030_p16_20,2030_p16
862,2030_p16_21,2030_p16
863,2030_p16_22,2030_p16
864,2030_p16_23,2030_p16
865,2030_p16_24,2030_p16
866,2030_p16_25,2030_p16
867,2030_p16_26,2030_p16
868,2030_p16_27,2030_p16
869,2030_p16_28,2030_p16
