hydro_project,timeseries,hydro_min_flow_mw,hydro_avg_flow_mw
BASN_conventional_hydroelectric_1,2030_p11,1220.0280272598634,1220.0280272598634
CANO_conventional_hydroelectric_1,2030_p11,1409.444847223742,1409.4448472237418
CASO_conventional_hydroelectric_1,2030_p11,129.096663024675,129.096663024675
FRCC_conventional_hydroelectric_1,2030_p11,15.990599999999999,15.990599999999999
ISNE_conventional_hydroelectric_1,2030_p11,355.71214142109477,355.71214142109477
MISC_conventional_hydroelectric_1,2030_p11,212.20215111351823,212.2021511135182
MISE_conventional_hydroelectric_1,2030_p11,30.151440000000004,30.151440000000004
MISS_conventional_hydroelectric_1,2030_p11,284.7519876396694,284.7519876396694
MISW_conventional_hydroelectric_1,2030_p11,44.66207230681168,44.66207230681168
NWPP_conventional_hydroelectric_1,2030_p11,17174.403518141364,17174.403518141364
NYUP_conventional_hydroelectric_1,2030_p11,2581.292212612131,2581.292212612131
PJMC_conventional_hydroelectric_1,2030_p11,2.96296,2.96296
PJMD_conventional_hydroelectric_1,2030_p11,98.95434,98.95434
PJME_conventional_hydroelectric_1,2030_p11,390.99060599039996,390.99060599039996
PJMW_conventional_hydroelectric_1,2030_p11,344.78543383077505,344.78543383077505
RMRG_conventional_hydroelectric_1,2030_p11,186.9362663505128,186.9362663505128
SPPC_conventional_hydroelectric_1,2030_p11,19.115199999999998,19.115199999999998
SPPN_conventional_hydroelectric_1,2030_p11,959.659287284317,959.659287284317
SPPS_conventional_hydroelectric_1,2030_p11,704.9072199999999,704.9072199999999
SRCA_conventional_hydroelectric_1,2030_p11,221.3741046,221.3741046
SRCE_conventional_hydroelectric_1,2030_p11,2169.6595559777893,2169.6595559777893
SRSE_conventional_hydroelectric_1,2030_p11,935.7874767999999,935.7874767999999
SRSG_conventional_hydroelectric_1,2030_p11,910.8002410324727,910.8002410324727
TRE_conventional_hydroelectric_1,2030_p11,103.50246,103.50246
BASN_conventional_hydroelectric_1,2030_p16,1396.731569979791,1396.731569979791
CANO_conventional_hydroelectric_1,2030_p16,2265.8436259844066,2265.8436259844066
CASO_conventional_hydroelectric_1,2030_p16,245.91255395595653,245.91255395595653
FRCC_conventional_hydroelectric_1,2030_p16,12.07995,12.07995
ISNE_conventional_hydroelectric_1,2030_p16,274.97726534464493,274.97726534464493
MISC_conventional_hydroelectric_1,2030_p16,286.31457969146106,286.31457969146106
MISE_conventional_hydroelectric_1,2030_p16,11.680200000000001,11.680200000000001
MISS_conventional_hydroelectric_1,2030_p16,353.92795572892555,353.92795572892555
MISW_conventional_hydroelectric_1,2030_p16,50.33723058958214,50.33723058958214
NWPP_conventional_hydroelectric_1,2030_p16,19840.91536352395,19840.91536352395
NYUP_conventional_hydroelectric_1,2030_p16,2178.2249093723726,2178.2249093723726
PJMC_conventional_hydroelectric_1,2030_p16,4.93272,4.93272
PJMD_conventional_hydroelectric_1,2030_p16,152.84583,152.84583
PJME_conventional_hydroelectric_1,2030_p16,239.10211035359995,239.10211035359995
PJMW_conventional_hydroelectric_1,2030_p16,313.26783060776916,313.26783060776916
RMRG_conventional_hydroelectric_1,2030_p16,183.45702922389765,183.45702922389765
SPPC_conventional_hydroelectric_1,2030_p16,19.9524,19.9524
SPPN_conventional_hydroelectric_1,2030_p16,1204.6525741656592,1204.6525741656592
SPPS_conventional_hydroelectric_1,2030_p16,1128.3354699999998,1128.3354699999998
SRCA_conventional_hydroelectric_1,2030_p16,202.79383739999997,202.79383739999997
SRCE_conventional_hydroelectric_1,2030_p16,565.4958168151658,565.4958168151658
SRSE_conventional_hydroelectric_1,2030_p16,306.3263258,306.3263258
SRSG_conventional_hydroelectric_1,2030_p16,967.7663346364652,967.7663346364652
TRE_conventional_hydroelectric_1,2030_p16,130.20504,130.20504
BASN_conventional_hydroelectric_1,2030_p2,815.122872200227,818.6218872014402
CANO_conventional_hydroelectric_1,2030_p2,1209.805336318879,1210.8338657247252
CASO_conventional_hydroelectric_1,2030_p2,152.26647489519766,152.3193672461118
FRCC_conventional_hydroelectric_1,2030_p2,21.11925,21.432864285714285
ISNE_conventional_hydroelectric_1,2030_p2,302.6401641062186,302.65434143896726
MISC_conventional_hydroelectric_1,2030_p2,131.81109297759335,133.44252958543194
MISE_conventional_hydroelectric_1,2030_p2,11.628360000000002,11.63179285714286
MISS_conventional_hydroelectric_1,2030_p2,270.69786412561984,277.5360482100354
MISW_conventional_hydroelectric_1,2030_p2,23.070758259874076,23.076202753904656
NWPP_conventional_hydroelectric_1,2030_p2,13366.331321099171,13371.553982305271
NYUP_conventional_hydroelectric_1,2030_p2,2490.4779166873973,2507.296248746779
PJMC_conventional_hydroelectric_1,2030_p2,2.42632,2.426685238095238
PJMD_conventional_hydroelectric_1,2030_p2,144.01719,147.73009440476193
PJME_conventional_hydroelectric_1,2030_p2,445.4486844911999,447.94665146288565
PJMW_conventional_hydroelectric_1,2030_p2,307.9393062554026,310.85852926394494
RMRG_conventional_hydroelectric_1,2030_p2,143.96298980353177,144.655012592089
SPPC_conventional_hydroelectric_1,2030_p2,7.7168,7.906661904761905
SPPN_conventional_hydroelectric_1,2030_p2,1047.1553108033852,1059.574581773551
SPPS_conventional_hydroelectric_1,2030_p2,394.1915375,404.84925535714285
SRCA_conventional_hydroelectric_1,2030_p2,302.6627736,308.1853389214286
SRCE_conventional_hydroelectric_1,2030_p2,3045.5310182462335,3090.057693268865
SRSE_conventional_hydroelectric_1,2030_p2,1175.9088968,1193.711776570238
SRSG_conventional_hydroelectric_1,2030_p2,869.4379012623369,876.605869030838
TRE_conventional_hydroelectric_1,2030_p2,7.23894,7.255776071428571
BASN_conventional_hydroelectric_1,2030_p22,1328.7503778809541,1354.558738910619
CANO_conventional_hydroelectric_1,2030_p22,2860.803023206586,2969.989566382557
CASO_conventional_hydroelectric_1,2030_p22,485.96470941894415,496.01563667209945
FRCC_conventional_hydroelectric_1,2030_p22,13.393650000000001,14.634927678571428
ISNE_conventional_hydroelectric_1,2030_p22,304.9165902591735,322.15133020027326
MISC_conventional_hydroelectric_1,2030_p22,176.86262231229523,197.73384424192585
MISE_conventional_hydroelectric_1,2030_p22,10.938240000000002,12.364090714285718
MISS_conventional_hydroelectric_1,2030_p22,127.6172071041322,162.96882966080284
MISW_conventional_hydroelectric_1,2030_p22,43.07242811677161,43.20600420475918
NWPP_conventional_hydroelectric_1,2030_p22,20649.348003356085,20692.66686646684
NYUP_conventional_hydroelectric_1,2030_p22,1997.9195476934265,2025.5507860737723
PJMC_conventional_hydroelectric_1,2030_p22,3.6940800000000005,3.836262857142857
PJMD_conventional_hydroelectric_1,2030_p22,73.87855,81.68754630952382
PJME_conventional_hydroelectric_1,2030_p22,343.20584843999995,387.1144040333142
PJMW_conventional_hydroelectric_1,2030_p22,240.06159503447105,277.3326122270492
RMRG_conventional_hydroelectric_1,2030_p22,306.1398915332135,307.76554958282907
SPPC_conventional_hydroelectric_1,2030_p22,6.0892,8.34250238095238
SPPN_conventional_hydroelectric_1,2030_p22,1217.1523134776717,1248.2970909035007
SPPS_conventional_hydroelectric_1,2030_p22,231.07084499999996,292.9648213392857
SRCA_conventional_hydroelectric_1,2030_p22,195.2150442,211.7281693607143
SRCE_conventional_hydroelectric_1,2030_p22,740.5272993809932,823.0982127342721
SRSE_conventional_hydroelectric_1,2030_p22,334.454835,339.5492477797619
SRSG_conventional_hydroelectric_1,2030_p22,917.5828420246406,922.1235700434393
TRE_conventional_hydroelectric_1,2030_p22,53.02164,54.3300025
BASN_conventional_hydroelectric_1,2030_p26,1342.4102775576566,1370.2735339630499
CANO_conventional_hydroelectric_1,2030_p26,2768.6531214169568,2853.9130096082968
CASO_conventional_hydroelectric_1,2030_p26,415.3206130326347,438.58129717520126
FRCC_conventional_hydroelectric_1,2030_p26,10.2486,10.894652678571429
ISNE_conventional_hydroelectric_1,2030_p26,226.03636659449322,249.06768420023215
MISC_conventional_hydroelectric_1,2030_p26,151.91914661288493,153.5382293247543
MISE_conventional_hydroelectric_1,2030_p26,6.972480000000001,7.855264285714288
MISS_conventional_hydroelectric_1,2030_p26,68.40729327272727,74.64041869380165
MISW_conventional_hydroelectric_1,2030_p26,34.832412741843164,38.29542938895249
NWPP_conventional_hydroelectric_1,2030_p26,20474.007177399,20522.920637028838
NYUP_conventional_hydroelectric_1,2030_p26,1883.6988231089147,1915.6649968632896
PJMC_conventional_hydroelectric_1,2030_p26,4.15688,4.16286
PJMD_conventional_hydroelectric_1,2030_p26,58.060570000000006,60.5319469047619
PJME_conventional_hydroelectric_1,2030_p26,174.32938972799997,220.18559173817138
PJMW_conventional_hydroelectric_1,2030_p26,195.2045462818782,197.34190365999592
RMRG_conventional_hydroelectric_1,2030_p26,299.74845714531034,301.52536140510426
SPPC_conventional_hydroelectric_1,2030_p26,3.4008,3.588216666666667
SPPN_conventional_hydroelectric_1,2030_p26,1329.411849690442,1351.7653713494592
SPPS_conventional_hydroelectric_1,2030_p26,157.07171749999998,162.16053773809523
SRCA_conventional_hydroelectric_1,2030_p26,164.28867839999998,168.54883913214286
SRCE_conventional_hydroelectric_1,2030_p26,975.6357971919992,988.238368343155
SRSE_conventional_hydroelectric_1,2030_p26,353.32151799999997,358.6201156607143
SRSG_conventional_hydroelectric_1,2030_p26,929.9465300838568,930.894625519673
TRE_conventional_hydroelectric_1,2030_p26,32.64713999999999,40.15659857142857
BASN_conventional_hydroelectric_1,2030_p33,1026.9037708179733,1026.9037708179733
CANO_conventional_hydroelectric_1,2030_p33,2797.2037025174236,2797.2037025174236
