timepoint_id,tp_to_hts
1,2030_p9
2,2030_p9
3,2030_p9
4,2030_p9
5,2030_p9
6,2030_p9
7,2030_p9
8,2030_p9
9,2030_p9
10,2030_p9
11,2030_p9
12,2030_p9
13,2030_p9
14,2030_p9
15,2030_p9
16,2030_p9
17,2030_p9
18,2030_p9
19,2030_p9
20,2030_p9
21,2030_p9
22,2030_p9
23,2030_p9
24,2030_p9
25,2030_p9
26,2030_p9
27,2030_p9
28,2030_p9
29,2030_p9
30,2030_p9
31,2030_p9
32,2030_p9
33,2030_p9
34,2030_p9
35,2030_p9
36,2030_p9
37,2030_p9
38,2030_p9
39,2030_p9
40,2030_p9
41,2030_p9
42,2030_p9
43,2030_p9
44,2030_p9
45,2030_p9
46,2030_p9
47,2030_p9
48,2030_p9
49,2030_p9
50,2030_p9
51,2030_p9
52,2030_p9
53,2030_p9
54,2030_p9
55,2030_p9
56,2030_p9
57,2030_p9
58,2030_p9
59,2030_p9
60,2030_p9
61,2030_p9
62,2030_p9
63,2030_p9
64,2030_p9
65,2030_p9
66,2030_p9
67,2030_p9
68,2030_p9
69,2030_p9
70,2030_p9
71,2030_p9
72,2030_p9
73,2030_p9
74,2030_p9
75,2030_p9
76,2030_p9
77,2030_p9
78,2030_p9
79,2030_p9
80,2030_p9
81,2030_p9
82,2030_p9
83,2030_p9
84,2030_p9
85,2030_p9
86,2030_p9
87,2030_p9
88,2030_p9
89,2030_p9
90,2030_p9
91,2030_p9
92,2030_p9
93,2030_p9
94,2030_p9
95,2030_p9
96,2030_p9
97,2030_p9
98,2030_p9
99,2030_p9
100,2030_p9
101,2030_p9
102,2030_p9
103,2030_p9
104,2030_p9
105,2030_p9
106,2030_p9
107,2030_p9
108,2030_p9
109,2030_p9
110,2030_p9
111,2030_p9
112,2030_p9
113,2030_p9
114,2030_p9
115,2030_p9
116,2030_p9
117,2030_p9
118,2030_p9
119,2030_p9
120,2030_p9
121,2030_p9
122,2030_p9
123,2030_p9
124,2030_p9
125,2030_p9
126,2030_p9
127,2030_p9
128,2030_p9
129,2030_p9
130,2030_p9
131,2030_p9
132,2030_p9
133,2030_p9
134,2030_p9
135,2030_p9
136,2030_p9
137,2030_p9
138,2030_p9
139,2030_p9
140,2030_p9
141,2030_p9
142,2030_p9
143,2030_p9
144,2030_p9
145,2030_p9
146,2030_p9
147,2030_p9
148,2030_p9
149,2030_p9
150,2030_p9
151,2030_p9
152,2030_p9
153,2030_p9
154,2030_p9
155,2030_p9
156,2030_p9
157,2030_p9
158,2030_p9
159,2030_p9
160,2030_p9
161,2030_p9
162,2030_p9
163,2030_p9
164,2030_p9
165,2030_p9
166,2030_p9
167,2030_p9
168,2030_p9
169,2030_p40
170,2030_p40
171,2030_p40
172,2030_p40
173,2030_p40
174,2030_p40
175,2030_p40
176,2030_p40
177,2030_p40
178,2030_p40
179,2030_p40
180,2030_p40
181,2030_p40
182,2030_p40
183,2030_p40
184,2030_p40
185,2030_p40
186,2030_p40
187,2030_p40
188,2030_p40
189,2030_p40
190,2030_p40
191,2030_p40
192,2030_p40
193,2030_p40
194,2030_p40
195,2030_p40
196,2030_p40
197,2030_p40
198,2030_p40
199,2030_p40
200,2030_p40
201,2030_p40
202,2030_p40
203,2030_p40
204,2030_p40
205,2030_p40
206,2030_p40
207,2030_p40
208,2030_p40
209,2030_p40
210,2030_p40
211,2030_p40
212,2030_p40
213,2030_p40
214,2030_p40
215,2030_p40
216,2030_p40
217,2030_p40
218,2030_p40
219,2030_p40
220,2030_p40
221,2030_p40
222,2030_p40
223,2030_p40
224,2030_p40
225,2030_p40
226,2030_p40
227,2030_p40
228,2030_p40
229,2030_p40
230,2030_p40
231,2030_p40
232,2030_p40
233,2030_p40
234,2030_p40
235,2030_p40
236,2030_p40
237,2030_p40
238,2030_p40
239,2030_p40
240,2030_p40
241,2030_p40
242,2030_p40
243,2030_p40
244,2030_p40
245,2030_p40
246,2030_p40
247,2030_p40
248,2030_p40
249,2030_p40
250,2030_p40
251,2030_p40
252,2030_p40
253,2030_p40
254,2030_p40
255,2030_p40
256,2030_p40
257,2030_p40
258,2030_p40
259,2030_p40
260,2030_p40
261,2030_p40
262,2030_p40
263,2030_p40
264,2030_p40
