model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,546271
USENSYS,BASN,BASN_batteries_1,Battery,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,782848
USENSYS,BASN,BASN_batteries_1,Battery,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,735951
USENSYS,BASN,BASN_battery_moderate_0,Battery,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,129096
USENSYS,BASN,BASN_battery_moderate_0,Battery,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,12961791
USENSYS,BASN,BASN_biomass_1,Other,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,104557
USENSYS,BASN,BASN_biomass_1,Other,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,77590
USENSYS,BASN,BASN_biomass_1,Other,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,51600
USENSYS,BASN,BASN_biomass_2,Other,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,54520
USENSYS,BASN,BASN_biomass_2,Other,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,51290
USENSYS,BASN,BASN_biomass_2,Other,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,34055
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,8422186
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,5652046
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,4900225
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,255
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,1530
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,38820
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,27080
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,3875746
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,4763191
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,4868532
USENSYS,BASN,BASN_geothermal_1,Geothermal,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,3782688
USENSYS,BASN,BASN_geothermal_1,Geothermal,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,2507232
USENSYS,BASN,BASN_geothermal_1,Geothermal,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,489216
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,9906425
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,10098980
