model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2030,26z-short-1000_w10_h168_1680w_myopic,MWh,148850
USENSYS,BASN,BASN_batteries_1,Battery,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,153708
USENSYS,BASN,BASN_batteries_1,Battery,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,132710
USENSYS,BASN,BASN_battery_moderate_0,Battery,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,764540
USENSYS,BASN,BASN_battery_moderate_0,Battery,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,1720685
USENSYS,BASN,BASN_biomass_1,Biomass,2030,26z-short-1000_w10_h168_1680w_myopic,MWh,18202
USENSYS,BASN,BASN_biomass_1,Biomass,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,12471
USENSYS,BASN,BASN_biomass_1,Biomass,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,7730
USENSYS,BASN,BASN_biomass_2,Biomass,2030,26z-short-1000_w10_h168_1680w_myopic,MWh,9450
USENSYS,BASN,BASN_biomass_2,Biomass,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,8201
USENSYS,BASN,BASN_biomass_2,Biomass,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,5320
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2030,26z-short-1000_w10_h168_1680w_myopic,MWh,1682165
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,1162135
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,1010377
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,32
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,2125
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2030,26z-short-1000_w10_h168_1680w_myopic,MWh,709967
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,861448
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,863432
USENSYS,BASN,BASN_geothermal_1,Geothermal,2030,26z-short-1000_w10_h168_1680w_myopic,MWh,727440
USENSYS,BASN,BASN_geothermal_1,Geothermal,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,482160
USENSYS,BASN,BASN_geothermal_1,Geothermal,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,94080
USENSYS,BASN,BASN_hydrogen_ccavgcf_moderate_0,Hydrogen,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,1355520
USENSYS,BASN,BASN_hydrogen_ccavgcf_moderate_0,Hydrogen,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,2580297
USENSYS,BASN,BASN_hydrogen_ctavgcf_moderate_0,Hydrogen,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,53306
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2030,26z-short-1000_w10_h168_1680w_myopic,MWh,2088264
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,2032387
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,2093457
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2030,26z-short-1000_w10_h168_1680w_myopic,MWh,6098196
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,6042640
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,6346669
USENSYS,BASN,BASN_landbasedwind_class3_moderate_10,Wind,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,3596255
USENSYS,BASN,BASN_landbasedwind_class3_moderate_13,Wind,2030,26z-short-1000_w10_h168_1680w_myopic,MWh,1090708
USENSYS,BASN,BASN_landbasedwind_class3_moderate_13,Wind,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,1064216
USENSYS,BASN,BASN_landbasedwind_class3_moderate_13,Wind,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,1111487
USENSYS,BASN,BASN_landbasedwind_class3_moderate_17,Wind,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,658400
USENSYS,BASN,BASN_landbasedwind_class3_moderate_17,Wind,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,701062
USENSYS,BASN,BASN_landbasedwind_class3_moderate_19,Wind,2030,26z-short-1000_w10_h168_1680w_myopic,MWh,996577
USENSYS,BASN,BASN_landbasedwind_class3_moderate_19,Wind,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,951716
