model,zone,fuel,planning_year,case,unit,value
USENSYS,MISC,east_north_central_coal,2030,26z-debug-highCCScost-foresight,MMBtu,142
USENSYS,MISC,east_north_central_coal,2040,26z-debug-highCCScost-foresight,MMBtu,169
USENSYS,MISC,east_north_central_coal,2050,26z-debug-highCCScost-foresight,MMBtu,1463520
USENSYS,MISE,east_north_central_coal,2030,26z-debug-highCCScost-foresight,MMBtu,137
USENSYS,MISE,east_north_central_coal,2040,26z-debug-highCCScost-foresight,MMBtu,184
USENSYS,MISE,east_north_central_coal,2050,26z-debug-highCCScost-foresight,MMBtu,1244
USENSYS,MISW,east_north_central_coal,2030,26z-debug-highCCScost-foresight,MMBtu,11650
USENSYS,MISW,east_north_central_coal,2040,26z-debug-highCCScost-foresight,MMBtu,272775
USENSYS,MISW,east_north_central_coal,2050,26z-debug-highCCScost-foresight,MMBtu,2627644
USENSYS,PJMC,east_north_central_coal,2030,26z-debug-highCCScost-foresight,MMBtu,64
USENSYS,PJMC,east_north_central_coal,2040,26z-debug-highCCScost-foresight,MMBtu,78
USENSYS,PJMC,east_north_central_coal,2050,26z-debug-highCCScost-foresight,MMBtu,8835
USENSYS,PJMW,east_north_central_coal,2030,26z-debug-highCCScost-foresight,MMBtu,163
USENSYS,PJMW,east_north_central_coal,2040,26z-debug-highCCScost-foresight,MMBtu,247
USENSYS,PJMW,east_north_central_coal,2050,26z-debug-highCCScost-foresight,MMBtu,449363
USENSYS,MISC,east_north_central_distillate,2030,26z-debug-highCCScost-foresight,MMBtu,10
USENSYS,MISC,east_north_central_distillate,2040,26z-debug-highCCScost-foresight,MMBtu,26
USENSYS,MISC,east_north_central_distillate,2050,26z-debug-highCCScost-foresight,MMBtu,78
USENSYS,MISE,east_north_central_distillate,2030,26z-debug-highCCScost-foresight,MMBtu,13
USENSYS,MISE,east_north_central_distillate,2040,26z-debug-highCCScost-foresight,MMBtu,32
USENSYS,MISE,east_north_central_distillate,2050,26z-debug-highCCScost-foresight,MMBtu,71
USENSYS,MISW,east_north_central_distillate,2030,26z-debug-highCCScost-foresight,MMBtu,10
USENSYS,MISW,east_north_central_distillate,2040,26z-debug-highCCScost-foresight,MMBtu,27
USENSYS,MISW,east_north_central_distillate,2050,26z-debug-highCCScost-foresight,MMBtu,11438
USENSYS,PJMC,east_north_central_distillate,2030,26z-debug-highCCScost-foresight,MMBtu,14
USENSYS,PJMC,east_north_central_distillate,2040,26z-debug-highCCScost-foresight,MMBtu,30
USENSYS,PJMC,east_north_central_distillate,2050,26z-debug-highCCScost-foresight,MMBtu,73
USENSYS,PJMW,east_north_central_distillate,2030,26z-debug-highCCScost-foresight,MMBtu,18
USENSYS,PJMW,east_north_central_distillate,2040,26z-debug-highCCScost-foresight,MMBtu,35
USENSYS,PJMW,east_north_central_distillate,2050,26z-debug-highCCScost-foresight,MMBtu,78
USENSYS,MISC,east_north_central_naturalgas,2030,26z-debug-highCCScost-foresight,MMBtu,74917327
USENSYS,MISC,east_north_central_naturalgas,2040,26z-debug-highCCScost-foresight,MMBtu,65017697
USENSYS,MISC,east_north_central_naturalgas,2050,26z-debug-highCCScost-foresight,MMBtu,56760655
USENSYS,MISE,east_north_central_naturalgas,2030,26z-debug-highCCScost-foresight,MMBtu,87175019
USENSYS,MISE,east_north_central_naturalgas,2040,26z-debug-highCCScost-foresight,MMBtu,55594489
USENSYS,MISE,east_north_central_naturalgas,2050,26z-debug-highCCScost-foresight,MMBtu,57498222
USENSYS,MISW,east_north_central_naturalgas,2030,26z-debug-highCCScost-foresight,MMBtu,142964149
USENSYS,MISW,east_north_central_naturalgas,2040,26z-debug-highCCScost-foresight,MMBtu,113758524
USENSYS,MISW,east_north_central_naturalgas,2050,26z-debug-highCCScost-foresight,MMBtu,95474054
USENSYS,PJMC,east_north_central_naturalgas,2030,26z-debug-highCCScost-foresight,MMBtu,101325044
USENSYS,PJMC,east_north_central_naturalgas,2040,26z-debug-highCCScost-foresight,MMBtu,77816042
USENSYS,PJMC,east_north_central_naturalgas,2050,26z-debug-highCCScost-foresight,MMBtu,71094827
USENSYS,PJMW,east_north_central_naturalgas,2030,26z-debug-highCCScost-foresight,MMBtu,408161704
USENSYS,PJMW,east_north_central_naturalgas,2040,26z-debug-highCCScost-foresight,MMBtu,231264587
USENSYS,PJMW,east_north_central_naturalgas,2050,26z-debug-highCCScost-foresight,MMBtu,223446609
USENSYS,MISC,east_north_central_naturalgas_ccs90,2030,26z-debug-highCCScost-foresight,MMBtu,2035
USENSYS,MISC,east_north_central_naturalgas_ccs90,2040,26z-debug-highCCScost-foresight,MMBtu,45817
USENSYS,MISC,east_north_central_naturalgas_ccs90,2050,26z-debug-highCCScost-foresight,MMBtu,104408304
USENSYS,MISE,east_north_central_naturalgas_ccs90,2030,26z-debug-highCCScost-foresight,MMBtu,14688150
USENSYS,MISE,east_north_central_naturalgas_ccs90,2040,26z-debug-highCCScost-foresight,MMBtu,124875687
USENSYS,MISE,east_north_central_naturalgas_ccs90,2050,26z-debug-highCCScost-foresight,MMBtu,123024071
USENSYS,MISW,east_north_central_naturalgas_ccs90,2030,26z-debug-highCCScost-foresight,MMBtu,1333
