period,value,model,zone,resource_name,tech_type,case,timestep,unit,planning_year
2030,745409.8695895419,SWITCH,BASN,BASN_batteries_1,Battery,base_short_current_policy,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_short_current_policy,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_biomass_1,Other,base_short_current_policy,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_biomass_2,Other,base_short_current_policy,all,MWh,2030
2030,15143708.218976641,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_short_current_policy,all,MWh,2030
2030,414278.4483791139,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_short_current_policy,all,MWh,2030
2030,24946129.80910297,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_short_current_policy,all,MWh,2030
2030,3875606.032,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_short_current_policy,all,MWh,2030
2030,4366627.574399999,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_short_current_policy,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_hydrogen_ccavgcf_moderate_0,Hydrogen,base_short_current_policy,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_hydrogen_ctavgcf_moderate_0,Hydrogen,base_short_current_policy,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0,Wind,base_short_current_policy,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1,Wind,base_short_current_policy,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10,Wind,base_short_current_policy,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11,Wind,base_short_current_policy,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_12,Wind,base_short_current_policy,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_13,Wind,base_short_current_policy,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_14,Wind,base_short_current_policy,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_15,Wind,base_short_current_policy,all,MWh,2030
