Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
t1,66.46028478877922,106.12240146378998,85.17989194192819,49.91641368459243,35.89146848056355,43.452848470950165,40.35206623952582,45.579068376645246,39.63530299672071,50.65432195977451,45.16359224903131,40.43681731977619,37.48743775719016,41.853696839035216,43.91647094792894,40.35191961195862,44.38638252762256,42.407161677825975,42.782274513223705,48.48565904454134,46.37069752675423,39.60621668422295,46.21071485203453,58.517919799769984,50.575888662104695,47.792073190628265
t2,66.46025952773805,106.12239610147361,85.1798913476159,49.91640112550207,35.89143977886788,38.34979495839296,40.35192099528128,43.88181360583586,35.45605284913727,50.65430431884486,45.16359010684526,40.43678527886042,37.48743163853824,41.853694564225364,43.91646901372337,40.35191870568674,36.26712246825026,36.41342876999857,37.91774280317049,41.25125222330195,44.46110975043545,39.606213919862945,46.21070459312264,58.517912157157085,43.029578880688035,40.661129445593986
t3,43.22149291508687,106.12228099017305,85.17988965263508,47.69141828172325,26.917026702581566,36.64033928380683,39.455912326010534,41.92581489204406,35.455953872495144,37.63813146786773,45.16358653207915,30.325839665434497,37.48742664404926,41.8536918979085,43.91646555959766,40.35191460932548,32.98081578929299,34.790286395362074,34.54397972825182,39.412462393538945,44.46115701883681,39.60621668004999,44.15089779431285,49.087740769879275,41.9516218525367,39.64250704737483
t4,42.738641892607845,91.38615850852534,85.17986016079824,46.37072210797201,26.917020573828637,35.81261242287749,38.81672442428118,40.76478188486785,35.45595384614768,28.516489502404617,45.163585813585186,30.325832696237033,37.487426692529475,41.85369122426106,43.91646489449486,40.35191450166738,32.235740994148074,34.004352811411096,33.76359325164206,38.32103020232825,46.37068787422063,39.606195640718624,42.92824692891611,48.53936534440129,41.95162057213118,39.642505572618305
t5,42.73849354270201,61.33805109771577,57.172404921087704,46.37072050258768,26.91702150103501,35.81251266340584,38.816772796860576,40.76477953135292,35.45595000023522,18.02789112587465,45.16358231740501,30.325833463458416,37.48742290385111,41.85368895734651,43.91646151286969,40.35191068162187,20.57366103636625,34.00425770284732,33.76349692650527,38.32102791284035,46.37069665014671,39.60621345478887,42.92824481749364,48.53936307651378,41.951619189320816,39.64250425492166
t6,35.8971812485202,61.33800861902521,57.172365523064144,46.37072028712007,26.917015934247104,35.81252011779696,38.81685966812762,40.764778485857065,35.45595656144187,13.387675685883583,45.16358620916353,30.32582723746564,37.48742973147331,41.85369109707763,43.91646534095339,40.35191776282038,11.731144878932835,34.00426469858852,33.76350914408215,38.321026848444454,46.370707475277634,39.606215660809966,42.9282441795425,48.53935928705448,41.95161598322206,39.64250011599213
t7,35.89709087516486,56.9951234692048,53.124416192763285,46.37072005027852,26.917004849702664,36.63991832963533,40.35191100694581,40.01659454350624,35.45595735917554,13.387655040795082,45.163586107765276,30.325814851065,37.487430826093984,41.85369085615354,43.91646525884484,40.35191911375622,11.731072206125221,34.789886120326116,34.54356758925714,37.6176941894015,46.37070888892985,39.60621650284132,42.92823448265352,47.64849755221545,41.181661641980824,38.91492085257851
t8,42.738622897277686,56.99511349574596,53.12440873792832,46.370720755699566,10.702909842571165,37.47241925790444,40.35192018834127,40.76477837196632,35.455957376246175,13.387641438624689,45.16358242964781,12.058342958086843,37.487430599549555,41.853688270893365,43.91646178529631,40.3519189507167,11.731064857711837,35.580352671917645,34.893285835949385,38.32102667010662,46.370708211263036,39.606217116702354,42.928244781875385,48.53935819908193,41.95161532121814,39.64250020259549
t9,42.73862171833978,56.99510263628259,53.12439846086796,13.865670453323144,10.702882740555864,11.712165894456204,12.612164160930828,12.189393549462975,10.573016687765017,13.387624744864816,13.46784457709807,12.058311610539034,11.178804842169466,13.283624104317107,13.095950638156628,12.032999206928707,10.814882276003324,11.341111042765602,11.307093544127598,11.458668278386993,13.872351035184227,11.514909282337877,12.836308479255909,48.53934160160356,41.95160065532543,11.853811829899568
t10,15.373565388446327,47.0443387906631,42.8767547009396,13.865565636258317,10.702881404593954,11.668767881797216,12.565425175906093,12.189301614760435,10.573002276032495,13.387623519019185,13.467830123733075,12.058308119580087,11.178789321725471,13.283621462869691,13.095935597467385,12.03298246599161,10.814843332552439,11.34103189154376,11.307055348784191,11.458581572079163,12.926303908084941,11.514811357771515,12.836211800714226,17.430410460163568,15.064795865037786,11.076616796412507
t11,11.576306217124964,12.763838550912691,11.896666084929821,13.21152399448683,10.702880664111026,11.380705656555481,12.255236629231765,11.614329590905747,10.572999742248125,13.293563079656668,13.46782885894859,12.058306777726852,11.178787427107041,13.283619440940345,13.095934149582028,12.032980954790306,10.519016999961762,10.806076647458593,10.997763757819783,10.580231511914072,12.926300902817088,11.514795097240656,12.23072496556671,12.022212709243567,13.910084568748998,10.22754854890919
t12,13.009821146589566,12.763367961774836,11.896588838405131,13.865564808045388,10.702881124757749,11.668754024907205,12.565417013229299,12.189302529409625,10.573000206169102,13.387603078848127,13.467828381267982,12.058306702090466,11.17878735236961,13.28361661889308,13.095933562941827,12.032980445156534,11.73105224282431,11.529745513089274,11.307076283282768,11.458582519769863,12.926298197892217,11.51480995627984,12.836211873177641,13.02033287459548,15.06494201562028,11.853725174996192
t13,13.009902922473536,12.763345676766214,11.896586566871454,13.865564622119619,10.702883372161446,11.668759612826717,12.56542082482677,12.189301969683312,10.573003212132539,13.387612976413402,13.467829333721623,12.05831041543053,11.17878870860262,13.283619919364938,13.095934596745849,12.032981450399463,11.821708058559892,11.529756581161662,11.307090242770776,11.458581738140579,12.92629827893755,11.514810004154212,12.836211379444144,13.020332063222446,15.064941996942771,11.853719109857893
t14,13.009908605072175,12.763325660256967,11.896587906122331,13.865565989833573,10.702887785381284,11.668760185192173,12.565421899331156,12.189302537640163,10.573004569931365,13.38761489766861,13.467829302505711,12.058314379530726,11.178788735471725,13.28362039092254,13.095934696825442,12.032981439870081,11.82171568056714,11.529772050081704,11.307097509942842,11.458581994910793,12.926289775379718,11.514810026213773,12.83621208135761,13.020332315880276,15.064942028322983,11.853720126210678
t15,13.009901185958928,12.128404163088787,11.896581492216622,13.865567132402413,10.7029013248018,11.668762028481659,12.565423208818848,12.189303931505226,10.5730035825087,13.38761698258234,13.467829418198638,12.058319603916436,11.178788951430503,13.283620855787047,13.095934990511001,12.032981705394059,11.821708349160614,11.530408942489458,11.307094675047527,11.458583760059128,12.926297434473234,11.514810140612525,12.836213152476258,13.020332524331275,15.064942543971803,11.853725424655321
t16,13.009910329611465,12.128451226761692,11.896586767021557,13.865568660872954,12.53073842806912,11.668770565858576,12.565426249385698,12.189304416144722,10.573004384958823,13.38762241003164,13.467831749969713,12.058322193654458,11.178790364819873,13.283621825630986,13.095936689440828,12.032983266306498,11.82171870795546,11.529794130323133,11.30710089871526,11.458583959902095,12.926300615684475,11.514810767659391,12.836213988294238,13.020334249880282,15.0649436256468,11.853725863050238
t17,19.14124235520109,16.33218044932205,17.503225311180323,25.712270368505166,26.91704126037301,22.856385231718736,24.61276033723016,22.60380001589565,20.948500073777616,18.027846306520395,26.684087956615823,23.891403620479824,22.148761358809132,26.319101357129117,25.947247869802187,23.841196210223323,20.5736156567969,21.702384775774252,21.345113234668517,21.248753616534334,23.970621348343688,21.353213660233184,23.803427179536705,19.156582444522627,22.16478030026342,20.944771949431534
t18,37.49479759558942,28.116050377696514,30.164613958410527,47.4458408841646,40.86790067894041,40.351818092940185,40.35205358631048,41.70992283467245,35.455961674153684,41.98394840409088,45.16359493589191,40.43689696312421,37.487435927771415,41.85369813726835,43.91647335879123,40.351920051789826,36.788868464912525,38.807276990737456,37.91765189574352,37.51363037598046,46.370718740676935,41.35247228801664,43.92354891018536,33.01396937642547,39.130834601092566,36.97692624186736
t19,43.29303406543673,42.47262400018839,39.58818593025585,109.14015942960854,40.86790502344798,42.453037508509986,44.048673044061886,43.88182145604076,37.440137448587826,47.406957712570076,45.16359819094877,40.43690026409157,39.58529624407738,41.85369922609867,43.91647627237854,40.35192289620384,39.339087440189566,40.828052174696786,40.03958430172505,39.46705152365291,46.3707654862462,45.05351492533936,46.21072357232839,43.32769062696118,50.13152087965667,40.82799173949028
t20,58.5648149499867,55.91343558144238,57.17242600380313,109.14015596400536,40.86790485533732,48.39693862533244,46.88750496588539,54.782959070934304,40.35192193653791,50.654318408687296,48.07428636193929,43.042963539996045,42.66391341700828,41.85380495225031,46.74679097031913,42.95251131277633,51.73203889494837,50.97054784104349,49.54366766479533,51.4988501961455,48.382760269364375,54.313480323844466,57.69039621153138,58.51791988072971,67.70710195706013,53.27476249248912
t21,58.56486324766856,68.71196377531716,64.04553727618466,109.14011730539615,40.86790529941957,41.84337990388578,44.048680968860694,42.70232380777349,35.45596797193423,50.65431856804513,45.16359957670155,40.436902397164644,37.48744294235952,41.85369939108355,43.91647739171093,40.35192400495678,41.91042920849175,39.73061446603467,39.44927725734311,40.14240485181763,46.370719959856274,45.203238411478374,46.21072091429691,58.51792373687711,67.70708905255795,38.80426086683193
t22,58.56486323879868,68.71196838369086,64.04553795307541,49.916781273864125,40.86790438442002,39.276158040195,44.04866695619778,42.56087436049913,35.45595697322119,50.65431862584971,45.16359832544158,40.43690034806581,37.48743849214184,41.85369886183913,43.916476263833665,40.35192292244245,39.33908779704951,37.29301575989419,37.62658024360323,36.51361986973058,46.37071926395449,45.05351065255049,46.21071974018564,58.51791994417863,50.57588560791745,35.29643781818632
t23,58.56486243979984,68.71196822373349,64.04553796766352,49.91641781821012,40.867806406227245,35.81251964333529,44.04866272953785,42.56086244885588,31.182590956070367,50.65431834049722,45.163595210000295,40.436896747784054,37.487431995934216,41.853697962287015,43.916473567058816,40.35192025242799,35.86989700719778,34.0042590227206,33.347577543464226,32.870727296974586,46.3707180938476,45.05350696665181,46.21071582276338,58.517919033926,34.28777365960954,6.033538109692899e-6
