resource_name,zone,tech_type,model,planning_year,case,unit,start_value,end_value,start_MWh,end_MWh
BASN_batteries_1,BASN,Battery,SWITCH,2030,base_short_no_ccs,MW,201.0,935.8,726.0,2195.6
BASN_biomass_1,BASN,Other,SWITCH,2030,base_short_no_ccs,MW,11.952756,11.952756,0.0,0.0
BASN_biomass_2,BASN,Other,SWITCH,2030,base_short_no_ccs,MW,6.429758,6.429758,0.0,0.0
BASN_conventional_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_short_no_ccs,MW,2566.3,2566.3,0.0,0.0
BASN_conventional_steam_coal_1,BASN,Coal,SWITCH,2030,base_short_no_ccs,MW,51.0,51.0,0.0,0.0
BASN_conventional_steam_coal_2,BASN,Coal,SWITCH,2030,base_short_no_ccs,MW,2949.2,2949.2,0.0,0.0
BASN_distributed_generation_1,BASN,Distributed Solar,SWITCH,2030,base_short_no_ccs,MW,1642.0,1642.0,0.0,0.0
BASN_geothermal_1,BASN,Geothermal,SWITCH,2030,base_short_no_ccs,MW,413.3415,432.4705,0.0,0.0
BASN_natural_gas_fired_combined_cycle_1,BASN,Natural Gas,SWITCH,2030,base_short_no_ccs,MW,1038.0,1038.0,0.0,0.0
BASN_natural_gas_fired_combined_cycle_2,BASN,Natural Gas,SWITCH,2030,base_short_no_ccs,MW,6273.9,6273.9,0.0,0.0
BASN_natural_gas_fired_combustion_turbine_1,BASN,Natural Gas,SWITCH,2030,base_short_no_ccs,MW,2025.0,2025.0,0.0,0.0
BASN_natural_gas_fired_combustion_turbine_2,BASN,Natural Gas,SWITCH,2030,base_short_no_ccs,MW,236.2,236.2,0.0,0.0
BASN_natural_gas_internal_combustion_engine_1,BASN,Natural Gas,SWITCH,2030,base_short_no_ccs,MW,221.4,221.4,0.0,0.0
BASN_natural_gas_steam_turbine_1,BASN,Natural Gas,SWITCH,2030,base_short_no_ccs,MW,5.0,5.0,0.0,0.0
BASN_onshore_wind_turbine_1,BASN,Wind,SWITCH,2030,base_short_no_ccs,MW,1510.1,1510.1,0.0,0.0
BASN_petroleum_liquids_1,BASN,Other,SWITCH,2030,base_short_no_ccs,MW,25.8,25.8,0.0,0.0
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_short_no_ccs,MW,176.8768,176.8768,0.0,0.0
