Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26
cTotal,3.467759978859458e11,8.592986583431505e9,6.580699299750207e9,6.51260514796978e9,1.362042951828595e10,1.009297879103461e10,1.0522661649008072e10,5.003511000603898e9,5.272572055202203e9,1.3684507027226383e10,1.0773542182513443e10,6.439551208090974e8,4.2916971532555246e9,4.1664530585909033e9,5.38539814768575e9,1.7381171081277245e10,1.6228277310030674e10,8.628788530973007e9,5.105877717248049e9,2.827885472244882e9,1.5964460142186737e10,1.2342688659032108e10,1.2074404074823763e10,1.1892037636300255e10,7.042435275641462e9,1.8899130086653053e10,4.296407600674932e9
cFix,1.8246755837137994e11,7.492190715650001e9,4.68237260981e9,4.862251931360001e9,7.40103268787e9,7.435288830149999e9,7.79143541306e9,3.5067791981e9,3.1148198504500003e9,1.064988294227e10,8.96079865517e9,5.0399140471000004e8,3.75883853448e9,2.82798649963e9,4.67780334894e9,9.938663762990002e9,1.060205973813e10,8.47131203795e9,4.90511220421e9,2.7075813985e9,1.5386907365789999e10,9.12435611807e9,1.005254313827e10,7.974763669290001e9,5.9742004514e9,1.5582674648449999e10,4.08191121668e9
cVar,6.36553856067344e9,8.88692784513835e7,1.83689253405313e8,1.2958890155528909e8,5.879009526996918e8,2.721700581530292e8,2.6639696015351853e8,1.4361900105137718e8,2.998214800390211e8,2.8291956878271717e8,1.643082590626969e8,1.7802870660707604e7,9.347713609526551e7,2.8163864615034366e8,1.2360358427699274e8,9.128856435443983e8,6.107376257873057e8,1.1332161689478999e7,3.681390844999565e7,2.327215248810945e7,6.041630633924271e7,4.63130839257002e8,3.191904641718961e8,4.7144889622890836e8,1.532778590377385e8,3.436764641593834e8,2.3550288983110957e7
cFuel,4.07845123506312e10,8.733754745864712e8,1.4909045040505428e9,1.0357479870664659e9,4.7178640630816765e9,2.083750653707349e9,2.0563269148282752e9,1.1007492567834218e9,1.5616181060365407e9,2.127992618431802e9,1.4883166733542511e9,8.595282097244607e7,3.8304357348292935e8,9.467179617951316e8,5.02657945066385e8,5.466216055829714e9,4.082181906328153e9,8.444234447511669e7,1.3751882371160287e8,8.414929380194004e7,4.13961324711529e8,2.4236103484045777e9,1.489770300252032e9,2.963842626624666e9,7.885625405457354e8,2.242439274539186e9,1.5279895816018876e8
cNSE,7.555442988207413e8,32955.067272866,37033.089097004486,3.3746476342733896e8,34582.29728645614,30108.52415444028,31198.590676817483,32046.570617053912,30890.52802041892,1.0917403464847887e8,1.805388866549662e7,31827.8191917204,28370.58065719445,31362.237213381468,32072.036819445835,32647.784197567093,32474.897560480775,3.400450622231593e7,29619.37953636161,29071.356249831933,29963.11136209992,36894.00479133221,34869.211858364186,32149.553893327084,1.1331207013607396e7,2.44880971791531e8,24790.4115166076
cStart,7.454406740950632e9,1.38518159676377e8,2.2369589939525297e8,1.4755156456068662e8,9.135972323372946e8,3.017391405000813e8,4.0847116237559944e8,2.5233149809848192e8,2.9628172814862025e8,5.1453786309338206e8,1.4206470626099864e8,3.617619664675194e7,5.630953861667353e7,1.10078588778215e8,8.130119736555372e7,1.0633729711289302e9,9.332655648876554e8,2.769748063609389e7,2.6403161496914495e7,1.2853556098583039e7,1.0314518223460703e8,3.3155445929573596e8,2.1286530291797572e8,4.8195029460278785e8,1.1506321764438176e8,4.854587277129546e8,3.812234644011594e7
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cNetworkExp,8.322311446986753e7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cUnmetPolicyPenalty,1.0886521444900479e11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cCO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
