period,value,model,zone,resource_name,tech_type,case,timestep,unit,planning_year
2027,484561.3118693267,SWITCH,BASN,BASN_batteries_1,Battery,base_short_current_policies,all,MWh,2027
2027,7.538484094900286e-09,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_short_current_policies,all,MWh,2027
2027,65473.984799991085,SWITCH,BASN,BASN_biomass_1,Other,base_short_current_policies,all,MWh,2027
2027,179472.3839999969,SWITCH,BASN,BASN_biomass_2,Other,base_short_current_policies,all,MWh,2027
2027,9085551.054114128,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_short_current_policies,all,MWh,2027
2027,14108417.133661065,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_short_current_policies,all,MWh,2027
2027,31053344.127519317,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_short_current_policies,all,MWh,2027
2027,2901193.471,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_short_current_policies,all,MWh,2027
2027,4035503.4719999996,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_short_current_policies,all,MWh,2027
2027,2.2743470217268085e-10,SWITCH,BASN,BASN_hydrogen_fframe_ct_moderate_0,Hydro,base_short_current_policies,all,MWh,2027
2027,3.737316916021786e-10,SWITCH,BASN,BASN_hydrogen_hframe_cc_moderate_0,Hydro,base_short_current_policies,all,MWh,2027
2027,1.681443786831635e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0_anyQual:0,Wind,base_short_current_policies,all,MWh,2027
2027,2.386803228085636e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10_anyQual:0,Wind,base_short_current_policies,all,MWh,2027
2027,2.3916484782607427e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11_anyQual:1,Wind,base_short_current_policies,all,MWh,2027
2027,18654545.458806213,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1_anyQual:1,Wind,base_short_current_policies,all,MWh,2027
2027,4.4897525282481754e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_2_anyQual:0,Wind,base_short_current_policies,all,MWh,2027
2027,7.039459708024227e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_3_anyQual:1,Wind,base_short_current_policies,all,MWh,2027
2027,3.329747637163657e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_4_anyQual:0,Wind,base_short_current_policies,all,MWh,2027
2027,4.182217181304643e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_5_anyQual:1,Wind,base_short_current_policies,all,MWh,2027
2027,3.276515573084281e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_6_anyQual:0,Wind,base_short_current_policies,all,MWh,2027
2027,3.1932465720084435e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_7_anyQual:1,Wind,base_short_current_policies,all,MWh,2027
2027,2.715474794122374e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_8_anyQual:0,Wind,base_short_current_policies,all,MWh,2027
2027,2.8770353373159943e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_9_anyQual:1,Wind,base_short_current_policies,all,MWh,2027
2027,968417.9747309518,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,base_short_current_policies,all,MWh,2027
2027,19533603.71056133,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,base_short_current_policies,all,MWh,2027
2027,1.7016978056102333e-09,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,base_short_current_policies,all,MWh,2027
2027,2.135106761319352e-09,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,base_short_current_policies,all,MWh,2027
2027,3.303918569434665e-09,SWITCH,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,base_short_current_policies,all,MWh,2027
