Region,Resource,Zone,Cluster,AnnualSum
BASN,BASN_biomass_1,1,1,7.428875271009178e6
BASN,BASN_conventional_hydroelectric_1,1,1,2.698750945122757e8
BASN,BASN_conventional_steam_coal_1,1,1,7.931972667549064e6
BASN,BASN_geothermal_1,1,1,2.5593375431871813e7
BASN,BASN_natural_gas_fired_combined_cycle_1,1,1,1.1893976722713084e9
BASN,BASN_natural_gas_fired_combustion_turbine_1,1,1,7.617804354417084e7
BASN,BASN_natural_gas_internal_combustion_engine_1,1,1,1.2684769687730413e7
BASN,BASN_onshore_wind_turbine_1,1,1,4.160851054069088e7
BASN,BASN_small_hydroelectric_1,1,1,6.4957360601385206e7
BASN,BASN_solar_photovoltaic_1,1,1,2.823796480620746e8
CANO,CANO_biomass_1,2,1,2.831722580121206e7
CANO,CANO_conventional_hydroelectric_1,2,1,1.0061037591328566e9
CANO,CANO_hydroelectric_pumped_storage_1,2,1,4.4150959560186803e8
CANO,CANO_natural_gas_fired_combined_cycle_1,2,1,1.4418098207274697e9
CANO,CANO_natural_gas_fired_combustion_turbine_1,2,1,9.166780330519147e7
CANO,CANO_natural_gas_internal_combustion_engine_1,2,1,1.4453549175169293e7
CANO,CANO_natural_gas_steam_turbine_1,2,1,113923.13924630126
CANO,CANO_onshore_wind_turbine_1,2,1,8.21818856533153e6
CANO,CANO_petroleum_liquids_1,2,1,2.430244739677496e6
CANO,CANO_small_hydroelectric_1,2,1,9.68538388612385e7
CANO,CANO_solar_photovoltaic_1,2,1,1.7491165084248024e8
CASO,CASO_biomass_1,3,1,3.30760256365518e7
CASO,CASO_conventional_hydroelectric_1,3,1,1.5056745606339264e8
CASO,CASO_geothermal_1,3,1,1.179144701571245e7
CASO,CASO_hydroelectric_pumped_storage_1,3,1,3.389630958841281e8
CASO,CASO_natural_gas_fired_combined_cycle_1,3,1,1.7260870888451016e9
CASO,CASO_natural_gas_fired_combustion_turbine_1,3,1,1.8141975240445545e8
CASO,CASO_natural_gas_internal_combustion_engine_1,3,1,2.9763731604790483e6
CASO,CASO_onshore_wind_turbine_1,3,1,7.82745892608865e7
CASO,CASO_petroleum_liquids_1,3,1,52790.257700476934
CASO,CASO_small_hydroelectric_1,3,1,3.572410623887402e7
CASO,CASO_solar_photovoltaic_1,3,1,4.433915777043171e8
FRCC,FRCC_biomass_1,4,1,4.812227777593307e7
FRCC,FRCC_conventional_hydroelectric_1,4,1,7.549085024814688e6
FRCC,FRCC_conventional_steam_coal_1,4,1,10.89382894733072
FRCC,FRCC_natural_gas_fired_combined_cycle_1,4,1,3.587512219413959e9
FRCC,FRCC_natural_gas_fired_combustion_turbine_1,4,1,5.990726127914695e6
FRCC,FRCC_natural_gas_internal_combustion_engine_1,4,1,873609.3640129166
FRCC,FRCC_natural_gas_steam_turbine_1,4,1,798116.2460210298
FRCC,FRCC_nuclear_1,4,1,1.9277151718809745e9
FRCC,FRCC_petroleum_liquids_1,4,1,3.514322218917922
FRCC,FRCC_solar_photovoltaic_1,4,1,2.976840598296031e8
ISNE,ISNE_biomass_1,5,1,2.2024946558208637e7
ISNE,ISNE_conventional_hydroelectric_1,5,1,1.5283218643275243e8
ISNE,ISNE_hydroelectric_pumped_storage_1,5,1,5.828698609903303e8
ISNE,ISNE_natural_gas_fired_combined_cycle_1,5,1,4.1892307007639327e9
ISNE,ISNE_natural_gas_fired_combustion_turbine_1,5,1,4.070912642247072e8
ISNE,ISNE_natural_gas_internal_combustion_engine_1,5,1,1.353229420843961e7
ISNE,ISNE_natural_gas_steam_turbine_1,5,1,2.5324051738826637e6
ISNE,ISNE_nuclear_1,5,1,2.3429217771566935e9
ISNE,ISNE_onshore_wind_turbine_1,5,1,2.1319039220826705e6
ISNE,ISNE_petroleum_liquids_1,5,1,7.539539175004223e7
ISNE,ISNE_small_hydroelectric_1,5,1,1.3991488486656907e8
ISNE,ISNE_solar_photovoltaic_1,5,1,6.782243163081342e7
MISC,MISC_biomass_1,6,1,2.3008641107512053e7
MISC,MISC_conventional_hydroelectric_1,6,1,4.590816917385778e7
MISC,MISC_conventional_steam_coal_1,6,1,6.559356706222844e7
MISC,MISC_hydroelectric_pumped_storage_1,6,1,8.72364088039433e7
MISC,MISC_natural_gas_fired_combined_cycle_1,6,1,7.705085078987963e8
MISC,MISC_natural_gas_fired_combustion_turbine_1,6,1,1.921295266137154e8
MISC,MISC_natural_gas_internal_combustion_engine_1,6,1,2.496776819027395e6
MISC,MISC_natural_gas_steam_turbine_1,6,1,3.250221657554864e6
MISC,MISC_nuclear_1,6,1,9.972063259879916e8
MISC,MISC_onshore_wind_turbine_1,6,1,7.942061230589917e7
MISC,MISC_petroleum_liquids_1,6,1,699746.8850152082
MISC,MISC_small_hydroelectric_1,6,1,5.987378726861878e6
MISC,MISC_solar_photovoltaic_1,6,1,1.6971405391785982e8
MISE,MISE_biomass_1,7,1,1.804110297476454e7
MISE,MISE_conventional_steam_coal_1,7,1,1.2867941773626672e6
MISE,MISE_hydroelectric_pumped_storage_1,7,1,4.178665891921821e8
MISE,MISE_natural_gas_fired_combined_cycle_1,7,1,8.574166879265109e8
MISE,MISE_natural_gas_fired_combustion_turbine_1,7,1,1.459291770371208e8
MISE,MISE_natural_gas_internal_combustion_engine_1,7,1,6.201028769308477e6
MISE,MISE_natural_gas_steam_turbine_1,7,1,518411.2245912122
MISE,MISE_nuclear_1,7,1,5.63867499461284e8
MISE,MISE_onshore_wind_turbine_1,7,1,9.263575699601994e7
MISE,MISE_small_hydroelectric_1,7,1,4.693620286117585e6
MISE,MISE_solar_photovoltaic_1,7,1,4.872863638386755e7
MISS,MISS_biomass_1,8,1,1.338919223878651e7
MISS,MISS_conventional_hydroelectric_1,8,1,4.48110760805775e7
MISS,MISS_conventional_steam_coal_1,8,1,1.2930559855017666e7
MISS,MISS_natural_gas_fired_combined_cycle_1,8,1,2.4074245987904735e9
MISS,MISS_natural_gas_fired_combustion_turbine_1,8,1,9.398585345540786e7
MISS,MISS_natural_gas_internal_combustion_engine_1,8,1,4.968700983710217e6
MISS,MISS_natural_gas_steam_turbine_1,8,1,655855.8113538275
MISS,MISS_nuclear_1,8,1,2.3017633510889473e9
MISS,MISS_onshore_wind_turbine_1,8,1,7.968728218889588e7
MISS,MISS_petroleum_liquids_1,8,1,24613.348942749017
MISS,MISS_small_hydroelectric_1,8,1,1.1229645103498367e6
MISS,MISS_solar_photovoltaic_1,8,1,9.478479840897475e7
MISW,MISW_biomass_1,9,1,2.026603861351191e7
MISW,MISW_conventional_hydroelectric_1,9,1,1.0138003808986625e7
MISW,MISW_conventional_steam_coal_1,9,1,8.042561659590425e7
MISW,MISW_natural_gas_fired_combined_cycle_1,9,1,1.3386235849619536e9
MISW,MISW_natural_gas_fired_combustion_turbine_1,9,1,1.9000943758383435e8
MISW,MISW_natural_gas_internal_combustion_engine_1,9,1,6.239051210033459e7
MISW,MISW_natural_gas_steam_turbine_1,9,1,3.721703086063856e6
MISW,MISW_nuclear_1,9,1,9.930768320890744e8
MISW,MISW_onshore_wind_turbine_1,9,1,1.7640425926571864e8
MISW,MISW_petroleum_liquids_1,9,1,3.8348047866634233e6
MISW,MISW_small_hydroelectric_1,9,1,9.434633620920347e7
MISW,MISW_solar_photovoltaic_1,9,1,1.0794340856579854e8
NWPP,NWPP_biomass_1,10,1,2.5965384856953878e7
NWPP,NWPP_conventional_hydroelectric_1,10,1,7.245602544884872e9
NWPP,NWPP_conventional_steam_coal_1,10,1,3.0014418112639073e7
NWPP,NWPP_hydroelectric_pumped_storage_1,10,1,5.890653413437189e7
NWPP,NWPP_natural_gas_fired_combined_cycle_1,10,1,8.727570324940145e8
NWPP,NWPP_natural_gas_fired_combustion_turbine_1,10,1,2.1261767241650213e7
NWPP,NWPP_natural_gas_internal_combustion_engine_1,10,1,2.8600875328080963e7
NWPP,NWPP_natural_gas_steam_turbine_1,10,1,269865.49345078843
NWPP,NWPP_nuclear_1,10,1,5.291089671854046e8
NWPP,NWPP_onshore_wind_turbine_1,10,1,5.927179234005532e7
NWPP,NWPP_petroleum_liquids_1,10,1,60000.47761704895
NWPP,NWPP_small_hydroelectric_1,10,1,1.833010910006634e8
NWPP,NWPP_solar_photovoltaic_1,10,1,6.852456550803448e7
NYCW,NYCW_biomass_1,11,1,896742.253746795
NYCW,NYCW_natural_gas_fired_combined_cycle_1,11,1,1.024832468850843e9
NYCW,NYCW_natural_gas_fired_combustion_turbine_1,11,1,3.211858420038737e8
NYCW,NYCW_natural_gas_internal_combustion_engine_1,11,1,6.967251203451332e6
NYCW,NYCW_natural_gas_steam_turbine_1,11,1,1.835054486379511e6
NYCW,NYCW_petroleum_liquids_1,11,1,4.23939324951085e6
NYCW,NYCW_solar_photovoltaic_1,11,1,1.8749802304985712e6
