region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
BASN,BASN_biomass_1,1,1,1,0.0,0.0,2.4739399999999995e6,0.0,845295.3599999904,1.9685352960000027e6,0.0,0.0,0.0,7.428875271009178e6,0.0,0.0,0.0,0.0,0.0,7.428875271009178e6,5.287770655999993e6,2.141104615009185e6
BASN,BASN_conventional_hydroelectric_1,1,1,2,0.0,0.0,6.955105839999999e7,0.0,0.0,0.0,0.0,0.0,0.0,2.698750945122757e8,0.0,0.0,0.0,0.0,0.0,2.698750945122757e8,6.955105839999999e7,2.0032403611227572e8
BASN,BASN_conventional_steam_coal_1,1,1,3,0.0,0.0,2.05603286e7,0.0,24891.19227223977,186625.68605988508,0.0,0.0,0.0,7.931972667549064e6,0.0,0.0,0.0,2.721600844647359e6,0.0,7.931972667549064e6,2.3493446322979484e7,-1.556147365543042e7
BASN,BASN_geothermal_1,1,1,4,0.0,0.0,1.18142065e7,0.0,0.0,0.0,0.0,0.0,0.0,2.5593375431871813e7,0.0,0.0,0.0,0.0,0.0,2.5593375431871813e7,1.18142065e7,1.3779168931871813e7
BASN,BASN_natural_gas_fired_combined_cycle_1,1,1,5,0.0,0.0,8.850223739999998e7,0.0,2.808373148800195e7,2.5281430497361428e8,0.0,0.0,0.0,1.1893976722713084e9,0.0,0.0,0.0,6.097421373590882e8,0.0,1.1893976722713084e9,9.791424112207043e8,2.102552610506041e8
BASN,BASN_natural_gas_fired_combustion_turbine_1,1,1,6,0.0,0.0,2.0234961599999998e7,0.0,1.127008061777645e6,1.0584484046861753e7,0.0,0.0,0.0,7.617804354417084e7,0.0,0.0,0.0,2.5527851069385543e7,0.0,7.617804354417084e7,5.747430477802494e7,1.87037387661459e7
BASN,BASN_natural_gas_internal_combustion_engine_1,1,1,7,0.0,0.0,4.2735e6,0.0,235828.40352245263,2.0182523836340134e6,0.0,0.0,0.0,1.2684769687730413e7,0.0,0.0,0.0,4.867657794346399e6,0.0,1.2684769687730413e7,1.1395238581502864e7,1.2895311062275488e6
BASN,BASN_onshore_wind_turbine_1,1,1,8,0.0,0.0,2.236e7,0.0,0.0,0.0,0.0,0.0,0.0,4.160851054069088e7,0.0,0.0,0.0,0.0,0.0,4.160851054069088e7,2.236e7,1.9248510540690877e7
BASN,BASN_small_hydroelectric_1,1,1,9,0.0,0.0,6.7466832e6,0.0,0.0,0.0,0.0,0.0,0.0,6.4957360601385206e7,0.0,0.0,0.0,0.0,0.0,6.4957360601385206e7,6.7466832e6,5.82106774013852e7
BASN,BASN_solar_photovoltaic_1,1,1,10,0.0,0.0,9.66952266e7,0.0,0.0,0.0,0.0,0.0,0.0,2.823796480620746e8,0.0,0.0,0.0,0.0,0.0,2.823796480620746e8,9.66952266e7,1.856844214620746e8
CANO,CANO_biomass_1,2,1,11,0.0,0.0,8.613535e6,0.0,3.451873152000023e6,8.036080415999818e6,0.0,0.0,0.0,2.831722580121206e7,0.0,0.0,0.0,0.0,0.0,2.831722580121206e7,2.010148856799984e7,8.215737233212221e6
CANO,CANO_conventional_hydroelectric_1,2,1,12,0.0,0.0,2.6438623600000003e8,0.0,0.0,0.0,0.0,0.0,0.0,1.0061037591328566e9,0.0,0.0,0.0,0.0,0.0,1.0061037591328566e9,2.6438623600000003e8,7.417175231328566e8
CANO,CANO_hydroelectric_pumped_storage_1,2,1,13,0.0,0.0,1.071235912e8,0.0,0.0,0.0,0.0,0.0,1.572749151501251e8,4.4150959560186803e8,0.0,0.0,0.0,0.0,0.0,4.4150959560186803e8,2.6439850635012507e8,1.7711108925174296e8
CANO,CANO_natural_gas_fired_combined_cycle_1,2,1,14,0.0,0.0,1.2995486080000001e8,0.0,3.8354159191517755e7,3.188902990325576e8,0.0,0.0,0.0,1.4418098207274697e9,0.0,0.0,0.0,8.076524709626483e8,0.0,1.4418098207274697e9,1.2948517899867237e9,1.4695803074074602e8
CANO,CANO_natural_gas_fired_combustion_turbine_1,2,1,15,0.0,0.0,3.4161633800000004e7,0.0,1.417321148179996e6,1.2405774429534534e7,0.0,0.0,0.0,9.166780330519147e7,0.0,0.0,0.0,3.142006640721246e7,0.0,9.166780330519147e7,7.940479578492698e7,1.2263007520264491e7
CANO,CANO_natural_gas_internal_combustion_engine_1,2,1,16,0.0,0.0,9.1119e6,0.0,222332.8353497093,1.81160712403566e6,0.0,0.0,0.0,1.4453549175169293e7,0.0,0.0,0.0,4.588251742307035e6,0.0,1.4453549175169293e7,1.5734091701692404e7,-1.2805425265231114e6
CANO,CANO_natural_gas_steam_turbine_1,2,1,17,0.0,0.0,148778.69999999998,0.0,452.59465867795905,16476.96473482691,0.0,0.0,0.0,113923.13924630126,0.0,0.0,0.0,41731.15746204853,0.0,113923.13924630126,207439.4168555534,-93516.27760925214
CANO,CANO_onshore_wind_turbine_1,2,1,18,0.0,0.0,2.6574e6,0.0,0.0,0.0,0.0,0.0,0.0,8.21818856533153e6,0.0,0.0,0.0,0.0,0.0,8.21818856533153e6,2.6574e6,5.56078856533153e6
CANO,CANO_petroleum_liquids_1,2,1,19,0.0,0.0,3.1626e6,0.0,13114.777048016304,562388.6284276542,0.0,0.0,0.0,2.430244739677496e6,0.0,0.0,0.0,372633.407332273,0.0,2.430244739677496e6,4.1107368128079437e6,-1.6804920731304479e6
CANO,CANO_small_hydroelectric_1,2,1,20,0.0,0.0,9.1884744e6,0.0,0.0,0.0,0.0,0.0,0.0,9.68538388612385e7,0.0,0.0,0.0,0.0,0.0,9.68538388612385e7,9.1884744e6,8.766536446123849e7
CANO,CANO_solar_photovoltaic_1,2,1,21,0.0,0.0,5.66004837e7,0.0,0.0,0.0,0.0,0.0,0.0,1.7491165084248024e8,0.0,0.0,0.0,0.0,0.0,1.7491165084248024e8,5.66004837e7,1.1831116714248024e8
CASO,CASO_biomass_1,3,1,22,0.0,0.0,9.98627e6,0.0,2.602454399999979e6,6.049260672000051e6,0.0,0.0,0.0,3.30760256365518e7,0.0,0.0,0.0,0.0,0.0,3.30760256365518e7,1.863798507200003e7,1.443804056455177e7
CASO,CASO_conventional_hydroelectric_1,3,1,23,0.0,0.0,4.3237112e7,0.0,0.0,0.0,0.0,0.0,0.0,1.5056745606339264e8,0.0,0.0,0.0,0.0,0.0,1.5056745606339264e8,4.3237112e7,1.0733034406339264e8
CASO,CASO_geothermal_1,3,1,24,0.0,0.0,4.934783600000001e6,0.0,0.0,0.0,0.0,0.0,0.0,1.179144701571245e7,0.0,0.0,0.0,0.0,0.0,1.179144701571245e7,4.934783600000001e6,6.856663415712449e6
CASO,CASO_hydroelectric_pumped_storage_1,3,1,25,0.0,0.0,7.833492e7,0.0,0.0,0.0,0.0,0.0,1.1937601919794442e8,3.389630958841281e8,0.0,0.0,0.0,0.0,0.0,3.389630958841281e8,1.977109391979444e8,1.412521566861837e8
CASO,CASO_natural_gas_fired_combined_cycle_1,3,1,26,0.0,0.0,9.791071619999999e7,0.0,4.549399299834833e7,3.9953916506981415e8,0.0,0.0,0.0,1.7260870888451016e9,0.0,0.0,0.0,1.0119116037519982e9,0.0,1.7260870888451016e9,1.5548554780201607e9,1.7123161082494092e8
