Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,Total
CO2_Price_1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0
AnnualSum,276456.63214368717,667661.7550370125,176908.86626837077,1.4939101044153813e6,1.2070662928275415e6,810527.4654016228,4.351082673654057e6,694091.3994297474,6.67318117526075e6,482949.3162462849,157165.77048220404,1.9496778025207677,3.0810034129675734e6,742192.8316074674,2.804209751182017e7,1.1328472166779963e7,35768.48904924148,90844.31197979278,13030.435514309936,668058.0759127947,524953.9822105347,370832.23973844864,676172.4524358148,0.815429755758793,980625.0834876915,520797.2450046657,6.406585245478269e7
t1,7.979739117550316e-5,0.0007016054025800885,0.0005659161507704185,0.00010785150585828425,0.00010426510388175615,0.00011746077536602112,0.00010202530131555614,0.00011248195640505595,0.00011583730865074062,0.00010843267600152685,8.555295266382222e-5,7.853127627746729e-5,0.00010793772068296553,0.0001039808982543623,0.00011032682583645842,0.00011869260710116443,8.016285787811526e-5,0.00010184845151090087,0.00010193546359297422,8.566733602174907e-5,8.636189683886749e-5,0.00010324803530063522,9.33175756139802e-5,8.250424204670791e-5,0.00011395154975082701,6.226861966071221e-5,0.0036319618810366607
t2,7.131485687127848e-5,0.0007056854707443438,0.00057053655073367,0.00010787637718478543,0.000104287870102901,0.00011595599752043723,0.00010133588560083104,0.00011214641099663617,0.00011472811101548172,0.00010617071187233252,8.560872337713823e-5,7.855419346794912e-5,0.00010736951128153487,0.00010398353806385771,0.00011002942149085967,0.00011840290212357193,7.967092044513084e-5,0.00010155045160652396,0.00010146201092418653,8.56861478760147e-5,8.677646964251884e-5,0.00010331939323776196,9.389669315901345e-5,7.34122727668514e-5,0.00011327529528114824,6.212082339267627e-5,0.0036151570107794354
t3,7.192217905147846e-5,0.0007106381711632111,0.0005720812875020876,0.00010774882886389416,0.00010430479267426929,0.00011602769474932336,0.00010138967035928096,0.0001123434015185114,0.0001150934343601182,0.00010508302745729964,8.575704980508391e-5,7.856395440271033e-5,0.00010748811378406629,0.00010405108784128016,0.00011004675093983234,0.00011843606382017589,8.039305992877281e-5,0.00010241020174022887,0.00010149364356099245,8.626397957385093e-5,8.703638926159049e-5,0.0001035417818411307,9.378417650101634e-5,7.42574427490345e-5,0.00011333696598615471,6.24548374443008e-5,0.0036259479868796956
t4,6.75873137041069e-5,0.0007130737813098833,0.0005726497688075194,0.00010773173924278794,0.00010430017909812647,0.00011639752847966295,0.0001016251376509126,0.00011165137288878198,0.00011544499458867947,9.997280826204567e-5,8.588454494629949e-5,7.85688340519214e-5,0.00010772569161609769,0.00010414810894391985,0.00011011252529405914,0.00011851308896334358,7.603660123165217e-5,0.00010293625809942479,0.00010188365000911427,8.634081127302283e-5,8.717315406056186e-5,0.00010376442945285608,9.382539370505727e-5,7.452896387358417e-5,0.00011299009706028958,6.263908673605484e-5,0.003617505863349766
t5,6.78499107927904e-5,0.0007149093969734918,0.0005735937051334056,0.00010776131176009524,0.00010428872848104086,0.00011661852437669213,0.00010179866498680762,0.00011185271864270573,0.00011570915222263673,9.998671397299887e-5,8.554906981055135e-5,7.856891664108073e-5,0.00010787219541429205,0.0001042214570805042,0.00011013246286417748,0.00011854158379306787,7.605231854269618e-5,0.00010307696326880528,0.00010206223470254071,8.664110110812925e-5,8.726397313343414e-5,0.0001039657773115724,9.396771492415163e-5,7.471014547498901e-5,0.00011320994783564719,6.281058671395677e-5,0.003623015275962261
t6,6.801127918801515e-5,0.0007157519921026978,0.0005744220451444086,0.00010784003388134074,0.00010429683482417545,0.00011688679629553604,0.00010197359748243405,0.00011205452279352742,0.00011597356767515503,9.99871442078844e-5,8.568516695927562e-5,7.857404523882103e-5,0.00010804334299048524,0.00010431161219756963,0.00011018000798767873,0.00011856051246618272,7.60627232830988e-5,0.00010323169831971767,0.00010219064203601837,8.694214398137928e-5,8.731153827013573e-5,0.00010417546842740128,9.409365878085816e-5,7.48413303437207e-5,0.00011337960298261478,6.30408430187112e-5,0.003627822150878844
t7,6.811097807067566e-5,0.0007169159147830314,0.0005755449728318974,0.00010802053784599104,0.00010431545099420347,0.00011722966098520099,0.00010216141346886421,0.00011186351565352987,0.0001162542907878004,9.995921879158292e-5,8.627222399957279e-5,7.857777445736505e-5,0.0001082145207453909,0.00010449254885027492,0.00011033857241760657,0.00011856806354540937,7.607298207804362e-5,0.00010305041459466926,0.00010214753529782306,8.708127159605218e-5,8.742136759176232e-5,0.00010442265633667413,9.423789576921083e-5,7.473622956796057e-5,0.0001131452211777747,6.3072838882259e-5,0.0036322280711206267
t8,6.804992868690908e-5,0.0007185572236967207,0.000576761346082198,0.00010871163195293726,0.00010435426570706155,0.00011725169332294813,0.00010250727511022468,0.00011218676545677342,0.000116473669662508,9.9961626347168e-5,8.645222374041719e-5,7.85888409432363e-5,0.00010833840280656986,0.00010471636629434396,0.00011035740309023488,0.00011851086677758726,7.607147958018649e-5,0.00010283083231291087,0.00010231149572777823,8.696485038787706e-5,8.784998192776476e-5,0.0001045786996144139,9.452615209052608e-5,7.470208683165446e-5,0.0001139693393450071,6.297176548895048e-5,0.0036385562129849077
