Line,New_Trans_Capacity,Cost_Trans_Capacity
1,3.0848697844447233e-9,3084.8697844447233
2,1.0603529527054378e-11,10.603529527054379
3,5.193019675348803e-14,0.05193019675348803
4,1.015071211290889e-11,10.15071211290889
5,1.7217817741824055e-11,17.217817741824057
6,3.653084782548532e-11,36.53084782548532
7,9.517950552620433e-12,9.517950552620434
8,4.710293053660396e-11,47.10293053660396
9,2.4330314165945435e-11,24.330314165945435
10,1.3441202399237555e-11,13.441202399237556
11,2.8156068576680197e-11,28.156068576680195
12,2.003434597183739e-12,2.003434597183739
13,1.1098227035338545e-12,1.1098227035338546
14,2.0266007984082457e-10,202.66007984082458
15,5.970087274466353e-11,59.70087274466352
16,1.8820035242269796e-11,18.820035242269796
17,2.1062008942702776e-12,2.1062008942702777
18,4.7277474225673436e-14,0.04727747422567344
19,6.326022416712053e-11,63.26022416712053
20,7.964588595762576e-14,0.07964588595762577
21,2.3094422634825343e-11,23.094422634825342
22,2.5737249939721646e-8,25737.249939721645
23,8.237868885097434e-11,82.37868885097434
24,8.769321608806328e-12,8.769321608806328
25,4.5112848000825794e-14,0.04511284800082579
26,2.515603773204312e-11,25.15603773204312
27,6.764230723697098e-12,6.764230723697098
28,8.514375173618067e-11,85.14375173618066
29,1.7226534717133225e-11,17.226534717133223
30,2.797672397848762e-12,2.7976723978487623
31,1.1542358689341504e-11,11.542358689341503
32,2.4999738497697196e-13,0.24999738497697196
33,6.229877380335046e-11,62.298773803350464
34,6.764511792522108e-12,6.764511792522108
35,1.8374144798578725e-11,18.374144798578723
36,4.9140960031829506e-11,49.14096003182951
37,2.1274352312187156e-11,21.274352312187155
38,2.762948654577859e-11,27.629486545778587
39,3.1530602419845884e-11,31.530602419845884
40,1.198236363915116e-13,0.11982363639151163
41,1.1781824777385293e-11,11.781824777385292
42,1.337383656604226e-11,13.37383656604226
43,1.9175412283663076e-11,19.175412283663075
44,1.037409518065569e-11,10.374095180655692
45,1.7880001076374143e-11,17.880001076374143
46,2.949486700196773e-11,29.494867001967734
47,1.335250522014009e-11,13.35250522014009
48,4.323501885234468e-14,0.04323501885234468
49,3.090396865467748e-14,0.030903968654677483
50,3.231007044250183e-14,0.03231007044250182
51,3.128082663358804e-14,0.03128082663358804
52,9.432731673244659e-12,9.432731673244659
53,3.765997177088739e-11,37.65997177088739
54,1.2296755713795373e-11,12.296755713795374
55,7.331263278032672e-12,7.331263278032672
56,5.986971968064922e-11,59.86971968064921
57,7.670259384616608e-12,7.670259384616607
